,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,58.67,42.27,52.46,36.73,44.3,50.61,64.94,82.52,56.77,51.06
1,Short-Term Investments,10.11,15.82,-,7.31,-,-,-,-,-,-
2,Trading Asset Securities,0.42,0.42,0.77,4.59,4.29,3.07,-,-,-,-
3,Cash & Short-Term Investments,69.2,58.51,53.24,48.63,48.59,53.69,64.94,82.52,56.77,51.06
4,Cash Growth,29.98%,20.31%,9.56%,-9.41%,-25.17%,-34.94%,14.39%,61.62%,54.23%,-19.93%
5,Accounts Receivable,60.78,49.23,54.92,41.88,52.41,35.34,38.46,26.41,46.39,42.25
6,Other Receivables,-,0.06,-,0.03,0.07,0.07,0.07,0.07,0.07,0.07
7,Receivables,60.78,49.3,54.92,41.92,52.48,35.41,38.53,26.48,46.47,42.32
8,Inventory,26.96,38.18,23.19,43.74,29.22,38.83,17.64,23.25,19.2,33.34
9,Prepaid Expenses,5.03,7.57,10.09,8.88,9.42,8.62,7.77,7.18,8.4,9.01
10,Total Current Assets,161.97,153.56,141.44,143.17,139.7,136.55,128.87,139.43,130.84,135.73
11,"Property, Plant & Equipment",27.5,28.8,30.45,32.88,33.89,37.47,37.97,40.01,42.51,50.18
12,Long-Term Investments,1.59,1.64,2.1,2.1,0,4.35,0,0,0,0
13,Other Intangible Assets,0.18,0.12,0.14,0.18,0.22,0.22,0.35,0.11,0.48,0.5
14,Long-Term Deferred Tax Assets,0.3,0.26,0.3,0.2,0.32,0.47,0.69,0.74,0.44,0.21
15,Other Long-Term Assets,11.96,11.32,11.06,11.3,10.74,11.74,11.86,12.32,11.11,1.93
16,Total Assets,203.49,195.69,185.5,189.83,184.88,190.78,179.75,192.61,185.37,188.56
17,Accounts Payable,13.84,21.34,10.41,20.5,13.4,20.32,8.34,14.25,9.16,17.62
18,Accrued Expenses,-,-,-,-,-,-,-,7.8,-,10.87
19,Current Portion of Leases,1.58,1.35,1.48,1.51,2.01,2.25,2.18,1.92,1.89,1.89
20,Current Income Taxes Payable,6.07,6.67,8.5,8.43,7.54,7.97,11.71,11.53,10.58,10.22
21,Current Unearned Revenue,-,-,-,-,-,-,-,0.04,-,0.68
22,Other Current Liabilities,18.42,13.79,16.51,12.4,16.6,13.43,10.97,4.42,12.34,4.42
23,Total Current Liabilities,39.91,43.16,36.9,42.84,39.55,43.97,33.2,39.95,33.97,45.7
24,Long-Term Leases,1.7,1.87,2.85,3.62,3.8,5.28,5.44,5.99,6.67,7.66
25,Long-Term Deferred Tax Liabilities,1.39,1.39,1.4,1.38,1.31,1.29,1.28,1.26,1.34,-
26,Other Long-Term Liabilities,0.17,0.13,0.13,0.13,-,0.19,-,-,-,-
27,Total Liabilities,43.29,46.74,41.5,48.21,45.13,51.24,40.54,47.81,42.74,54.12
28,Common Stock,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44,1.44
29,Additional Paid-In Capital,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63
30,Retained Earnings,108.15,96.46,91.45,87.58,84.65,82.24,82.61,88.43,90.47,85.44
31,Comprehensive Income & Other,21.99,22.42,22.48,23.97,25.03,27.24,26.53,26.31,22.1,18.93
32,Shareholders' Equity,160.2,148.95,144,141.62,139.75,139.54,139.21,144.81,142.64,134.45
33,Total Liabilities & Equity,203.49,195.69,185.5,189.83,184.88,190.78,179.75,192.61,185.37,188.56
34,Total Debt,3.28,3.22,4.33,5.13,5.81,7.54,7.62,7.9,8.57,9.56
35,Net Cash (Debt),65.92,55.29,48.91,43.51,42.79,46.15,57.31,74.62,48.21,41.5
36,Net Cash Growth,34.79%,27.09%,14.31%,-5.73%,-25.35%,-38.16%,18.90%,79.79%,119.90%,-34.92%
37,Net Cash Per Share,0.06,0.05,0.04,0.04,0.04,0.04,0.05,0.07,0.04,0.04
38,Filing Date Shares Outstanding,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
39,Total Common Shares Outstanding,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
40,Working Capital,122.06,110.4,104.54,100.33,100.16,92.57,95.68,99.48,96.87,90.03
41,Book Value Per Share,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12
42,Tangible Book Value,160.02,148.83,143.86,141.44,139.52,139.33,138.87,144.7,142.16,133.94
43,Tangible Book Value Per Share,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.13,0.12
44,Land,-,2.55,-,2.55,-,2.6,-,2.41,-,2.29
45,Buildings,-,7.03,-,7.2,-,7.99,-,7.86,-,11.76
46,Machinery,-,31.25,-,30.11,-,29.88,-,29.42,-,28.77
47,Construction In Progress,-,-,-,-,-,0.12,-,-,-,-
48,Leasehold Improvements,-,16.39,-,16.51,-,15.59,-,15.55,-,14.59
