,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 13, 2025","Nov '24 Nov 30, 2024","May '24 May 31, 2024","Nov '23 Nov 30, 2023","May '23 May 31, 2023","Nov '22 Nov 30, 2022","May '22 May 31, 2022","Nov '21 Nov 30, 2021","May '21 May 31, 2021","Nov '20 Nov 30, 2020","May '20 May 31, 2020"
0,Market Capitalization,14191,15243,18913,29486,29453,41237,3703,8126,12067,29711,29452
1,Market Cap Growth,-62.20%,-48.31%,-35.78%,-28.50%,695.45%,407.48%,-69.32%,-72.65%,-59.03%,73.19%,222.94%
2,Enterprise Value,9114,10387,15147,26240,27018,39426,1861,5510,8977,27644,26732
3,Last Close Price,13.70,14.72,18.34,29.05,29.05,41.00,3.70,8.12,12.06,31.60,31.35
4,PE Ratio,9.62,-,-,108.12,-,62.87,-5.90,-,-,-,-
5,Forward PE,130.83,61.08,22.31,24.49,22.05,50.24,-,-,-,-,-
6,PS Ratio,2.08,6.49,-,11.17,-,15.73,5.24,22.01,-,21.19,25.09
7,PB Ratio,2.67,2.87,3.52,8.15,9.54,16.34,1.92,4.15,4.93,18.78,14.55
8,P/TBV Ratio,2.87,2.87,3.52,8.15,9.54,16.34,1.92,4.15,4.93,18.78,14.55
9,P/FCF Ratio,80.25,-,-,58.30,-,78.22,-,-,-,-,-
10,P/OCF Ratio,69.24,-,-,56.00,-,77.20,-,-,-,-,-
11,EV/Sales Ratio,1.35,4.42,-,9.94,-,15.04,2.63,14.93,-,19.71,22.77
12,EV/EBITDA Ratio,-,-,-,103.36,-,55.49,-,-,-,-,-
13,EV/EBIT Ratio,-,-,-,107.73,-,58.78,-,-,-,-,-
14,EV/FCF Ratio,51.53,-,-,51.88,-,74.79,-,-,-,-,-
15,Debt / Equity Ratio,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.05,0.16,0.24,0.17
16,Debt / FCF Ratio,0.40,-,-,0.10,-,0.09,-,-,-,-,-
17,Return on Capital Employed (ROCE),-,-,-,6.68%,-,26.37%,-,-,-,-,-
18,Earnings Yield,10.40%,-0.68%,-,0.92%,-,1.59%,-16.96%,-8.20%,-,-5.34%,-2.74%
19,FCF Yield,1.25%,-1.36%,-,1.72%,-,1.28%,-29.81%,-13.33%,-,-3.88%,-2.22%
20,Buyback Yield / Dilution,2.55%,4.66%,-,-1.85%,-,-6.23%,-,-6.46%,-,-0.33%,-31.67%
21,Total Shareholder Return,2.55%,4.66%,-,-1.85%,-,-6.23%,-,-6.46%,-,-0.33%,-31.67%
