,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,6385,6927,7078,4321,6341,3203,2616,2123,1025,2578,1100,1171,1357,1285,1234,1572,1679,1925,1819,1732,Upgrade
1,Short-Term Investments,-,14.66,-,676.37,1657,1649,1629,1302,-,-,-,-,-,-,-,-,-,4082,-,-,Upgrade
2,Trading Asset Securities,10042,8436,9014,8725,7803,8975,7778,8612,8542,7056,6300,6256,5389,4166,4333,4525,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,16426,15378,16092,13722,15801,13827,12024,12037,9567,9635,7399,7427,6746,5451,5568,6097,1679,6007,1819,1732,Upgrade
4,Cash Growth,3.96%,11.22%,33.84%,14.01%,65.15%,43.51%,62.50%,62.07%,41.81%,76.74%,32.90%,21.82%,301.71%,-9.25%,206.06%,251.95%,-14.77%,-1.03%,14.46%,-72.30%,Upgrade
5,Accounts Receivable,9607,9726,8068,8960,7213,10565,11123,11023,9398,8493,8093,8570,7911,7595,8120,9298,9629,9784,8804,4838,Upgrade
6,Other Receivables,268.07,108.66,10.82,11.97,8.74,3.55,22.84,6.65,13.15,15.03,17.28,17.9,18.14,145.09,25.8,139.05,16.31,198.44,19.3,23.06,Upgrade
7,Receivables,9875,9834,8079,8971,7222,10568,11146,11030,9411,8508,8110,8588,7929,7740,8146,9437,9645,9983,8823,4861,Upgrade
8,Inventory,854.86,1001,868.02,982.79,1367,1345,1387,1301,1386,1321,992.2,1151,1507,1336,1011,1011,1042,974.06,707.17,5129,Upgrade
9,Other Current Assets,1512,1094,784.68,920.02,1389,1066,1077,1216,1139,1045,1278,882.5,517.69,537.16,594.31,316.22,5699,431.03,4202,4782,Upgrade
10,Total Current Assets,28669,27307,25824,24597,25779,26806,25634,25583,21503,20508,17780,18048,16700,15065,15319,16861,18065,17395,15551,16504,Upgrade
11,"Property, Plant & Equipment",13876,13799,13122,13396,13329,13482,13686,13916,11203,11386,11450,11733,11788,11688,11493,11323,11151,11263,11305,11428,Upgrade
12,Long-Term Investments,2443,2427,2411,2395,1779,572.97,70.67,392.96,3236,3197,3216,3250,3644,3713,3798,3463,2140,2143,2143,2187,Upgrade
13,Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,Upgrade
14,Other Intangible Assets,2183,2199,2214,2236,2212,2231,2248,2267,1065,1073,1085,1095,1091,1100,1106,1109,1111,1117,1126,1135,Upgrade
15,Long-Term Deferred Tax Assets,358.37,236.77,379.6,379.62,346.76,210.09,240.21,245.91,268.6,268.78,311.45,318.28,319.61,336.67,391.68,405.8,459.79,513.77,558.06,507.18,Upgrade
16,Long-Term Deferred Charges,240.66,239.3,241.7,239.9,233.66,229.4,205.15,219.34,219.8,214.76,-,197.54,191.85,99.04,105.39,100.97,97.18,95.31,90.42,77.67,Upgrade
17,Other Long-Term Assets,-,11.37,-,9.25,-,9.42,-,14.32,-,12.2,203.05,11.68,-,9.38,-,5.48,-,4.54,-,4.49,Upgrade
18,Total Assets,47769,46220,44192,43252,43680,43541,42084,42639,37494,36661,34044,34654,33747,32024,32226,33282,33038,32544,30786,31857,Upgrade
19,Accounts Payable,13153,13559,11618,12529,11760,12536,11446,11665,9966,9160,7730,8520,6991,6857,6589,7534,7412,7230,6203,6863,Upgrade
20,Accrued Expenses,629.19,607.98,573.04,581.21,546.46,510.58,344.75,606.69,415.9,365.88,178.52,434.59,318,600.52,127.35,853.64,129.7,420.09,77.62,477.81,Upgrade
21,Short-Term Debt,-,-,-,-,-,105.9,389.69,329.75,-,-,-,-,-,-,234.68,233.21,230,230,-,-,Upgrade
22,Current Portion of Long-Term Debt,471.03,90,-,-,-,-,91.96,269.62,173.5,134.23,164.45,127.61,279.84,-,-,0.11,-,-,-,-,Upgrade
23,Current Portion of Leases,-,239.42,54.44,53.68,18.45,24.09,-,27.64,-,39.67,-,37.38,-,69.19,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,239.97,112.79,362.68,293.88,408.44,163.56,144.6,35.8,238.06,48.98,74.08,61.42,356.17,26.86,708.57,78.97,528.11,59.87,433.39,94.83,Upgrade
25,Current Unearned Revenue,3056,2261,2469,1006,2610,2083,1692,2004,2179,2394,1510,984.47,1690,412.24,435.34,613.42,1108,1548,822.8,-,Upgrade
26,Other Current Liabilities,1041,734.02,1057,1165,887.59,1003,1130,1246,909.16,1019,924.68,932.31,322.49,313.57,277.51,299.78,225.13,150.69,185.2,1055,Upgrade
27,Total Current Liabilities,18590,17605,16135,15629,16231,16425,15239,16185,13881,13162,10582,11098,9957,8279,8373,9613,9633,9639,7722,8490,Upgrade
28,Long-Term Debt,130,130,220.01,220.01,220.01,220,158.72,159.65,291.19,421.52,320.47,475.06,414.64,434.15,437.84,436.2,385.19,220,220,220,Upgrade
29,Long-Term Leases,655.66,676.68,59.34,66.86,34.98,16.33,15.04,14.56,18.72,24.06,38.09,39.66,35.01,88.98,132.92,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,168.93,143.63,170.39,177.08,193.07,173.53,157.59,167.14,131.89,159.92,155.4,160.06,163.92,153.55,169.92,181.62,156.14,150.5,158.17,158.59,Upgrade
31,Long-Term Deferred Tax Liabilities,42.16,37.54,38.23,38.86,45.11,46.02,104.21,93.29,41.46,43.5,40.92,32.56,28.41,28.09,33.82,30.46,29.35,23.3,23.31,22.72,Upgrade
32,Other Long-Term Liabilities,280.46,275.8,308.67,341.72,370.63,452.02,260.75,338.09,80.24,69.07,63.71,91.07,274.08,345.26,310.49,354.95,280.44,328.61,308.45,292.25,Upgrade
33,Total Liabilities,19867,18868,16931,16473,17095,17333,15936,16957,14444,13880,11201,11896,10874,9329,9458,10617,10484,10362,8432,9184,Upgrade
34,Common Stock,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,Upgrade
35,Additional Paid-In Capital,4248,4248,4248,4248,4248,4248,4248,4248,4248,4248,-,4248,4248,4248,4248,4248,4248,4248,4248,4248,Upgrade
36,Retained Earnings,17121,16573,16502,16027,15779,15390,15297,14848,14212,13841,13823,13691,13848,13686,13713,13595,13312,12988,13196,13501,Upgrade
37,Comprehensive Income & Other,110.53,95.47,98.68,98.52,139.97,141.31,200,184.17,158.38,258.01,4585,382.14,337.35,324.9,371.81,386.48,559.31,511.99,475.34,490.65,Upgrade
38,Total Common Equity,25901,25338,25270,24795,24588,24200,24166,23702,23040,22769,22829,22742,22854,22680,22754,22651,22540,22170,22341,22661,Upgrade
39,Minority Interest,2001,2013,1991,1984,1997,2008,1982,1980,10.29,12.2,14.76,16.22,19.2,14.56,14.42,14.16,13.89,12.77,13.09,12.2,Upgrade
40,Shareholders' Equity,27903,27352,27260,26778,26585,26208,26148,25681,23050,22781,22844,22758,22874,22695,22769,22665,22554,22182,22354,22673,Upgrade
41,Total Liabilities & Equity,47769,46220,44192,43252,43680,43541,42084,42639,37494,36661,34044,34654,33747,32024,32226,33282,33038,32544,30786,31857,Upgrade
42,Total Debt,1257,1136,333.79,340.55,273.44,366.33,655.42,801.22,483.4,619.48,523,679.7,729.49,592.32,805.45,669.52,615.19,450,220,220,Upgrade
43,Net Cash (Debt),15170,14242,15758,13382,15527,13460,11368,11235,9084,9015,6876,6747,6017,4859,4762,5427,1064,5557,1599,1512,Upgrade
44,Net Cash Growth,-2.30%,5.81%,38.62%,19.11%,70.93%,49.31%,65.33%,66.52%,50.97%,85.53%,44.39%,24.33%,465.38%,-12.56%,197.80%,258.88%,-39.20%,-5.00%,16.78%,-74.94%,Upgrade
45,Net Cash Per Share,3.31,3.15,3.65,3.04,3.50,3.09,2.54,2.50,2.06,1.86,1.75,1.70,1.23,1.00,1.19,0.94,0.34,1.24,0.37,0.37,Upgrade
46,Filing Date Shares Outstanding,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,Upgrade
47,Total Common Shares Outstanding,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,4421,Upgrade
48,Working Capital,10079,9702,9689,8968,9548,10381,10395,9399,7622,7346,7198,6951,6742,6786,6946,7248,8432,7756,7829,8014,Upgrade
49,Book Value Per Share,5.86,5.73,5.72,5.61,5.56,5.47,5.47,5.36,5.21,5.15,5.16,5.14,5.17,5.13,5.15,5.12,5.10,5.01,5.05,5.13,Upgrade
50,Tangible Book Value,23718,23139,23056,22559,22376,21969,21919,21435,21975,21695,21744,21647,21751,21568,21635,21529,21416,21040,21202,21513,Upgrade
51,Tangible Book Value Per Share,5.36,5.23,5.21,5.10,5.06,4.97,4.96,4.85,4.97,4.91,4.92,4.90,4.92,4.88,4.89,4.87,4.84,4.76,4.80,4.87,Upgrade
52,Buildings,-,8321,-,8297,-,8290,-,8293,-,4567,-,4556,-,3505,-,3505,-,3507,-,3346,Upgrade
53,Machinery,-,18271,-,18177,-,17963,-,17394,-,17323,-,17035,-,16729,-,15868,-,17084,-,17011,Upgrade
54,Construction In Progress,-,431.46,-,466.52,-,326.76,-,660.85,-,858.58,-,939.21,-,1731,-,2044,-,766.8,-,670.87,Upgrade
55,Order Backlog,-,-,40500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
