,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,7049,7705,5672,9669,6569,7998,6397,9795,7774,7348,4354,7708,4510,4347,3091,5823,5387,4181,2302,6599,Upgrade
1,Other Revenue,-52.81,52.81,-,119.51,-47.11,47.11,-,88.08,-32.3,32.3,-,138.97,-32.83,32.83,-,169.42,-4.35,4.35,-,46.49,Upgrade
2,Revenue,6997,7758,5672,9789,6522,8045,6397,9883,7742,7380,4354,7847,4477,4380,3091,5993,5383,4185,2302,6646,Upgrade
3,Revenue Growth (YoY),7.29%,-3.57%,-11.33%,-0.95%,-15.76%,9.01%,46.91%,25.94%,72.91%,68.51%,40.84%,30.94%,-16.82%,4.64%,34.31%,-9.82%,53.56%,51.32%,28.33%,51.04%,Upgrade
4,Cost of Revenue,6039,6874,5110,8978,5807,7022,5656,9214,6766,6710,4102,7254,3929,3712,2825,5119,4666,3865,2405,5458,Upgrade
5,Gross Profit,957.93,884.14,561.96,810.78,714.74,1023,741.17,669.31,975.93,669.87,251.79,593.83,547.95,667.55,266.49,874.29,716.51,320.22,-102.93,1188,Upgrade
6,"Selling, General & Admin",101.26,78.96,63.91,117.46,75.8,79.38,61.19,108.99,43.73,53.29,50.02,99.18,56.39,52.57,49.65,105.4,46.09,46.59,61.9,109.83,Upgrade
7,Research & Development,318.26,309.35,14.15,378.4,249.96,314.77,243.15,297.02,594.02,166.7,64.2,379.97,219.96,197.81,131.08,431.23,197.4,160.33,187.82,591.55,Upgrade
8,Other Operating Expenses,22.19,37.78,28.74,23.21,21.06,44.38,9.23,134.2,4.52,33.24,6.8,99.46,-12.99,-11.98,2.93,76.96,77.55,-7.95,-1.39,87.47,Upgrade
9,Operating Expenses,438.93,409.66,109.4,649.59,356.79,518.03,320.6,483.23,667.84,309.51,140.65,510.06,321.92,270.63,183.67,630.3,311.95,212.76,248.42,792.73,Upgrade
10,Operating Income,519,474.48,452.56,161.19,357.95,504.85,420.57,186.08,308.09,360.36,111.14,83.77,226.03,396.92,82.82,244,404.57,107.47,-351.35,395.34,Upgrade
11,Interest Expense,-9.69,-3.04,-1.14,-,-17.55,-4.19,-3.5,-3.39,-2.59,-2.93,-2.86,-7.3,-17.22,-6.25,-3.85,-2.36,-1.9,-0.46,-0.21,-0.52,Upgrade
12,Interest & Investment Income,86.87,67.32,111.46,102.17,73.39,98.59,61.63,519.22,124.27,48.74,32.97,7.22,-,-,29.74,7.33,33.13,4.28,1.26,5.02,Upgrade
13,Currency Exchange Gain (Loss),-26.74,26.74,-,29.02,-35.84,35.84,-,91.6,-44.3,44.3,-,-30.34,11.85,-11.85,-,-110.97,-17.6,0.6,17,9.56,Upgrade
