,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,630733,664565,673024,687523,682690,662149,645233,659732,711689,621067,637983,572130,613817,613817,531652,505070,570318,579984,541923,550985,503257,Upgrade
1,Market Cap Growth,0.36%,0.36%,4.31%,4.21%,-4.07%,6.61%,1.14%,15.31%,15.94%,1.18%,20.00%,13.28%,7.63%,5.83%,-1.90%,-8.33%,13.33%,-18.64%,-24.24%,-20.83%,-29.41%,Upgrade
2,Enterprise Value,292918,297429,349167,376241,371407,309720,334801,391611,458842,309924,385994,400650,436334,438910,375463,352156,381212,384864,366213,379275,246439,Upgrade
3,Last Close Price,52200.00,55000.00,53312.86,54461.43,54078.57,50996.97,47598.07,48667.69,50320.24,43912.74,43727.92,39214.34,42071.56,42071.56,35315.24,33549.48,37883.63,36622.28,34218.94,34791.16,31777.45,Upgrade
4,PE Ratio,8.01,8.44,8.03,7.88,6.17,6.85,6.99,6.43,7.03,6.78,7.04,9.48,-,29.31,18.00,12.88,19.10,16.59,22.08,-,6.64,Upgrade
5,PS Ratio,2.90,3.05,2.98,2.95,2.60,2.66,2.64,2.58,2.77,2.67,3.00,4.41,13.56,24.32,14.34,6.95,8.03,6.88,5.71,4.70,2.65,Upgrade
6,PB Ratio,2.00,2.10,2.00,2.23,2.15,2.09,2.12,2.43,3.18,2.48,2.45,2.63,3.62,3.35,2.98,3.05,3.51,2.81,2.87,3.31,3.04,Upgrade
7,P/TBV Ratio,2.11,2.11,2.00,2.24,2.16,2.09,2.13,2.44,3.19,2.48,2.46,2.65,3.64,3.37,3.09,3.18,3.67,2.91,2.98,3.46,3.04,Upgrade
8,P/FCF Ratio,11.19,-,-2941.22,5432.78,8.73,-,5.51,7.03,-,-,5.19,5.31,22.25,61.08,-23.50,-,-,-,-58.04,-,-,Upgrade
