,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,325,391,440,583,1027,1100,917,1320,642,1137,632,Upgrade
1,Market Cap Growth,-33.02%,-33.02%,-57.14%,-47.00%,12.00%,-16.67%,42.86%,16.13%,1.61%,4.00%,-22.39%,Upgrade
2,Enterprise Value,928,1167,963,1394,1576,1792,1776,1946,1297,1974,1360,Upgrade
3,Last Close Price,0.29,0.35,0.40,0.53,1.12,1.20,1.00,1.44,0.70,1.24,1.04,Upgrade
4,PE Ratio,1.85,-,2.02,-3.06,-,3.09,2.59,-1.83,-,-,-,Upgrade
5,Forward PE,-,175.00,175.00,175.00,175.00,175.00,175.00,175.00,175.00,175.00,175.00,Upgrade
6,PS Ratio,0.01,0.01,0.02,0.02,0.03,0.06,0.05,0.05,0.02,0.09,0.08,Upgrade
7,PB Ratio,0.26,0.30,0.33,0.72,2.19,0.99,0.79,1.60,0.80,0.79,0.58,Upgrade
8,P/TBV Ratio,0.33,0.33,0.36,0.56,1.44,1.14,0.94,2.10,1.05,0.91,0.70,Upgrade
9,P/FCF Ratio,1.39,1.68,8.92,-,-,3.77,-96.58,-,-5.46,-,-,Upgrade
10,P/OCF Ratio,0.89,0.89,1.08,17.69,-,1.81,4.09,-,-7.96,-,-,Upgrade
11,EV/Sales Ratio,0.03,0.04,0.03,0.04,0.05,0.09,0.09,0.07,0.05,0.15,0.17,Upgrade
12,EV/EBITDA Ratio,4.89,6.50,4.41,8.05,15.01,3.46,3.32,16.06,18.60,16.97,11.07,Upgrade
13,EV/EBIT Ratio,-,-7.15,-,-32.78,-,4.36,3.90,66.40,-,-,-,Upgrade
14,EV/FCF Ratio,3.99,5.01,19.53,-,-,6.14,-187.12,-,-11.03,-,-,Upgrade
15,Debt / Equity Ratio,0.63,0.63,0.70,1.44,2.66,0.85,0.82,1.17,1.16,0.50,0.92,Upgrade
16,Debt / FCF Ratio,3.46,3.46,19.17,-,-,3.23,-100.64,-,-7.93,-,-,Upgrade
17,Return on Capital Employed (ROCE),-,-10.56%,-,-2.78%,-,26.65%,28.44%,2.19%,-,-,-,Upgrade
18,Earnings Yield,54.04%,44.90%,49.45%,-32.71%,-19.43%,32.37%,38.57%,-54.79%,-124.00%,-40.93%,-70.26%,Upgrade
19,FCF Yield,71.74%,59.62%,11.21%,-84.55%,-36.75%,26.52%,-1.04%,-3.31%,-18.32%,-30.10%,-10.22%,Upgrade
20,Buyback Yield / Dilution,-9.76%,-1.12%,-20.01%,-18.67%,0.00%,-,0.14%,-33.40%,-51.17%,-13.16%,-,Upgrade
21,Total Shareholder Return,-9.76%,-1.12%,-20.01%,-18.67%,0.00%,-,0.14%,-33.40%,-51.17%,-13.16%,-,Upgrade
