,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,5480865,4560069,5090644,5869408,3088109,3868474,3828455,4311127,3577447,3680526,4286873,5050902,5076810,2397842,3362491,3307368,2982143,3037266,2006470,1477291,1130017,Upgrade
1,Market Cap Growth,17.88%,17.88%,32.97%,36.15%,-13.68%,5.11%,-10.69%,-14.65%,-29.53%,53.49%,27.49%,52.72%,70.24%,-21.05%,67.58%,123.88%,163.90%,102.20%,32.36%,-12.56%,-45.40%,Upgrade
2,Enterprise Value,6453059,5530349,4715000,6843431,4270473,4945488,5137026,4954147,3954245,3322173,3836938,4207216,4338166,2201469,3129872,3083690,2855228,2939150,1955810,1553644,1244786,Upgrade
3,Last Close Price,18300.00,15900.00,17750.00,20465.12,21534.88,18245.99,18057.24,20333.70,16873.25,17359.43,20219.30,23162.83,23281.64,21992.43,17409.62,17124.22,15285.62,15568.17,9925.83,7057.47,5398.44,Upgrade
4,PE Ratio,7.15,9.85,25.72,33.24,-,34.35,37.03,28.49,15.90,12.86,12.88,13.98,14.36,7.33,11.31,13.08,13.43,14.08,8.39,6.16,4.96,Upgrade
5,Forward PE,22.65,16.95,16.95,20.18,21.38,47.17,43.92,25.90,9.49,9.35,10.71,13.25,13.26,8.92,13.86,12.86,10.98,11.74,8.58,4.83,4.83,Upgrade
6,PS Ratio,1.19,1.64,1.93,2.36,1.34,1.77,1.85,2.13,1.79,1.83,2.15,2.58,2.64,1.27,1.82,1.84,1.74,1.80,1.20,0.87,0.64,Upgrade
7,PB Ratio,1.13,0.91,1.11,1.26,0.93,1.17,1.19,1.36,1.18,1.15,1.31,1.59,1.63,0.98,1.42,1.46,1.33,1.40,0.92,0.68,0.53,Upgrade
8,P/TBV Ratio,2.45,2.45,2.90,1.37,1.07,1.35,1.35,1.54,1.36,1.32,1.49,1.82,1.86,1.16,1.69,1.75,1.58,1.70,1.12,0.81,0.63,Upgrade
9,P/FCF Ratio,-,-,-,11.57,4.39,6.07,-,9.97,11.63,11.01,-,9.06,8.89,4.34,6.95,8.10,6.54,6.99,4.90,3.65,3.51,Upgrade
10,P/OCF Ratio,-,-,1.67,-,4.38,6.02,-,8.52,7.90,7.79,-,7.81,8.61,3.72,5.28,6.08,4.88,5.74,4.19,2.92,2.65,Upgrade
11,PEG Ratio,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,Upgrade
12,EV/Sales Ratio,2.31,1.98,1.79,2.75,1.85,2.27,2.48,2.45,1.98,1.65,1.92,2.15,2.25,1.16,1.70,1.71,1.66,1.74,1.17,0.92,0.70,Upgrade
