,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,683.69,615.85,649.54,799.51,749.96,941.76,803.47,882.07,684.47,738.14,795.69,1260,908.92,899.39,1225,953.22,859.05,747.44,746.12,788.34,Upgrade
1,Revenue Growth (YoY),-8.84%,-34.61%,-19.16%,-9.36%,9.57%,27.58%,0.98%,-30.00%,-24.69%,-17.93%,-35.03%,32.19%,5.80%,20.33%,64.15%,20.91%,2.03%,-14.25%,-16.16%,-4.11%,Upgrade
2,Cost of Revenue,309.98,297.01,388.79,300.75,400.8,385.1,370.11,383.15,343.03,357.81,357.91,731.16,459.81,395.78,582.13,445.8,362.53,330.85,364.84,374.11,Upgrade
3,Gross Profit,373.7,318.84,260.75,498.76,349.16,556.66,433.37,498.92,341.44,380.34,437.79,528.89,449.11,503.61,642.61,507.42,496.53,416.59,381.28,414.23,Upgrade
4,"Selling, General & Admin",138.19,141.79,133.45,256.04,187.11,175.99,142.37,226.76,133.51,105.96,118.11,287.92,191.44,177.36,163.74,178.68,131.54,131.12,108.23,143.03,Upgrade
5,Other Operating Expenses,-10.72,43.37,5.91,23.02,-86.32,31.03,17.81,32.59,-18.56,-42.98,15.08,7.82,22.23,-11.22,27.09,-4.94,12.58,-35.94,13.98,30.2,Upgrade
6,Operating Expenses,132.89,184.83,139.26,278.03,100.27,207.24,154.48,279.19,109.67,57.19,123.99,396.6,220.24,168.25,194.24,171.96,149.28,97.09,125.02,287.96,Upgrade
7,Operating Income,240.81,134.02,121.49,220.72,248.89,349.42,278.88,219.74,231.77,323.15,313.8,132.29,228.86,335.36,448.38,335.46,347.25,319.5,256.26,126.27,Upgrade
8,Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.49,-,-,-,-14.53,Upgrade
