,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Market Capitalization,158,126,173,81,300,382,382,419,444,501,394
1,Market Cap Growth,56.99%,56.99%,-42.19%,-78.92%,-21.51%,-8.82%,-13.89%,-16.39%,12.50%,-22.78%,-65.54%
2,Enterprise Value,2720,2648,2572,866,1075,847,847,884,591,685,181
3,Last Close Price,0.17,0.14,0.19,0.10,0.36,0.47,0.47,0.51,0.54,0.61,0.48
4,PE Ratio,-,-,2.46,1.46,-,-35.68,-,-,62.70,51.62,14.22
5,PS Ratio,0.33,0.27,0.60,0.92,3.82,9.98,51.69,-,-,1.18,0.96
6,PB Ratio,0.72,0.22,0.28,0.14,1.55,1.87,4.41,4.14,0.43,0.52,0.42
7,P/TBV Ratio,0.63,0.63,0.70,0.34,1.55,1.87,4.41,4.14,0.43,0.52,0.42
8,P/FCF Ratio,-,-93.76,-,9.46,-,-,-,-,-,-3.56,-
9,P/OCF Ratio,0.66,0.66,-,5.68,-,-,3.42,-,-,3.53,-
10,EV/Sales Ratio,5.75,5.60,8.85,9.86,13.69,22.13,114.58,-,-,1.61,0.44
11,EV/EBITDA Ratio,14.20,15.46,35.30,-,-,-,-,-,-,6.34,2.09
12,EV/EBIT Ratio,47.03,45.79,220.13,-,-,-,-,-,-,11.97,3.97
13,EV/FCF Ratio,-2016.72,-1963.40,-,101.71,-,-,-,-,-,-4.87,-
14,Debt / Equity Ratio,4.35,4.35,3.89,4.14,4.25,4.66,11.70,10.35,0.66,0.64,0.46
15,Debt / FCF Ratio,-,-1825.42,-,286.55,-,-,-,-,-,-4.41,-
16,Return on Capital Employed (ROCE),1.89%,1.89%,0.39%,-,-,-,-,-,-,3.74%,3.71%
17,Earnings Yield,-27.54%,-34.42%,40.59%,68.49%,-1.15%,-2.80%,-4.57%,-,1.60%,1.94%,7.03%
18,FCF Yield,-0.85%,-1.07%,-55.90%,10.57%,-39.38%,-34.00%,-6.59%,-,11.94%,-28.08%,-83.86%
19,Buyback Yield / Dilution,-9.89%,-12.50%,-7.31%,-,-,-,-,-,0.09%,0.06%,0.11%
20,Total Shareholder Return,-9.89%,-12.50%,-7.31%,-,-,-,-,-,0.09%,0.06%,0.11%
