,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Revenue,202.28,227.48,39.56,41.75,27.63,5.97,-,-,177.79,197.95
1,Revenue Growth (YoY),411.38%,444.88%,43.14%,599.31%,-,-,-,-,4.75%,17.62%
2,Cost of Revenue,104.11,120.76,35.57,33.82,13.77,3.07,-,10.44,117.31,154.02
3,Gross Profit,98.18,106.72,3.99,7.93,13.86,2.9,-,-10.44,60.48,43.93
4,"Selling, General & Admin",72.01,80.31,19.66,18.54,18.1,16.55,-,15.19,28.2,27.97
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-2.37,-
6,Operating Expenses,72.01,80.31,19.66,18.54,18.1,16.55,-,15.19,25.83,27.97
7,Operating Income,26.17,26.41,-15.68,-10.61,-4.24,-13.65,-,-25.63,34.65,15.95
8,Interest Expense,-62.83,-44.88,-11,-5.04,-4.57,-1.22,-,-0.67,-15.59,-4.97
9,Interest & Investment Income,1.7,0.28,0.03,0.05,5.64,0.08,-,0.06,0.06,0.27
10,Earnings From Equity Investments,-,-,-,-0,0.04,-0,-,-,-0.02,-
11,Currency Exchange Gain (Loss),-0.35,0.25,0.17,0.19,0.3,-,-,-,-5.68,2.12
12,Other Non Operating Income (Expenses),-29.65,25.1,1.98,7.17,9.26,0.79,-,0.73,-0.85,-0.01
13,EBT Excluding Unusual Items,-64.97,7.16,-24.49,-8.24,6.43,-14,-,-25.5,12.58,13.37
14,Gain (Loss) on Sale of Investments,-0.01,-,-,-,-,-,-,0.17,7.94,1.27
15,Gain (Loss) on Sale of Assets,0.64,0.03,-0,-,-,0.08,-,0,0.02,-
16,Other Unusual Items,19.23,-,84.98,0.67,0.18,-,-,-,-6.25,-
17,Pretax Income,-45.11,7.19,60.48,-7.57,6.61,-13.92,-,-25.33,14.28,14.65
18,Income Tax Expense,-0.9,3.29,1.67,0.2,1.9,0.19,-,0.18,10.19,3.5
19,Earnings From Continuing Operations,-44.21,3.9,58.81,-7.77,4.71,-14.12,-,-25.51,4.09,11.15
20,Earnings From Discontinued Operations,-,-,-,-,-,-,-,30.62,-,-
21,Net Income to Company,-44.21,3.9,58.81,-7.77,4.71,-14.12,-,5.1,4.09,11.15
22,Minority Interest in Earnings,-1.19,1.93,-,-,-,-,-,-,-3.29,-3.37
23,Net Income,-45.4,5.83,58.81,-7.77,4.71,-14.12,-,5.1,0.8,7.78
24,Net Income to Common,-45.4,5.83,58.81,-7.77,4.71,-14.12,-,5.1,0.8,7.78
25,Net Income Growth,-,-,1148.13%,-,-,-,-,-34.39%,-95.30%,-17.60%
26,Shares Outstanding (Basic),925,882,822,822,822,822,-,822,821,823
27,Shares Outstanding (Diluted),925,882,822,822,822,822,-,822,821,823
28,Shares Change (YoY),12.50%,7.31%,-,-,-,-,-,-0.09%,-0.06%,-0.11%
29,EPS (Basic),-0.05,0.01,0.07,-0.01,0.01,-0.02,-,0.01,0.00,0.01
30,EPS (Diluted),-0.05,0.01,0.07,-0.01,0.01,-0.02,-,0.01,0.00,0.01
31,EPS Growth,-,-,1147.36%,-,-,-,-,-34.33%,-95.31%,-17.52%
32,Free Cash Flow,106.33,-107.56,18.54,-10.65,-93.72,-20.34,-,-182.17,226.4,-350.8
33,Free Cash Flow Per Share,0.12,-0.12,0.02,-0.01,-0.11,-0.02,-,-0.22,0.28,-0.43
34,Operating Margin,12.94%,11.61%,-39.63%,-25.41%,-15.33%,-228.64%,-,-,19.49%,8.06%
35,Profit Margin,-22.44%,2.56%,148.68%,-18.60%,17.05%,-236.43%,-,-,0.45%,3.93%
36,Free Cash Flow Margin,52.57%,-47.28%,46.86%,-25.52%,-339.15%,-340.74%,-,-,127.34%,-177.22%
37,EBITDA,78.44,77.26,-10.35,-4.76,-0.27,-8.8,-,-5.6,60.71,34.78
38,D&A For EBITDA,52.27,50.85,5.33,5.85,3.97,4.85,-2.46,20.03,26.06,18.82
39,EBIT,26.17,26.41,-15.68,-10.61,-4.24,-13.65,-,-25.63,34.65,15.95
