,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Cash & Equivalents,225.8,171.64,346.55,35.32,155.07,57.33,93.21,187.86,426.77,213.43
1,Trading Asset Securities,-,-,-,-,-,-,-,-,-,16.53
2,Cash & Short-Term Investments,225.8,171.64,346.55,35.32,155.07,57.33,93.21,187.86,426.77,229.96
3,Cash Growth,-34.84%,385.97%,123.48%,-38.39%,66.36%,-69.48%,-78.16%,-18.31%,26.72%,-5.11%
4,Accounts Receivable,-,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.14,0.3
5,Other Receivables,170.29,180.91,95.22,138.49,136.21,222.35,142.93,8.37,4.67,0.35
6,Receivables,181.77,181.2,95.52,138.78,136.51,222.64,213.22,28.43,15.51,8.65
7,Prepaid Expenses,2.6,2.38,3.88,2.46,0.46,-,-,-,-,-
8,Other Current Assets,-,67.51,200,0.93,-,2.8,2.54,16.26,21.16,95.52
9,Total Current Assets,410.17,422.72,645.95,177.48,292.03,282.77,308.97,232.55,463.44,334.12
10,"Property, Plant & Equipment",3518,3419,3272,767.18,763.56,761.97,759.7,1691,1634,1109
11,Long-Term Investments,-,-,17.51,17.51,17.51,12.48,17.48,17.48,17.48,-
12,Goodwill,12.11,12.11,12.11,-,-,-,-,-,-,-
13,Other Intangible Assets,3.11,3.45,3.78,-,-,-,-,-,-,-
14,Long-Term Deferred Tax Assets,16.91,17.1,17.29,17.48,17.67,17.86,18.06,17.42,16.92,17.28
15,Other Long-Term Assets,55.22,103.71,94.54,78.57,78.34,78.23,91.55,171.71,74.07,266.47
16,Total Assets,4016,3978,4063,1058,1169,1153,1196,2131,2206,1727
17,Accounts Payable,-,-,-,11.23,-,0.37,-,12.58,-,-
18,Accrued Expenses,13.91,9.48,10.23,3.75,4.75,1.57,5.98,64.04,82.2,106.48
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,210
20,Current Portion of Long-Term Debt,453.03,553.9,842.31,31.43,31.12,30,56.99,122,115,-
21,Current Portion of Leases,0.54,0.27,0.18,0.72,0.72,0.82,0.82,7.36,8.15,-
22,Current Income Taxes Payable,12.05,13.52,9.76,6.35,6.81,5.23,5.13,40.82,40.51,34.4
23,Current Unearned Revenue,293.36,197.19,277.04,28.76,36.81,3.47,7.3,207.96,369.35,181.96
24,Other Current Liabilities,457.36,472.36,458.89,37.2,35.46,183.25,151.39,303.92,239.29,93.63
25,Total Current Liabilities,1230,1247,1598,119.44,115.67,224.71,227.6,758.69,854.49,626.47
26,Long-Term Debt,1781,1618,1416,697.37,803.49,786.52,811.2,319.5,301.5,180
27,Long-Term Leases,3.78,-,0.19,-,-,0.72,0.72,118.27,123.55,-
28,Long-Term Unearned Revenue,422.05,423.19,272.36,69.92,70.69,71.46,72.22,68.89,67.68,64.76
29,Long-Term Deferred Tax Liabilities,62.94,63.97,64.84,-,-,-,-,-,-,-
30,Other Long-Term Liabilities,1,67.44,166.41,-,-,-,-,-0.08,-,-
31,Total Liabilities,3501,3419,3518,886.72,989.84,1083,1112,1270,1351,875.85
32,Common Stock,7.89,7.89,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14
33,Additional Paid-In Capital,678.56,678.56,671.95,671.95,671.95,671.95,671.95,671.95,671.95,671.95
34,Retained Earnings,-622.05,-576.8,-582.48,-641.29,-633.53,-638.24,-624.13,143.35,138.76,137.96
35,Comprehensive Income & Other,134,133.87,141.08,133.71,133.71,29.07,29.07,29.19,29.19,28.68
36,Total Common Equity,198.41,243.51,237.68,171.5,179.27,69.91,84.02,851.63,847.04,845.72
37,Minority Interest,316.65,315.46,307.6,-,-,-,-,8.81,8.29,5
38,Shareholders' Equity,515.06,558.98,545.28,171.5,179.27,69.91,84.02,860.43,855.33,850.72
39,Total Liabilities & Equity,4016,3978,4063,1058,1169,1153,1196,2131,2206,1727
40,Total Debt,2238,2172,2259,729.51,835.33,818.05,869.72,567.13,548.19,390
41,Net Cash (Debt),-2012,-2000,-1912,-694.2,-680.25,-760.72,-776.51,-379.27,-121.42,-160.04
42,Net Cash Per Share,-2.18,-2.27,-2.33,-0.84,-0.83,-0.93,-,-0.46,-0.15,-0.19
43,Filing Date Shares Outstanding,903.14,881.7,903.14,821.86,821.86,821.86,821.86,821.86,821.86,821.86
44,Total Common Shares Outstanding,903.14,881.7,821.86,821.86,821.86,821.86,821.86,821.86,821.86,821.86
45,Working Capital,-820.08,-823.99,-952.47,58.05,176.37,58.06,81.37,-526.13,-391.05,-292.35
46,Book Value Per Share,0.22,0.28,0.29,0.21,0.22,0.09,0.10,1.04,1.03,1.03
47,Tangible Book Value,183.19,227.96,221.79,171.5,179.27,69.91,84.02,851.63,847.04,845.72
48,Tangible Book Value Per Share,0.20,0.26,0.27,0.21,0.22,0.09,0.10,1.04,1.03,1.03
49,Buildings,2702,-,2646,-,690.51,-,690.51,-,896.01,-
50,Machinery,188.57,-,149.29,-,8.19,-,5.64,-,117.22,-
51,Construction In Progress,481.56,-,400.48,-,480.45,-,468.15,-,352.31,-
52,Leasehold Improvements,4.75,-,4.75,-,4.29,-,4.16,-,113.88,-
