,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H1 2020,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1557,2887,3025,3437,3626,4444,3872,-,4111,5763,Upgrade
1,Revenue Growth (YoY),-48.53%,-16.00%,-16.57%,-22.66%,-6.35%,-,-5.81%,-,-,-14.82%,Upgrade
2,Cost of Revenue,1958,1787,1710,2237,1967,2328,1975,-,2633,2930,Upgrade
3,Gross Profit,-401,1100,1315,1200,1659,2116,1897,-,1478,2833,Upgrade
4,"Selling, General & Admin",880,1433,1273,1256,1214,1276,1178,-,1401,1789,Upgrade
5,Other Operating Expenses,184,321,404,259,337,465,281,-,643,506,Upgrade
6,Operating Expenses,1567,2139,2022,1840,1872,2108,1804,-,2728,3023,Upgrade
7,Operating Income,-1968,-1039,-707,-640,-213,8,93,-,-1250,-190,Upgrade
8,Interest Expense,-21,-22,-22,-24,-17,-5,-24,-,-49,-51,Upgrade
9,Interest & Investment Income,1,5,9,4,1,1,1,-,9,45,Upgrade
10,Earnings From Equity Investments,-,-3,-1,-1,-,-,-,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),-47,42,9,51,-99,-206,87,-,-,-,Upgrade
12,Other Non Operating Income (Expenses),-1,-1,-1,-,-4,-,-3,-,-,-,Upgrade
13,EBT Excluding Unusual Items,-2036,-1018,-713,-610,-332,-202,154,-,-1290,-196,Upgrade
14,Merger & Restructuring Charges,-,-36,-,6,-,88,-,-,-,-130,Upgrade
15,Impairment of Goodwill,-,-61,-,-,-,-,-,-,-19,-,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-1,-,-3,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,3651,-,-,-4,-,-5,-,-,-,-6,Upgrade
18,Asset Writedown,-1721,-750,-5,-66,287,141,-16,-,-1850,-2,Upgrade
19,Other Unusual Items,-,-,-,4,33,229,-,-,-,-,Upgrade
20,Pretax Income,-106,-1865,-718,-671,-12,248,138,-,-3159,-334,Upgrade
21,Income Tax Expense,-50,-240,-4,6,-25,-12,17,-,502,-3,Upgrade
22,Net Income,-56,-1625,-714,-677,13,260,121,-,-3661,-331,Upgrade
23,Net Income to Common,-56,-1625,-714,-677,13,260,121,-,-3661,-331,Upgrade
24,Net Income Growth,-,-,-,-,-89.26%,-,-,-,-,-,Upgrade
25,Shares Outstanding (Basic),2831,2831,2831,2831,2831,2834,2358,-,-,1879,Upgrade
26,Shares Outstanding (Diluted),2831,2831,2831,2831,2831,2834,2358,-,-,1879,Upgrade
27,Shares Change (YoY),-,-,-,-0.11%,20.06%,-,-,-,-,-,Upgrade
28,EPS (Basic),-0.02,-0.57,-0.25,-0.24,0.00,0.09,0.05,-,-,-0.18,Upgrade
29,EPS (Diluted),-0.02,-0.58,-0.25,-0.24,0.00,0.09,0.05,-,-,-0.18,Upgrade
30,EPS Growth,-,-,-,-,-92.16%,-,-,-,-,-,Upgrade
31,Free Cash Flow,138,-548,-357,-31,144,495,20,-,141,106,Upgrade
32,Free Cash Flow Per Share,0.05,-0.19,-0.13,-0.01,0.05,0.17,0.01,-,-,0.06,Upgrade
33,Operating Margin,-126.40%,-35.99%,-23.37%,-18.62%,-5.87%,0.18%,2.40%,-,-30.41%,-3.30%,Upgrade
34,Profit Margin,-3.60%,-56.29%,-23.60%,-19.70%,0.36%,5.85%,3.13%,-,-89.05%,-5.74%,Upgrade
35,Free Cash Flow Margin,8.86%,-18.98%,-11.80%,-0.90%,3.97%,11.14%,0.52%,-,3.43%,1.84%,Upgrade
36,EBITDA,-1928,-993,-627,-580,-138,89,165,-,-1062,13,Upgrade
37,D&A For EBITDA,40,46,80,60,75,81,72,22,188,203,Upgrade
38,EBIT,-1968,-1039,-707,-640,-213,8,93,-,-1250,-190,Upgrade
