,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,698,558,448,433,374,327,316,507,543,521,609,Upgrade
1,Market Cap Growth,28.81%,28.81%,19.61%,32.58%,18.60%,-35.51%,-41.89%,-2.82%,-10.84%,-27.55%,-14.60%,Upgrade
2,Enterprise Value,374,198,144,214,234,193,47,218,277,223,334,Upgrade
3,Last Close Price,0.95,0.73,0.55,0.51,0.42,0.36,0.35,0.55,0.58,0.55,0.62,Upgrade
4,PE Ratio,5.78,4.69,4.30,5.04,4.96,-17.62,-,-,6.87,4.84,6.22,Upgrade
5,Forward PE,-,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,Upgrade
6,PS Ratio,0.32,0.26,0.22,0.24,0.21,0.19,0.22,0.40,0.40,0.29,0.30,Upgrade
7,PB Ratio,0.55,0.46,0.38,0.38,0.33,0.30,0.29,0.45,0.46,0.46,0.54,Upgrade
8,P/TBV Ratio,0.45,0.45,0.36,0.37,0.32,0.28,0.28,0.43,0.44,0.45,0.53,Upgrade
9,P/FCF Ratio,10.62,-,2.62,2.32,3.55,-3.25,-,-,56.59,-,6.15,Upgrade
10,P/OCF Ratio,4.19,4.19,1.96,1.92,2.89,-5.73,-,-,5.43,3.40,2.59,Upgrade
11,EV/Sales Ratio,0.17,0.09,0.07,0.12,0.13,0.11,0.03,0.17,0.20,0.13,0.16,Upgrade
12,EV/EBITDA Ratio,1.79,0.99,0.73,1.35,1.59,3.19,-,-,1.92,1.20,1.84,Upgrade
13,EV/EBIT Ratio,2.51,1.34,1.00,2.06,2.55,51.40,-,-,2.95,1.62,2.47,Upgrade
14,EV/FCF Ratio,5.70,-,0.84,1.14,2.22,-1.91,-,-,28.87,-,3.37,Upgrade
15,Debt / Equity Ratio,0.05,0.05,0.06,0.10,0.12,0.14,0.15,0.12,0.12,0.14,0.08,Upgrade
16,Debt / FCF Ratio,0.91,-,0.44,0.63,1.30,-1.57,-,-,15.48,-,0.93,Upgrade
17,Return on Capital Employed (ROCE),12.15%,12.15%,11.84%,8.94%,7.96%,0.33%,-,-,7.73%,11.88%,11.73%,Upgrade
18,Earnings Yield,17.05%,21.32%,23.26%,19.84%,20.16%,-5.67%,-29.62%,-2.98%,14.55%,20.66%,16.07%,Upgrade
19,FCF Yield,9.42%,11.77%,38.19%,43.10%,28.18%,-30.78%,-45.28%,-0.09%,1.77%,4.66%,16.25%,Upgrade
20,Dividend Yield,8.42%,10.96%,12.84%,9.79%,9.51%,2.79%,-,-,4.29%,7.26%,7.28%,Upgrade
21,Buyback Yield / Dilution,-0.00%,-,-0.00%,0.52%,0.69%,0.17%,0.05%,0.10%,0.04%,-0.17%,-0.37%,Upgrade
22,Total Shareholder Return,8.42%,10.96%,12.83%,10.30%,10.20%,2.97%,0.05%,0.10%,4.33%,7.10%,6.90%,Upgrade
