,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1023,1144,922.79,902.47,890.55,838.24,597.58,661.02,692.08,1091,Upgrade
1,Revenue Growth (YoY),10.90%,26.82%,3.62%,7.66%,49.03%,26.81%,-13.65%,-39.42%,-27.29%,-2.46%,Upgrade
2,Cost of Revenue,778.49,865.61,699.92,676.05,692.16,681.42,484.76,490.15,499.47,809.73,Upgrade
3,Gross Profit,244.87,278.87,222.87,226.42,198.39,156.82,112.82,170.87,192.61,281.51,Upgrade
4,"Selling, General & Admin",189.81,198.69,171.46,168.17,162.22,180.28,137.31,144.55,137.9,202.12,Upgrade
5,Other Operating Expenses,-5.19,-6.49,-4.47,-4.9,-7.85,-31.16,22.9,-27.4,-0.13,-3.36,Upgrade
6,Operating Expenses,184.62,190.69,166.99,178.61,154.37,197.1,160.21,131.7,137.77,198.76,Upgrade
7,Operating Income,60.25,88.18,55.88,47.81,44.03,-40.28,-47.38,39.17,54.84,82.75,Upgrade
8,Interest Expense,-1.68,-2.76,-3.49,-3.04,-1.68,-1.15,-1.28,-1.35,-1.56,-0.85,Upgrade
9,Interest & Investment Income,2.76,4.13,1.79,0.43,0.17,0.22,0.74,0.7,0.34,1.01,Upgrade
10,Earnings From Equity Investments,0.14,0.33,0.02,0.27,0.04,-0.3,-0.22,0.23,0.17,1.11,Upgrade
11,EBT Excluding Unusual Items,61.47,89.88,54.2,45.46,42.55,-41.51,-48.14,38.75,53.8,84.02,Upgrade
12,Impairment of Goodwill,-,-,-,-,-,-4.76,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Investments,3.79,-0.38,0.38,4.89,-4.89,-,-,-,-,-9.01,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,8.2,1.35,Upgrade
15,Asset Writedown,-,-,-,1.97,-,-,-,0.79,-,-,Upgrade
16,Pretax Income,65.26,89.5,54.58,52.32,37.67,-46.27,-48.14,39.54,62,76.36,Upgrade
17,Income Tax Expense,13.59,25.56,22.89,8.54,11.6,2.21,1.32,10.64,16.3,18.98,Upgrade
18,Earnings From Continuing Operations,51.67,63.94,31.69,43.78,26.07,-48.47,-49.45,28.9,45.7,57.38,Upgrade
19,Minority Interest in Earnings,1.61,1.74,6.81,3.67,2,1.86,2.53,2.93,1.51,3.1,Upgrade
20,Net Income,53.27,65.68,38.5,47.45,28.07,-46.61,-46.93,31.84,47.21,60.48,Upgrade
21,Net Income to Common,53.27,65.68,38.5,47.45,28.07,-46.61,-46.93,31.84,47.21,60.48,Upgrade
22,Net Income Growth,38.38%,38.44%,37.17%,-,-,-,-,-47.36%,26.04%,12.79%,Upgrade
23,Shares Outstanding (Basic),724,724,724,724,728,729,729,729,729,729,Upgrade
24,Shares Outstanding (Diluted),724,724,724,724,728,729,729,729,730,730,Upgrade
25,Shares Change (YoY),-,0.00%,-0.52%,-0.69%,-0.17%,-0.05%,-0.10%,-0.04%,0.17%,0.37%,Upgrade
26,EPS (Basic),0.07,0.09,0.05,0.07,0.04,-0.06,-0.06,0.04,0.06,0.08,Upgrade
27,EPS (Diluted),0.07,0.09,0.05,0.07,0.04,-0.06,-0.06,0.04,0.06,0.08,Upgrade
28,EPS Growth,38.86%,39.46%,37.40%,-,-,-,-,-48.18%,27.01%,12.09%,Upgrade
29,Free Cash Flow,-10.91,76.6,94.44,92.29,13.26,-113.84,-29.14,28.69,-19.09,43.38,Upgrade
30,Free Cash Flow Per Share,-0.02,0.11,0.13,0.13,0.02,-0.16,-0.04,0.04,-0.03,0.06,Upgrade
31,Dividend Per Share,0.030,0.050,0.020,0.030,0.010,-,-,0.015,0.010,0.030,Upgrade
32,Dividend Growth,50.00%,66.67%,100.00%,-,-,-,-,-50.00%,-33.33%,-40.00%,Upgrade
33,Operating Margin,5.89%,7.70%,6.06%,5.30%,4.94%,-4.81%,-7.93%,5.93%,7.92%,7.58%,Upgrade
34,Profit Margin,5.21%,5.74%,4.17%,5.26%,3.15%,-5.56%,-7.85%,4.82%,6.82%,5.54%,Upgrade
35,Free Cash Flow Margin,-1.07%,6.69%,10.23%,10.23%,1.49%,-13.58%,-4.88%,4.34%,-2.76%,3.98%,Upgrade
36,EBITDA,86.93,113.5,83.13,74.67,72.49,-12.23,-19.35,65.51,78.94,106.76,Upgrade
37,D&A For EBITDA,26.68,25.32,27.25,26.86,28.46,28.06,28.04,26.34,24.1,24.01,Upgrade
38,EBIT,60.25,88.18,55.88,47.81,44.03,-40.28,-47.38,39.17,54.84,82.75,Upgrade
39,Advertising Expenses,6.4,-,8.46,-,9.32,-,6.53,-,3.37,-,Upgrade
