,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+12 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+12 Quarters
0,Market Capitalization,149,63,90,120,142,90,132,92,88,90,135,103,173,58,110,56,50,53,35,38,48,Upgrade
1,Market Cap Growth,-29.46%,-29.46%,-32.12%,30.43%,60.91%,0%,-2.37%,-10.85%,-49.07%,55.56%,23.36%,84.29%,242.86%,9.09%,211.36%,48.94%,5.00%,-22.35%,-44.30%,-51.55%,-46.43%,Upgrade
2,Enterprise Value,151,62,91,115,137,73,116,64,60,52,98,56,126,-0,52,-5,-11,-11,-29,-26,-16,Upgrade
3,Last Close Price,0.19,0.08,0.11,0.15,0.18,0.11,0.17,0.12,0.11,0.11,0.17,0.13,0.22,0.07,0.14,0.07,0.06,0.07,0.04,0.05,0.06,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-11.13,-,Upgrade
5,PS Ratio,2.29,0.97,1.46,2.21,2.80,2.07,3.29,2.13,2.08,2.02,2.83,2.11,3.43,1.18,2.24,1.22,1.11,1.09,0.75,0.74,0.93,Upgrade
6,PB Ratio,9.70,4.12,5.84,6.39,7.54,3.76,3.82,2.66,1.72,1.75,2.29,1.74,-,0.75,1.33,0.68,-,0.61,0.40,0.42,-,Upgrade
7,P/TBV Ratio,4.12,4.12,5.84,6.39,7.54,3.76,3.82,2.66,1.72,1.75,2.29,1.74,-,0.75,1.33,0.68,-,0.61,0.40,0.42,-,Upgrade
8,P/FCF Ratio,-,-36.05,-39.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,81.87,81.87,401.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,2.32,0.95,1.48,2.12,2.71,1.69,2.88,1.48,1.42,1.18,2.05,1.15,2.50,-,1.05,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,-85.99,-35.42,-40.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.37,0.37,0.37,0.26,0.26,0.17,0.12,0.12,0.02,0.02,0.02,0.02,-,0.03,0.04,0.04,-,0.04,0.03,0.03,-,Upgrade
13,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.85,-,Upgrade
14,Debt / FCF Ratio,-,-3.21,-2.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Asset Turnover,1.35,1.39,1.46,1.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
16,Inventory Turnover,1.59,1.73,1.70,1.70,1.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Quick Ratio,0.94,0.94,0.94,0.98,0.98,1.03,-,1.77,-,3.10,-,3.80,-,4.77,-,5.21,-,7.49,-,6.43,-,Upgrade
18,Current Ratio,1.67,1.67,1.67,1.91,1.91,2.18,-,3.11,-,4.73,-,5.52,-,6.39,-,6.95,-,9.73,-,8.21,-,Upgrade
19,Return on Equity (ROE),-45.25%,-40.68%,-52.11%,-45.96%,-53.86%,-78.63%,-72.95%,-65.56%,-43.51%,-13.06%,-,-,-16.51%,-9.70%,-,-,-5.80%,-1.64%,-,-,Upgrade,
20,Return on Assets (ROA),-8.77%,-8.99%,-20.17%,-19.69%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
21,Return on Capital (ROIC),-19.91%,-18.67%,-38.39%,-35.39%,-29.58%,-43.97%,-41.62%,-40.02%,-26.58%,-7.75%,-,-,-9.58%,-5.11%,-,-,-3.27%,-0.56%,-,-,Upgrade,
22,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.96%,-,Upgrade
23,Earnings Yield,-5.62%,-13.23%,-11.79%,-13.02%,-14.83%,-30.08%,-21.99%,-26.26%,-33.46%,-28.84%,-17.10%,-22.47%,-8.64%,-18.65%,-7.97%,-12.68%,-2.12%,-3.74%,-12.44%,-8.98%,-7.97%,Upgrade
24,FCF Yield,-1.18%,-2.77%,-2.50%,-2.28%,-0.97%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
