,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 7, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,105,71,47,62,81,109,89,99,99,75,114
1,Market Cap Growth,14.93%,14.93%,-42.05%,-43.22%,-9.28%,9.26%,-10.19%,31.71%,-12.90%,-43.06%,-43.12%
2,Enterprise Value,83,51,14,26,35,61,30,41,38,19,51
3,Last Close Price,0.57,0.39,0.26,0.34,0.44,0.59,0.48,0.54,0.54,0.41,0.62
4,PE Ratio,39.18,26.46,-20.35,-,-,-,-,-37.23,-,-7.27,-
5,PS Ratio,1.18,0.80,0.67,1.09,1.49,1.75,1.18,1.37,1.59,1.37,1.75
6,PB Ratio,2.50,1.69,1.16,1.61,1.90,1.91,1.32,1.36,1.39,1.00,1.53
7,P/TBV Ratio,2.23,2.23,1.56,1.61,1.90,1.91,1.32,1.36,1.39,1.00,1.53
8,P/FCF Ratio,-,-,31.07,-,-,-,-,56.84,14.27,-61.53,-
9,P/OCF Ratio,-,-,18.40,-,-,-,-,26.84,12.62,-73.60,-
10,EV/Sales Ratio,0.93,0.57,0.20,0.46,0.64,0.98,0.39,0.56,0.60,0.35,0.79
11,EV/EBITDA Ratio,68.47,41.90,-,-,-,-,-,-16.46,-,-,-
12,EV/EBIT Ratio,-,-36.52,-,-,-,-,-,-8.04,-,-,-
13,EV/FCF Ratio,-,-,9.34,-,-,-,-,23.39,5.42,-15.65,-
14,Debt / Equity Ratio,0.35,0.35,0.38,0.18,0.23,0.15,0.19,0.06,0.08,0.03,0.03
15,Debt / FCF Ratio,-,-,10.15,-,-,-,-,2.52,0.82,-1.81,-
16,Return on Capital Employed (ROCE),-,-2.78%,-,-,-,-,-,-6.74%,-,-,-
17,Earnings Yield,2.55%,3.78%,-4.91%,-29.76%,-32.07%,-14.98%,-4.30%,-2.69%,-2.98%,-13.75%,-8.52%
18,FCF Yield,-,3.22%,-15.02%,-9.41%,-2.73%,-1.62%,1.76%,7.01%,-1.63%,-2.97%,
