,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,34.92,33.57,37.61,43.15,52.78,57.95,61.89,62.05,61.77,56.52
1,Short-Term Investments,2.07,2.11,2.21,2.31,2.25,2.24,2.15,2.13,2.11,2.11
2,Cash & Short-Term Investments,36.99,35.67,39.82,45.47,55.03,60.19,64.04,64.18,63.88,58.63
3,Cash Growth,-7.12%,-21.54%,-27.63%,-24.46%,-14.07%,-6.21%,0.26%,9.46%,-2.76%,-17.87%
4,Accounts Receivable,6.38,6.44,3.97,4.24,3.09,3.44,4.9,2.83,4.04,3.07
5,Other Receivables,0.02,0.03,0.51,0.2,0.25,0.03,0.01,0.31,0.91,1.85
6,Receivables,6.4,6.46,4.48,4.44,3.34,3.47,4.91,3.14,4.95,4.92
7,Inventory,3.14,2.41,3.86,3.28,4.73,3.86,4.86,4.19,4.62,3.38
8,Prepaid Expenses,0.38,0.33,0.41,0.36,0.4,0.29,0.36,0.24,0.49,0.75
9,Total Current Assets,46.9,44.87,48.58,53.55,63.49,67.8,74.16,71.73,73.94,67.68
10,"Property, Plant & Equipment",11.91,12.82,5.87,7.25,12.04,18.65,11.85,12.79,10.65,13.02
11,Goodwill,9.43,9.43,-,-,-,-,-,-,-,-
12,Other Intangible Assets,0.74,0.88,-,-,-,-,-,-,-,-
13,Other Long-Term Assets,1.21,-,-,-,-,2.53,2.53,3.23,2.77,2.77
14,Total Assets,70.18,68,54.45,60.8,75.53,88.99,88.55,87.75,87.37,83.47
15,Accounts Payable,3.81,2.7,2.73,2.91,3.59,2.82,4.2,4,2.92,0.92
16,Accrued Expenses,6.52,6.13,5.92,4.53,6.16,5.03,5.5,5.01,4.72,4.07
17,Short-Term Debt,-,0.36,-,-,-,-,-,-,-,-
18,Current Portion of Leases,7.31,6.84,4.9,7.02,5.87,6.75,2.68,2.61,0.61,0.6
19,Current Income Taxes Payable,0.63,0.49,-,-,-,-,-,-,-,-
20,Current Unearned Revenue,0.9,1.37,0.3,0.27,0.21,0.36,0.74,0.74,0.82,0.38
21,Other Current Liabilities,1.16,1.11,-,-,-,-,-,-,-,-
22,Total Current Liabilities,20.32,19.01,13.85,14.73,15.83,14.96,13.11,12.36,9.07,5.97
23,Long-Term Leases,7.44,8.13,2.11,2.93,2.87,5.8,1.74,3.09,1.61,1.77
24,Long-Term Deferred Tax Liabilities,0.08,0.11,0.12,0.15,0.12,0.51,0.74,0.75,1.05,1.22
25,Other Long-Term Liabilities,0.38,0.34,-,0.28,-,-,-,-,-,-
26,Total Liabilities,28.22,27.58,16.08,18.08,18.82,21.27,15.58,16.2,11.73,8.96
27,Common Stock,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
28,Additional Paid-In Capital,-,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11,77.11
29,Retained Earnings,-,-16.05,-17.99,-13.63,0.36,11.37,16.62,15.2,19.28,18.16
30,Comprehensive Income & Other,40.05,-22.59,-22.59,-22.59,-22.59,-22.59,-22.59,-22.59,-22.59,-22.59
31,Total Common Equity,41.89,40.3,38.37,42.72,56.71,67.72,72.97,71.55,75.64,74.51
32,Minority Interest,0.07,0.12,-,-,-,-,-,-,-,-
33,Shareholders' Equity,41.96,40.42,38.37,42.72,56.71,67.72,72.97,71.55,75.64,74.51
34,Total Liabilities & Equity,70.18,68,54.45,60.8,75.53,88.99,88.55,87.75,87.37,83.47
35,Total Debt,14.75,15.33,7.01,9.94,8.73,12.56,4.41,5.7,2.22,2.37
36,Net Cash (Debt),22.24,20.34,32.81,35.52,46.29,47.63,59.63,58.48,61.66,56.26
37,Net Cash Growth,-32.23%,-42.74%,-29.12%,-25.43%,-22.37%,-18.55%,-3.29%,3.94%,-2.10%,-21.19%
38,Net Cash Per Share,0.12,0.11,0.18,0.19,0.25,0.26,0.32,0.32,0.34,0.31
39,Filing Date Shares Outstanding,184,184,184,184,184,184,184,184,184,184
40,Total Common Shares Outstanding,184,184,184,184,184,184,184,184,184,184
41,Working Capital,26.59,25.86,34.72,38.82,47.66,52.84,61.05,59.38,64.88,61.71
42,Book Value Per Share,0.23,0.22,0.21,0.23,0.31,0.37,0.40,0.39,0.41,0.40
43,Tangible Book Value,31.72,29.99,38.37,42.72,56.71,67.72,72.97,71.55,75.64,74.51
44,Tangible Book Value Per Share,0.17,0.16,0.21,0.23,0.31,0.37,0.40,0.39,0.41,0.40
45,Machinery,-,34.23,-,48.08,-,45.99,-,50.09,-,49.23
