,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,597.83,452.66,509.87,431.32,473.48,480.59,404.35,660,800.63,809.95,949.12,1370,276.4,328.55,293.01,235.56,254.05,293.25,207.86,207.86
1,Other Revenue,-,-18.83,18.83,-,34.69,-10.62,10.62,-,51.13,-18,18,-,44.37,-19.43,19.43,-,35.99,-12.95,6.48,6.48
2,Revenue,597.83,433.83,528.71,431.32,508.16,469.97,414.97,660,851.77,791.95,967.12,1370,320.77,309.12,312.44,235.56,290.05,280.29,214.33,214.33
3,Revenue Growth (YoY),17.64%,-7.69%,27.41%,-34.65%,-40.34%,-40.66%,-57.09%,-51.82%,165.54%,156.20%,209.54%,481.55%,10.59%,10.28%,45.77%,9.91%,-,-,-,-
4,Cost of Revenue,-506.16,148.83,194.89,162.43,228.62,145.23,207.72,367.49,571.34,292.78,584.39,488.46,158.61,117.84,151.18,102.54,135.28,117.07,90.78,90.78
5,Gross Profit,1104,284.99,333.81,268.89,279.54,324.74,207.25,292.51,280.42,499.18,382.73,881.47,162.16,191.28,161.27,133.03,154.76,163.22,123.56,123.56
6,"Selling, General & Admin",-425.46,155.93,141.81,127.72,158.58,152.73,117.12,136.93,59.61,129.06,211,218.03,92.76,78.57,70.32,55.22,63.16,61.48,46.84,46.84
7,Research & Development,-229.49,76.05,69.64,83.8,99.83,77.05,77.52,59.64,60.77,49.45,73.44,54.8,29.89,35.19,34.57,29.68,28.73,32.63,20.07,20.07
8,Other Operating Expenses,1703,-19.71,17.54,-16.15,20.96,-2.72,-9.75,-6.92,20.21,-1.62,8.75,2.85,15.97,-4.16,-1.42,-2.29,-1.02,-2.28,-8.3,-8.3
