,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2018,Q1 2018,+16 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018",+16 Quarters
0,Revenue,3635807,3031250,3432454,3291680,3018731,3343532,3246351,2303346,3459451,3157279,2846300,2788051,3255230,1803651,2271077,1875807,2180329,1923137,1018173,1629222,Upgrade
1,Revenue Growth (YoY),20.44%,-9.34%,5.73%,42.91%,-12.74%,5.90%,14.06%,-17.39%,6.27%,75.05%,25.33%,48.63%,49.30%,-6.21%,123.05%,15.14%,63.48%,29.52%,-28.15%,25.49%,Upgrade
2,Cost of Revenue,2914053,2428759,2600381,2695625,2688061,3078046,3045488,1997887,3500372,3004192,2458959,2239231,2750417,1296625,1697858,1425022,1774971,1740219,846262,1301464,Upgrade
3,Gross Profit,721754,602490,832073,596055,330670,265486,200864,305460,-40922,153087,387341,548820,504814,507026,573219,450784,405358,182918,171911,327758,Upgrade
4,"Selling, General & Admin",152592,256370,142999,158095,130446,128992,125952,115624,89960,151773,53946,233620,142695,202815,138849,128719,195289,81116,8043,191233,Upgrade
5,Operating Expenses,152592,256370,142999,158095,130446,128992,125952,115624,89960,151773,53946,233620,142695,202815,138849,128719,195289,81116,8043,191233,Upgrade
6,Operating Income,569162,346120,689075,437960,200225,136494,74912,189836,-130882,1314,333396,315199,362119,304211,434370,322066,210070,101802,163868,136524,Upgrade
7,Interest Expense,-56777,-57851,-65318,-63732,-80221,-80999,-89650,-86391,-85602,-63392,-76306,-74027,-53733,-37996,-49901,-46691,-56406,-47331,-59466,-42360,Upgrade
8,Interest & Investment Income,1209,5122,694.17,1078,2409,4162,-,3982,3009,953.04,4078,331.21,7005,914.37,3450,2508,1232,1390,2103,832.23,Upgrade
9,Other Non Operating Income (Expenses),-13444,4793,9822,-10546,-49778,-16343,-4069,1378,-1272,-15716,-49885,-2274,2854,-10334,5630,-1394,-8816,-4917,-12588,557.1,Upgrade
10,EBT Excluding Unusual Items,500150,298185,634273,364760,72635,43315,-18808,108805,-214746,-76841,211282,239229,318246,256795,393549,276488,146079,50944,93918,95554,Upgrade
11,Pretax Income,500150,298185,634273,364760,72635,43315,-18808,108805,-214746,-76841,211282,239229,318246,256795,393549,276488,146079,50944,93918,95554,Upgrade
12,Income Tax Expense,117281,59099,130517,74706,31990,7648,4199,19068,7456,6780,36666,44092,70241,39729,63347,35655,35906,3252,20983,14193,Upgrade
13,Earnings From Continuing Operations,382869,239086,503756,290055,40645,35667,-23006,89736,-222203,-83621,174616,195137,248005,217066,330201,240833,110172,47692,72935,81361,Upgrade
14,Minority Interest in Earnings,39186,16459,-10239,-6924,-10612,4246,-1395,-15230,3925,-19130,-34652,-34489,-41250,-64360,-100755,-70352,-30141,-8986,-,-26829,Upgrade
15,Net Income,422055,255545,493517,283130,30033,39914,-24402,74507,-218278,-102751,139964,160648,206756,152706,229446,170481,80031,38706,72935,54532,Upgrade
16,Net Income to Common,422055,255545,493517,283130,30033,39914,-24402,74507,-218278,-102751,139964,160648,206756,152706,229446,170481,80031,38706,72935,54532,Upgrade
17,Net Income Growth,1305.33%,540.25%,-,280.01%,-,-,-,-53.62%,-,-,-39.00%,-5.77%,158.34%,294.53%,214.59%,212.62%,-7.35%,-,45.37%,-16.39%,Upgrade
18,Shares Outstanding (Basic),200,200,200,200,-,31,200,200,200,200,200,200,200,200,200,200,200,200,-,-,Upgrade
19,Shares Outstanding (Diluted),200,200,200,200,-,31,200,200,200,200,200,200,200,200,200,200,200,200,-,-,Upgrade
20,Shares Change (YoY),-,552.77%,-0.02%,-0.13%,-,-84.68%,0.03%,0.11%,0.06%,0.01%,-0.05%,0.04%,-0.06%,0.18%,-,-,-,-,-,-,Upgrade
21,EPS (Basic),2111.34,1278.00,2468.00,1415.50,-,1303.00,-122.00,372.00,-1091.00,-514.00,700.00,803.00,1034.00,764.00,1147.00,852.50,400.00,194.00,-,-,Upgrade
22,EPS (Diluted),2111.34,1278.00,2468.00,1415.50,-,1303.00,-122.00,372.00,-1091.00,-514.00,700.00,803.00,1034.00,764.00,1147.00,852.50,400.00,194.00,-,-,Upgrade
23,EPS Growth,-,-1.92%,-,280.51%,-,-,-,-53.67%,-,-,-38.97%,-5.81%,158.50%,293.81%,-,-,-,-,-,-,Upgrade
24,Free Cash Flow,12132,433403,162621,162621,230803,-114749,561341,-158003,-,357831,-,118580,-160191,-,151383,151383,-112170,-,-214452,-193598,Upgrade
25,Free Cash Flow Per Share,60.69,2167.48,813.24,813.02,-,-3746.05,2806.51,-788.88,-,1790.00,-,592.72,-801.13,-,756.77,757.00,-560.63,-,-,-,Upgrade
26,Dividend Per Share,-,-,-,-,500.000,-,-,-,1200.000,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Dividend Growth,-,-,-,-,-58.33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Gross Margin,19.85%,19.88%,24.24%,18.11%,10.95%,7.94%,6.19%,13.26%,-1.18%,4.85%,13.61%,19.68%,15.51%,28.11%,25.24%,24.03%,18.59%,9.51%,16.88%,20.12%,Upgrade
29,Operating Margin,15.65%,11.42%,20.08%,13.31%,6.63%,4.08%,2.31%,8.24%,-3.78%,0.04%,11.71%,11.31%,11.12%,16.87%,19.13%,17.17%,9.63%,5.29%,16.09%,8.38%,Upgrade
30,Profit Margin,11.61%,8.43%,14.38%,8.60%,0.99%,1.19%,-0.75%,3.23%,-6.31%,-3.25%,4.92%,5.76%,6.35%,8.47%,10.10%,9.09%,3.67%,2.01%,7.16%,3.35%,Upgrade
31,Free Cash Flow Margin,0.33%,14.30%,4.74%,4.94%,7.65%,-3.43%,17.29%,-6.86%,-,11.33%,-,4.25%,-4.92%,-,6.67%,8.07%,-5.14%,-,-21.06%,-11.88%,Upgrade
32,EBITDA,874934,628558,1008362,757247,601526,340500,283827,398566,59611,254007,588396,537005,601176,438152,567752,455448,573768,-,250357,241692,Upgrade
33,EBITDA Margin,24.06%,20.74%,29.38%,23.00%,19.93%,10.18%,8.74%,17.30%,1.72%,8.05%,20.67%,19.26%,18.47%,24.29%,25.00%,24.28%,26.32%,-,24.59%,14.83%,Upgrade
