,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+18 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+18 Quarters
0,Cash & Equivalents,22292,22292,24651,24651,22148,20942,15224,15224,18395,18395,17513,17513,17000,17000,11231,11231,13384,13384,12524,12524,Upgrade
1,Short-Term Investments,10787,10787,7581,7581,6163,5827,7507,7507,12480,12480,11988,11988,7704,7704,6914,6914,8259,8259,5114,5114,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,534.55,534.55,532.59,532.59,Upgrade
3,Cash & Short-Term Investments,33079,33079,32231,32231,28311,26769,22731,22731,30875,30875,29501,29501,24704,24704,18146,18146,22178,22178,18170,18170,Upgrade
4,Cash Growth,16.84%,23.57%,41.79%,41.79%,-8.31%,-13.30%,-22.95%,-22.95%,24.98%,24.98%,62.58%,62.58%,11.39%,11.39%,-0.13%,-0.13%,-49.39%,-49.39%,-59.31%,-59.31%,Upgrade
5,Accounts Receivable,107525,107525,95695,95695,104202,98528,84818,84818,104626,104626,95958,95958,97729,97729,86787,86787,76551,76551,75136,75136,Upgrade
6,Other Receivables,6980,6980,6912,6912,7203,6810,6845,6845,9288,9288,9344,9344,9000,9000,7359,7359,6304,6304,9023,9023,Upgrade
7,Receivables,114504,114504,102607,102607,111405,105338,91663,91663,113914,113914,105302,105302,106729,106729,94146,94146,82855,82855,84159,84159,Upgrade
8,Inventory,36996,36996,31875,31875,32283,30525,26547,26547,29082,29082,29688,29688,27123,27123,24585,24585,24654,24654,22332,22332,Upgrade
9,Prepaid Expenses,7286,7286,4797,4797,6077,5746,4953,4953,5562,5562,4304,4304,4882,4882,3740,3740,4201,4201,3666,3666,Upgrade
10,Restricted Cash,-,-,-,-,155.26,146.81,-,-,49.36,49.36,12.75,12.75,0.85,0.85,-,-,340.57,340.57,24.13,24.13,Upgrade
11,Other Current Assets,5744,5744,7057,7057,7722,7302,6366,6366,7514,7514,7802,7802,7164,7164,6492,6492,4543,4543,4590,4590,Upgrade
12,Total Current Assets,197609,197609,178568,178568,185953,175826,152259,152259,186996,186996,176610,176610,170603,170603,147109,147109,138771,138771,132943,132943,Upgrade
13,"Property, Plant & Equipment",24784,24784,25043,25043,24184,22867,21698,21698,23836,23836,25038,25038,22931,22931,22642,22642,21410,21410,21830,21830,Upgrade
14,Long-Term Investments,6873,6873,6878,6878,7104,6717,6622,6622,7725,7725,7841,7841,6445,6445,6334,6334,5294,5294,5244,5244,Upgrade
15,Goodwill,21454,21454,21454,21454,21677,20497,20409,20409,23793,23793,24902,24902,21373,21373,21072,21072,19953,19953,19306,19306,Upgrade
16,Other Intangible Assets,7879,7879,6536,6536,8389,7932,6359,6359,8573,8573,7548,7548,6993,6993,5762,5762,6294,6294,4960,4960,Upgrade
17,Long-Term Deferred Tax Assets,1838,1838,1773,1773,1736,1642,1435,1435,1244,1244,1310,1310,1049,1049,969.85,969.85,893.06,893.06,856.09,856.09,Upgrade
18,Long-Term Deferred Charges,-,-,1481,1481,-,-,1206,1206,-,-,1453,1453,-,-,1178,1178,-,-,1090,1090,Upgrade
19,Other Long-Term Assets,5922,5922,5037,5037,3374,3191,5546,5546,4092,4092,3862,3862,4607,4607,3437,3437,4554,4554,3416,3416,Upgrade
20,Total Assets,266359,266359,246770,246770,252417,238671,215534,215534,256259,256259,248562,248562,234001,234001,209372,209372,197170,197170,190025,190025,Upgrade
21,Accounts Payable,58729,58729,54451,54451,55942,52896,48853,48853,54046,54046,52380,52380,50822,50822,45697,45697,40799,40799,42747,42747,Upgrade
22,Accrued Expenses,3700,3700,4231,4231,4519,4273,5360,5360,5952,5952,5187,5187,4009,4009,4049,4049,3374,3374,3631,3631,Upgrade
23,Short-Term Debt,-,-,-,-,2398,2267,10167,10167,6027,6027,12297,12297,3010,3010,11196,11196,9947,9947,15025,15025,Upgrade
24,Current Portion of Long-Term Debt,54010,54010,45760,45760,57833,54683,35941,35941,57495,57495,46962,46962,61673,61673,40127,40127,42862,42862,27866,27866,Upgrade
25,Current Portion of Leases,456.67,456.67,463.53,463.53,472.87,447.12,495.95,495.95,550.01,550.01,583.81,583.81,842.19,842.19,709.96,709.96,675.3,675.3,614.39,614.39,Upgrade
26,Current Income Taxes Payable,876.5,876.5,730.03,730.03,633.07,598.6,667.3,667.3,817.05,817.05,894.39,894.39,679.94,679.94,671.13,671.13,453.62,453.62,452.96,452.96,Upgrade
27,Current Unearned Revenue,4805,4805,4023,4023,4629,4377,3538,3538,3337,3337,3557,3557,2819,2819,2478,2478,1759,1759,1652,1652,Upgrade
28,Other Current Liabilities,21415,21415,24574,24574,21398,20233,16747,16747,18600,18600,19461,19461,16655,16655,17691,17691,15899,15899,14683,14683,Upgrade
29,Total Current Liabilities,143992,143992,134233,134233,147825,139775,121770,121770,146823,146823,141323,141323,140510,140510,122620,122620,115769,115769,106672,106672,Upgrade
30,Long-Term Debt,20858,20858,15092,15092,11527,10900,9042,9042,11571,11571,7181,7181,4622,4622,2008,2008,6648,6648,9243,9243,Upgrade
31,Long-Term Leases,843.74,843.74,844.89,844.89,886.18,837.92,770.27,770.27,943.85,943.85,931.86,931.86,897,897,1156,1156,1502,1502,1633,1633,Upgrade
32,Long-Term Unearned Revenue,-,-,788.58,788.58,-,-,775.14,775.14,-,-,890.78,890.78,-,-,651.44,651.44,-,-,601.13,601.13,Upgrade
33,Long-Term Deferred Tax Liabilities,1678,1678,1718,1718,1840,1740,1587,1587,1859,1859,1965,1965,1685,1685,1669,1669,1508,1508,1507,1507,Upgrade
34,Other Long-Term Liabilities,1132,1132,356.96,356.96,1248,1180,203.29,203.29,1021,1021,197.83,197.83,905.01,905.01,206.37,206.37,1297,1297,220.44,220.44,Upgrade
35,Total Liabilities,169241,169241,153795,153795,164124,155186,134977,134977,163264,163264,153578,153578,149731,149731,129342,129342,126724,126724,120443,120443,Upgrade
36,Common Stock,24630,24630,24630,24630,25211,23838,24630,24630,27241,27241,27241,27241,27241,27241,27241,27241,27241,27241,27241,27241,Upgrade
37,Retained Earnings,31342,31342,29705,29705,31127,29432,26731,26731,30480,30480,28397,28397,27066,27066,25382,25382,24662,24662,22785,22785,Upgrade
38,Comprehensive Income & Other,-7607,-7607,-8376,-8376,-9683,-9155,-7804,-7804,-7176,-7176,-4657,-4657,-5645,-5645,-6153,-6153,-10113,-10113,-9315,-9315,Upgrade
39,Total Common Equity,48366,48366,45960,45960,46655,44114,43557,43557,50545,50545,50981,50981,48662,48662,46470,46470,41790,41790,40711,40711,Upgrade
40,Minority Interest,48752,48752,47015,47015,41639,39371,37000,37000,42450,42450,44003,44003,35609,35609,33560,33560,28656,28656,28870,28870,Upgrade
41,Shareholders' Equity,97118,97118,92975,92975,88293,83485,80557,80557,92995,92995,94984,94984,84271,84271,80029,80029,70446,70446,69582,69582,Upgrade
42,Total Liabilities & Equity,266359,266359,246770,246770,252417,238671,215534,215534,256259,256259,248562,248562,234001,234001,209372,209372,197170,197170,190025,190025,Upgrade
43,Total Debt,76168,76168,62161,62161,73117,69135,56416,56416,76587,76587,67956,67956,71044,71044,55197,55197,61635,61635,54382,54382,Upgrade
44,Net Cash (Debt),-43089,-43089,-29930,-29930,-44806,-42366,-33685,-33685,-45712,-45712,-38455,-38455,-46340,-46340,-37051,-37051,-39457,-39457,-36211,-36211,Upgrade
45,Net Cash Per Share,-6.86,-6.86,-4.76,-4.76,-7.13,-6.74,-5.36,-5.36,-7.28,-7.28,-6.12,-6.12,-7.38,-7.38,-5.90,-5.90,-6.28,-6.28,-5.76,-5.76,Upgrade
46,Filing Date Shares Outstanding,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6285,6285,Upgrade
47,Total Common Shares Outstanding,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6283,6285,6285,Upgrade
48,Working Capital,53617,53617,44335,44335,38128,36052,30489,30489,40173,40173,35287,35287,30093,30093,24489,24489,23003,23003,26271,26271,Upgrade
49,Book Value Per Share,7.70,7.70,7.32,7.32,7.43,7.02,6.93,6.93,8.05,8.05,8.11,8.11,7.75,7.75,7.40,7.40,6.65,6.65,6.48,6.48,Upgrade
50,Tangible Book Value,19033,19033,17969,17969,16589,15686,16789,16789,18180,18180,18532,18532,20296,20296,19636,19636,15542,15542,16445,16445,Upgrade
51,Tangible Book Value Per Share,3.03,3.03,2.86,2.86,2.64,2.50,2.67,2.67,2.89,2.89,2.95,2.95,3.23,3.23,3.13,3.13,2.47,2.47,2.62,2.62,Upgrade
52,Buildings,-,-,16124,16124,-,-,13507,13507,-,-,15946,15946,-,-,14334,14334,-,-,13118,13118,Upgrade
53,Machinery,-,-,12511,12511,-,-,10556,10556,-,-,11496,11496,-,-,9920,9920,-,-,8630,8630,Upgrade
54,Construction In Progress,-,-,1339,1339,-,-,1930,1930,-,-,1193,1193,-,-,633.67,633.67,-,-,856.18,856.18,Upgrade
55,Leasehold Improvements,-,-,960.31,960.31,-,-,741.77,741.77,-,-,810.38,810.38,-,-,697.55,697.55,-,-,538.41,538.41,Upgrade
