,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,19897,19324,19251,19431,20439,20234,20174,19271,17740,15910,15644,15474,15568,15700,16334,16260,17463,15327,13342,14151,Upgrade
1,Trading Asset Securities,2500,2187,2165,1802,1260,1231,1062,1369,1186,996.1,1201,1210,1199,202,202.62,259.98,59.36,58.72,422.17,1311,Upgrade
2,Cash & Short-Term Investments,22397,21511,21416,21233,21699,21465,21237,20640,18927,16906,16845,16684,16768,15902,16536,16520,17522,15386,13764,15462,Upgrade
3,Cash Growth,3.21%,0.21%,0.84%,2.88%,14.65%,26.97%,26.07%,23.71%,12.88%,6.31%,1.86%,0.99%,-4.31%,3.35%,20.14%,6.84%,28.44%,5.58%,7.52%,46.38%,Upgrade
4,Accounts Receivable,604.52,633.85,712.7,872.59,683.31,474.9,582.48,698.22,905.52,779,605.71,796.65,540.91,682.56,489.9,858.05,701.38,700.16,501.24,794.74,Upgrade
5,Other Receivables,340.3,404.24,360.17,292.59,550.2,643.87,587.82,522.56,748.85,1110,782.58,981.72,735.71,645.37,377.29,419.85,350.18,350.99,386.35,387.48,Upgrade
6,Receivables,944.81,1038,1073,1165,1234,1119,1170,1221,1654,1889,1388,1778,1277,1328,867.19,1278,1052,1051,887.59,1182,Upgrade
7,Inventory,2397,2471,2741,2999,2775,2617,2907,3612,2932,2945,2949,3368,2807,2712,3010,3236,3062,6766,7258,3302,Upgrade
8,Other Current Assets,584.5,415.23,414.95,386.77,513.22,424.05,460.2,470.33,712.93,632.21,1077,648.03,927.73,830.23,843.08,627.86,714.41,627.32,753.73,660.66,Upgrade
9,Total Current Assets,26324,25435,25645,25785,26221,25625,25774,25943,24226,22372,22259,22478,21779,20772,21256,21662,22350,23831,22663,20606,Upgrade
10,"Property, Plant & Equipment",19821,20537,20934,21463,21153,21582,21801,22327,23706,23937,24338,24578,24384,24688,24842,21096,20756,20773,21370,23366,Upgrade
11,Long-Term Investments,5321,4327,4264,4338,4828,4710,4674,4587,4143,4528,4694,5162,5160,5160,5281,5530,5860,5665,5657,6303,Upgrade
12,Goodwill,157.05,157.05,157.05,157.05,158.97,158.97,158.97,158.97,160.89,160.89,138.91,138.91,138.91,138.91,138.91,138.91,138.91,138.91,138.91,138.91,Upgrade
13,Other Intangible Assets,3076,3179,3220,3255,3281,3312,3349,3378,3722,3759,3804,3845,3876,3915,3952,3989,3585,3623,3374,3406,Upgrade
14,Long-Term Accounts Receivable,37.05,41.13,80.19,31.54,26.64,27.45,56.12,56.76,55.05,56.64,82.68,81.9,89.27,87.7,226.07,-,276.38,276.84,303.84,299.08,Upgrade
