,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,154.98,-,136.9,-,127.08,169.55,184.34,142.59,103.94,155.29
1,Revenue Growth (YoY),13.21%,-,7.73%,-,-31.06%,18.91%,77.35%,-8.18%,-19.61%,-
2,Cost of Revenue,123.16,-,121.83,-,113.05,144.22,155.7,112.95,83.18,106.07
3,Gross Profit,31.83,-,15.07,-,14.04,25.34,28.65,29.64,20.77,49.22
4,"Selling, General & Admin",19.3,-,17.22,-,18.95,24.13,21.55,21.79,16.91,29.37
5,Other Operating Expenses,-,-,-,-,-,2.3,-2.33,-1.93,-2.57,-1.93
6,Operating Expenses,19.3,-,17.22,-,18.95,26.43,19.22,20.1,14.34,27.44
7,Operating Income,12.53,-,-2.15,-,-4.91,-1.09,9.43,9.55,6.42,21.78
8,Interest Expense,-0.54,-,-0.41,-,-0.59,-1.07,-0.14,-0.98,-0.02,-0.73
9,Interest & Investment Income,1.03,-,1.32,-,1.46,0.65,-,0.93,-,0.36
10,Currency Exchange Gain (Loss),-1.28,-,-1.21,-,-0.7,0.32,0.29,0.49,-0.53,-1.06
11,Other Non Operating Income (Expenses),3.25,-,5.1,-,3.38,5.76,-,-,-,-
12,EBT Excluding Unusual Items,15,-,2.66,-,-1.36,4.56,9.57,9.99,5.87,20.35
13,Gain (Loss) on Sale of Investments,-,-,-,-,-0.02,-0.31,0.04,0.07,0.42,-1
14,Gain (Loss) on Sale of Assets,-0.58,-,-0.04,-,-0.25,-1.54,-,-,-2.67,-0.03
15,Pretax Income,14.42,-,2.62,-,-1.64,2.72,9.61,10.06,3.63,19.33
16,Income Tax Expense,1.44,-,0.91,-,1.24,0.05,2.2,1.65,0.49,4.27
17,Earnings From Continuing Operations,12.97,-,1.71,-,-2.87,2.67,7.41,8.41,3.13,15.06
18,Earnings From Discontinued Operations,-,-,-24.35,-,-,-,-,-,-,-
19,Net Income to Company,12.97,-,-22.64,-,-2.87,2.67,7.41,8.41,3.13,15.06
20,Minority Interest in Earnings,-4.02,-,8.64,-,-1.01,-2.03,-0.8,0.2,-,-
21,Net Income,8.96,-,-14,-,-3.89,0.64,6.6,8.6,3.13,15.06
22,Net Income to Common,8.96,-,-14,-,-3.89,0.64,6.6,8.6,3.13,15.06
23,Net Income Growth,-,-,-,-,-,-92.57%,110.79%,-42.85%,-75.25%,-
24,Shares Outstanding (Basic),250,-,250,-,250,250,250,250,250,213
25,Shares Outstanding (Diluted),250,-,250,-,250,250,250,250,250,213
26,Shares Change (YoY),-,-,-,-,-,-,-,17.26%,35.48%,-
27,EPS (Basic),0.04,-,-0.06,-,-0.02,0.00,0.03,0.03,0.01,0.07
28,EPS (Diluted),0.04,-,-0.06,-,-0.02,0.00,0.03,0.03,0.01,0.07
29,EPS Growth,-,-,-,-,-,-92.57%,110.79%,-51.26%,-81.73%,-
30,Free Cash Flow,2.32,-,-30.01,-,46.19,-9.85,-36.49,-15.92,-3.72,17.48
31,Free Cash Flow Per Share,0.01,-,-0.12,-,0.18,-0.04,-0.15,-0.06,-0.01,0.08
32,Operating Margin,8.08%,-,-1.57%,-,-3.87%,-0.64%,5.11%,6.70%,6.18%,14.03%
33,Profit Margin,5.78%,-,-10.23%,-,-3.06%,0.38%,3.58%,6.03%,3.01%,9.69%
34,Free Cash Flow Margin,1.50%,-,-21.92%,-,36.35%,-5.81%,-19.80%,-11.16%,-3.58%,11.25%
35,EBITDA,33.4,-,14.71,-,13.93,10.15,27.46,18.68,18.35,30.2
36,D&A For EBITDA,20.87,11.59,16.86,14.5,18.84,11.24,18.04,9.13,11.93,8.42
37,EBIT,12.53,-,-2.15,-,-4.91,-1.09,9.43,9.55,6.42,21.78
