,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,947327,950344,874920,865869,896038,890004,971462,953361,953361,1025768,1122311,1146446,1360651,1436075,1647262,1046887,1107226,1206786,1164548,784411,718037,Upgrade
1,Market Cap Growth,6.78%,6.78%,-9.94%,-9.18%,-6.01%,-13.24%,-13.44%,-16.84%,-29.93%,-28.57%,-31.87%,9.51%,22.89%,19.00%,41.45%,33.46%,54.20%,34.23%,34.49%,-12.75%,-24.20%,Upgrade
2,Enterprise Value,954240,928595,1072766,924732,798995,665070,795653,701677,666358,909004,1130541,1114490,1185481,1307962,1560577,971344,1014422,1111912,1139442,718576,617088,Upgrade
3,Last Close Price,15700.00,15750.00,14500.00,14350.00,13795.56,13702.66,14956.80,14406.29,14406.29,15500.44,15828.68,16169.08,18001.38,18999.24,21793.25,13850.29,14474.19,15775.68,14411.61,9707.30,7864.54,Upgrade
4,PE Ratio,10.75,8.75,9.67,11.02,12.27,11.94,11.37,9.76,9.67,10.19,11.59,14.90,14.07,14.45,15.24,7.93,9.17,11.64,10.75,6.89,6.32,Upgrade
5,PS Ratio,0.27,0.22,0.21,0.23,0.25,0.25,0.28,0.26,0.24,0.26,0.28,0.30,0.39,0.43,0.52,0.34,0.38,0.43,0.41,0.27,0.23,Upgrade
6,PB Ratio,1.09,1.08,1.01,1.04,1.00,1.02,1.15,1.15,1.14,1.27,1.33,1.40,1.52,1.65,1.96,1.26,1.37,1.54,1.42,1.00,0.82,Upgrade
7,P/TBV Ratio,1.19,1.19,1.12,1.15,1.10,1.13,1.27,1.27,1.25,1.40,1.45,1.54,1.66,1.82,2.17,1.39,1.51,1.73,1.54,1.09,0.88,Upgrade
8,P/FCF Ratio,2.98,-,2.86,4.00,15.06,-,8.68,-,-,6.49,-,-,10.77,28.70,18.30,9.11,-,7.88,7.46,4.25,-,Upgrade
9,P/OCF Ratio,2.77,-,2.60,3.78,9.43,-,6.27,-,-,5.02,-,-,8.57,17.51,13.64,6.99,-,6.25,6.17,3.61,-,Upgrade
10,EV/Sales Ratio,0.22,0.22,0.26,0.24,0.22,0.19,0.23,0.19,0.17,0.23,0.28,0.29,0.34,0.39,0.49,0.31,0.35,0.39,0.40,0.25,0.20,Upgrade
11,EV/EBITDA Ratio,6.61,6.43,7.17,6.28,5.42,4.22,4.61,3.75,3.55,4.97,6.37,7.67,6.96,7.25,8.57,4.37,4.78,5.73,5.62,3.40,2.87,Upgrade
12,EV/EBIT Ratio,8.90,8.66,9.69,8.47,7.48,5.74,6.18,4.96,4.71,6.71,8.89,11.55,9.88,10.10,11.93,5.80,6.46,8.09,7.80,4.67,3.94,Upgrade
13,EV/FCF Ratio,3.00,-,3.50,4.27,13.43,-,7.11,-,-,5.75,-,-,9.39,26.14,17.34,8.45,-,7.26,7.30,3.89,-,Upgrade
14,Debt / Equity Ratio,1.32,1.32,1.12,1.46,1.42,1.34,1.20,1.51,1.25,1.25,1.61,1.59,1.36,1.18,1.02,1.17,1.14,0.88,0.67,0.72,0.87,Upgrade
