,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1777,898.75,1662,3823,2100,1276,1845,3394,2205,2998,1859,3351,3392,2044,1567,3675,1747,1612,1365,2406,Upgrade
1,Other Revenue,-53.38,53.38,-,150.23,-79.87,79.87,-,145.78,-65.39,65.39,-,151.74,-73.19,73.19,-,133.38,-19.07,19.07,-,73.04,Upgrade
2,Revenue,1724,952.13,1662,3974,2020,1356,1845,3539,2139,3063,1859,3502,3318,2117,1567,3808,1727,1631,1365,2479,Upgrade
3,Revenue Growth (YoY),-14.67%,-29.77%,-9.95%,12.27%,-5.56%,-55.74%,-0.77%,1.06%,-35.54%,44.68%,18.65%,-8.03%,92.10%,29.77%,14.76%,53.64%,9.94%,12.25%,-12.44%,16.26%,Upgrade
4,Cost of Revenue,1164,673.97,1244,3344,1414,928.61,1350,2846,1626,2580,1411,2722,2818,1645,1187,2995,1325,1222,1054,1842,Upgrade
5,Gross Profit,560.35,278.16,417.02,629.54,605.98,427.21,494.7,693.16,513.2,482.56,448.36,780.08,500.9,471.73,379.59,813.28,402.38,409.29,311.47,636.47,Upgrade
6,"Selling, General & Admin",379.13,409.95,368.42,-67.95,375.77,378.44,384.01,-126.56,363.14,397.06,333.36,-54.66,372.39,375.11,298.36,199.26,288.89,332.96,250.36,232.22,Upgrade
7,Research & Development,24.61,50.13,29.51,376.87,63.98,26.07,48.7,456.54,32.03,45.13,48.24,431.59,35.79,44.39,51.22,272.9,33.05,40.85,24.06,83.16,Upgrade
8,Other Operating Expenses,-4.2,1.56,-6.22,9.84,-2.43,-5.37,-4.44,45.29,-15.11,-13.47,-10.32,21.6,-8.18,-12.4,-18.44,33.89,-2.89,-11.05,-7.88,29.54,Upgrade
9,Operating Expenses,436.58,455.72,383.66,385.91,473.01,396.29,438.6,415.43,375.8,455.85,393.75,512.73,402.73,425.71,345.32,528.37,338.46,399.11,270.97,366.84,Upgrade
10,Operating Income,123.78,-177.56,33.36,243.63,132.97,30.91,56.1,277.73,137.4,26.71,54.61,267.35,98.17,46.02,34.27,284.9,63.92,10.18,40.5,269.62,Upgrade
11,Interest Expense,-17.22,-13.5,-8.27,-11.64,-11.45,-9.71,-14.67,-22.45,-26.43,-23.82,-29.89,-26.44,-36.15,-35.09,-20.46,-26.95,-19.47,-10.33,-16.52,-,Upgrade
12,Interest & Investment Income,1.59,1.46,2.06,5.07,1.67,5.72,7.14,7.86,2.75,4.7,5.99,4.89,6.39,3.63,6.93,4.72,5.64,7.84,3.59,11.4,Upgrade
13,Earnings From Equity Investments,3.97,-3.31,-0.66,0.48,22.75,-12.7,-10.05,-4.96,-10.94,5.37,0.38,12.24,-7.81,-1.98,0.55,11.78,-5.04,-5.25,-1.49,-,Upgrade
14,Currency Exchange Gain (Loss),-,-,-,-0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Non Operating Income (Expenses),1.37,-5.2,1.37,4.97,-10.06,7.34,-0.98,-11.82,3.97,-8.47,-1.12,-8.44,-1,-2.96,-0.83,-2.91,-1.45,-1.55,-1.6,-15.94,Upgrade
16,EBT Excluding Unusual Items,113.47,-198.12,27.86,241.83,135.88,21.56,37.53,246.35,106.76,4.49,29.98,249.59,59.59,9.62,20.47,271.55,43.59,0.89,24.48,265.09,Upgrade
17,Gain (Loss) on Sale of Investments,-7.11,-,-,-,-32.76,-,-,-,-,-,-,-,-,-,-,-4.35,0.15,-0.03,-0.11,0.3,Upgrade
18,Gain (Loss) on Sale of Assets,-0.17,1.68,-0.01,0.11,-,-,-0.02,2.25,-,0.02,-0.03,0.04,-0.02,0.06,-0.01,-0.46,-,-0,-0.39,-0.36,Upgrade
19,Asset Writedown,29.47,1.72,-1.8,12.31,-12.31,-8.76,8.69,26.54,-26.58,3.63,-4.2,-11.22,10.93,-9.52,9.52,0,0.01,-0.01,-,-0.03,Upgrade
20,Other Unusual Items,-6.02,5.87,0.16,16.49,-0.03,-0.02,0.05,46.33,-2.51,2.51,-,80.56,-0.56,0.56,-,58.28,0.06,-0.06,-,59.92,Upgrade
21,Pretax Income,129.64,-188.85,26.21,270.74,90.78,12.78,46.25,321.48,77.67,10.64,25.75,318.97,69.95,0.72,29.98,325.02,43.81,0.78,23.98,324.92,Upgrade
22,Income Tax Expense,-3.16,-13.49,9.77,-7.27,9.48,-10.03,18.21,39.04,0.82,-10.14,4.93,20.02,5.84,-10.52,10.39,30.4,-12.7,-7.39,10.76,53.68,Upgrade
