,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,31827,32376,12834,34473,23927,25188,23480,22643,25019,31473,23084,35219,30339,34127,22939,35497,31122,26996,13719,23572,Upgrade
1,Other Revenue,-352.79,352.79,-,887.03,-467.68,467.68,-,603.47,-475.71,475.71,-,1010,-647.68,647.68,-,671.03,-213.16,213.16,-,893.45,Upgrade
2,Revenue,31474,32729,12834,35360,23459,25656,23480,23246,24543,31949,23084,36229,29692,34774,22939,36168,30908,27210,13719,24465,Upgrade
3,Revenue Growth (YoY),34.17%,27.57%,-45.34%,52.11%,-4.42%,-19.70%,1.72%,-35.84%,-17.34%,-8.13%,0.63%,0.17%,-3.94%,27.80%,67.21%,47.83%,35.84%,-4.86%,-14.32%,-9.56%,Upgrade
4,Cost of Revenue,28019,28967,12327,32949,21037,22392,21314,21088,20399,26966,19709,31272,25203,28568,19413,31371,24922,20714,10810,18519,Upgrade
5,Gross Profit,3455,3762,506.79,2411,2422,3264,2166,2159,4143,4983,3375,4957,4489,6207,3526,4797,5986,6495,2909,5947,Upgrade
6,"Selling, General & Admin",1921,2393,2101,2787,1768,2344,2064,2793,2180,2204,2151,3338,1993,1958,2213,2206,2768,1600,2105,2984,Upgrade
7,Research & Development,254.21,168.2,133.09,54.19,214.98,156.66,104.34,-13.07,226.8,119.53,76.89,-7.93,175.08,100.84,78.75,33.23,97.4,82.1,56.42,32.51,Upgrade
8,Other Operating Expenses,-80.04,482.48,10.78,596.61,82.67,-87.76,217.95,242.46,115.94,121.36,448.49,577.25,124.55,213.2,223.43,558.12,75.57,282.56,229.28,991.18,Upgrade
9,Operating Expenses,1436,3127,2209,3544,2001,2504,2417,3120,2555,2566,2668,3918,2407,2291,2521,2739,2967,2143,2392,4225,Upgrade
10,Operating Income,2020,634.26,-1702,-1133,420.89,760.18,-250.95,-961.11,1588,2418,706.95,1039,2082,3916,1005,2058,3019,4352,516.89,1721,Upgrade
11,Interest Expense,-971.04,-928.18,-812.65,-237.26,-1101,-567.27,-764.98,-710.61,-563.61,-889.7,-629.16,-548.31,-598.11,-,-1700,-580.73,-817.48,-,-1774,-1297,Upgrade
12,Interest & Investment Income,344.18,-,358.43,27.7,364.56,168.96,102.9,-,246.51,197.56,92.18,488.93,131.45,623.64,152.66,228.57,269.11,327.62,154.74,-,Upgrade
13,Currency Exchange Gain (Loss),-9.04,9.04,-,-48.56,37.4,-37.4,-,-37.8,16.82,-16.82,-,-24.3,1.65,-1.65,-,0.87,57.04,-57.04,-,0.09,Upgrade
14,Other Non Operating Income (Expenses),195.33,-49.97,14.46,-29.68,-82.58,66.89,-8.62,-1377,-105.66,1072,-2.2,-843.72,623.39,-1076,938.48,-25.55,98.48,-1083,906.48,64.83,Upgrade
15,EBT Excluding Unusual Items,1579,-334.85,-2142,-1420,-360.78,391.35,-921.65,-3086,1182,2780,167.77,111.61,2240,3462,395.9,1681,2626,3540,-196.17,489.16,Upgrade
16,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,457.74,-457.74,-,-,Upgrade
17,Impairment of Goodwill,17,-17,-,-,-,-,-,-,-,-,-,-26.6,26.6,-26.6,-,-130,-,-,-,-150,Upgrade
18,Gain (Loss) on Sale of Investments,14.64,186.11,23.95,823.14,6.9,318.62,13.1,262.28,11.93,313.33,-4.48,432.46,18.53,339.35,-98.58,204.23,3.94,232.35,19.87,276.23,Upgrade
19,Gain (Loss) on Sale of Assets,13.48,955.24,45.78,466.12,48.55,429.41,172.53,1204,-34.51,-71.3,151.37,231.58,-248.98,-42,336.71,-102.25,61.22,-25.88,2.09,-106.93,Upgrade
20,Asset Writedown,-328.71,-4.05,2.13,-136.14,9.82,-14.32,10.44,-78.51,-45.22,-2.45,1.99,-57.04,-18.31,-15.55,0.89,-126.02,-5.84,4.9,-5.54,-136.07,Upgrade
21,Other Unusual Items,-213.94,131.23,82.71,463.66,-26.2,26.2,-,572.51,-37.97,37.97,-,818.23,-62.58,62.58,-,10.44,-251.74,251.74,-,392.05,Upgrade
22,Pretax Income,1082,916.68,-1987,196.42,-321.71,1151,-725.58,-1126,1076,3058,316.65,1510,1956,3780,634.91,1538,2891,3545,-179.74,764.44,Upgrade
23,Income Tax Expense,197.63,585.83,93.26,1065,111.82,293.45,117.58,228.34,401.82,802.16,152.82,868.09,604.49,972.5,222.71,807.19,653.69,1142,35.96,900.28,Upgrade
24,Earnings From Continuing Operations,883.92,330.85,-2080,-868.53,-433.54,857.81,-843.15,-1354,674.6,2256,163.83,642.15,1351,2807,412.2,730.67,2238,2403,-215.7,-135.84,Upgrade
25,Minority Interest in Earnings,-513.8,171.06,771.81,883.18,34.09,-116.1,511.5,237.57,-180.84,-695.8,111.85,-425.44,-546.6,-1116,-191.25,-603.08,-1045,-1016,352.44,113.19,Upgrade
26,Net Income,370.13,501.91,-1309,14.65,-399.45,741.71,-331.65,-1117,493.76,1560,275.67,216.71,804.46,1691,220.95,127.59,1193,1387,136.74,-22.64,Upgrade
