,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4488,3545,3377,3604,4020,4174,3808,4203,3428,3326,3662,3801,3713,3399,4006,3289,4101,4805,5907,6554,7013,Upgrade
1,Market Cap Growth,-15.06%,-15.06%,-11.32%,-14.26%,17.27%,25.49%,3.99%,10.58%,-7.68%,-2.15%,-8.58%,15.56%,-9.45%,-29.25%,-32.19%,-49.81%,-41.52%,-8.52%,11.37%,21.54%,74.91%,Upgrade
2,Enterprise Value,4590,3661,3529,3844,4261,4374,4052,4537,3763,3602,3907,3973,3885,3591,4200,2925,3737,4123,5048,5689,6148,Upgrade
3,Last Close Price,6.14,4.85,4.62,4.91,5.48,5.69,5.19,5.73,4.67,4.53,4.99,5.18,5.06,4.63,5.46,4.48,5.59,6.53,7.97,8.83,9.45,Upgrade
4,PE Ratio,74.33,58.03,-,28.98,-,-,42.55,-,-114.19,-,-,-,-56.16,-,-,-,-,-,-,-,9.44,Upgrade
5,Forward PE,-,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,Upgrade
6,PS Ratio,7.54,5.89,5.51,5.96,6.69,7.52,6.97,8.34,7.13,6.36,7.29,7.69,7.54,7.84,9.23,6.97,8.65,9.59,11.18,10.90,11.15,Upgrade
7,PB Ratio,2.91,2.27,2.20,2.28,2.69,2.82,2.53,2.93,2.38,2.43,2.62,2.68,2.56,2.43,2.86,2.30,2.72,2.90,3.34,3.50,3.51,Upgrade
8,P/TBV Ratio,4.17,4.17,4.08,4.15,5.13,5.52,4.93,6.01,4.89,5.39,5.69,5.83,5.42,5.50,6.55,5.15,6.05,3.07,3.53,3.69,3.70,Upgrade
