,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,"Property, Plant & Equipment",9811,14016,14213.0,14324,13595.0,13048,13537.0,14626,14669.0,14958,Upgrade
1,Cash & Equivalents,1742,836.8,592.23,935.97,2039.0,1933,2480.0,676.03,1619.0,395.13,Upgrade
2,Accounts Receivable,29.39,40.59,33.6,41.11,49.94,105.97,137.18,196.52,48.87,68.32,Upgrade
3,Other Receivables,122.83,121.28,148.3,146.03,139.45,168.03,162.21,446.57,186.56,227.21,Upgrade
4,Investment In Debt and Equity Securities,192.84,218.85,256.04,597.45,723.18,980.13,2049.0,13010,16036.0,19662,Upgrade
5,Other Current Assets,1141,312.64,441.61,152.75,178.65,386.14,343.25,657.73,496.19,2926,Upgrade
6,Trading Asset Securities,365.64,272.1,339.32,382.13,562.29,665.79,600.08,2529,1921.0,1596,Upgrade
7,Deferred Long-Term Tax Assets,-,0.18,0.88,0.98,0.83,3.39,3.92,15.2,11.27,2.61,Upgrade
8,Other Long-Term Assets,2296,2375,2521.0,2089,2146.0,2310,2285.0,2483,2481.0,2483,Upgrade
9,Total Assets,15701,18193,18545.0,18669,19435.0,19601,21597.0,34640,37469.0,42319,Upgrade
10,Current Portion of Long-Term Debt,1656,1592,1304.0,612.4,1212.0,2072,2199.0,4349,3463.0,2303,Upgrade
11,Current Portion of Leases,36.89,43.79,43.28,40.23,35.33,31.03,50.67,62.27,67.3,65.02,Upgrade
12,Long-Term Debt,1273,1688,1660.0,1956,2206.0,1422,1813.0,1061,1951.0,2940,Upgrade
13,Long-Term Leases,1.8,16.78,38.68,55.79,53.24,4.78,9.04,28.67,57.89,90.94,Upgrade
14,Accounts Payable,0.63,0.65,2.52,4.64,2.14,13.79,3.78,0.81,4.14,2.98,Upgrade
15,Current Income Taxes Payable,15.64,5.83,6.57,5.04,4.02,7.68,3.59,15.32,36.11,129.52,Upgrade
16,Other Current Liabilities,572.42,264.63,271.59,273.09,337.46,333.29,382.94,357.51,360.83,361.66,Upgrade
17,Long-Term Deferred Tax Liabilities,29.01,59.92,60.19,82.51,63.05,55.31,58.24,57.09,56.39,64.25,Upgrade
18,Other Long-Term Liabilities,25.72,27.47,35.59,66.93,49.5,337.64,1234.0,1108,842.52,775.99,Upgrade
19,Total Liabilities,3611,4473,4310.0,4377,5432.0,5653,7198.0,9839,8689.0,9615,Upgrade
20,Common Stock,190.76,190.76,190.76,190.76,190.76,190.76,190.76,190.76,190.76,190.76,Upgrade
21,Retained Earnings,9426,11113,11535.0,13670,13523.0,13234,13258.0,25916,25976.0,26158,Upgrade
22,Comprehensive Income & Other,2450,2393,2486.0,408.69,265.82,500.05,926.79,-1328,2592.0,6333,Upgrade
23,Total Common Equity,12067,13697,14212.0,14269,13980.0,13924,14376.0,24778,28759.0,32682,Upgrade
24,Minority Interest,24.01,23.83,23.6,23.38,23.31,23.25,23.22,23.28,21.47,21.49,Upgrade
25,Shareholders' Equity,12091,13720,14235.0,14292,14003.0,13948,14399.0,24802,28780.0,32704,Upgrade
26,Total Liabilities & Equity,15701,18193,18545.0,18669,19435.0,19601,21597.0,34640,37469.0,42319,Upgrade
27,Total Debt,2967,4115,3934.0,3945,4976.0,4906,5515.0,8301,7389.0,8281,Upgrade
28,Net Cash / Debt,-859.19,-3006,-3002.0,-2627,-2374.0,-2307,-2435.0,-5096,-3849.0,-6290,Upgrade
29,Net Cash Per Share,-0.45,-1.58,-1.57,-1.38,-1.24,-1.21,-1.28,-2.67,-2.02,-3.30,Upgrade
30,Filing Date Shares Outstanding,1908,1908,1908.0,1908,1908.0,1908,1908.0,1908,1908.0,1908,Upgrade
31,Total Common Shares Outstanding,1908,1908,1908.0,1908,1908.0,1908,1908.0,1908,1908.0,1908,Upgrade
32,Book Value Per Share,6.33,7.18,7.45,7.48,7.33,7.30,7.54,12.99,15.08,17.13,Upgrade
33,Tangible Book Value,12067,13697,14212.0,14269,13980.0,13924,14376.0,24778,28759.0,32682,Upgrade
34,Tangible Book Value Per Share,6.33,7.18,7.45,7.48,7.33,7.30,7.54,12.99,15.08,17.13,Upgrade
35,Land,-,-,60.02,-,58.54,-,64.86,-,27.66,-,Upgrade
36,Buildings,-,-,10.67,-,10.41,-,11.53,-,4.82,-,Upgrade
