,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Rental Revenue,-195.13,195.13,-270.64,270.64,-1181,1181,-726.17,726.17,-,-,Upgrade
1,Other Revenue,236.9,-11.26,646.32,38.79,391.96,43.39,683.09,25.06,203.76,230,Upgrade
2,Total Revenue,41.77,183.87,466.44,309.43,255.55,1225,441.92,751.23,1058,1945,Upgrade
3,Revenue Growth (YoY,-91.05%,-40.58%,82.52%,-74.74%,-42.17%,63.04%,-58.22%,-61.38%,-8.38%,432.82%,Upgrade
4,Property Expenses,25.98,30.61,25.51,23.74,38.47,19.8,245.82,36.64,57.13,27.64,Upgrade
5,"Selling, General & Administrative",183.39,164.82,162.35,171.52,180.66,177.39,175.1,169.39,152.07,168.53,Upgrade
6,Total Operating Expenses,209.36,195.43,187.87,195.26,219.12,197.19,420.92,206.04,209.2,196.17,Upgrade
7,Operating Income,-167.6,-11.56,278.57,114.16,36.43,1028,21,545.19,848.62,1749,Upgrade
8,Interest Expense,-118.69,-108.49,-113.68,-108.16,-83.58,-42.9,-42.98,-47.83,-54.61,-133.73,Upgrade
9,Interest & Investment Income,20.71,-,-,-,-,-,-,-,-,-,Upgrade
10,Currency Exchange Gain (Loss),-0.01,0.01,1.07,0.71,6.05,-5.12,10.39,0.97,-28.89,8.66,Upgrade
11,Other Non-Operating Income,-76.04,5.1,22.27,5.88,-1.18,-0.57,22.31,15.83,6.7,253.8,Upgrade
12,EBT Excluding Unusual Items,-341.62,-114.93,188.24,12.58,-42.29,979.04,10.72,514.16,771.83,1878,Upgrade
13,Gain (Loss) on Sale of Investments,29.83,-29.83,-34.28,-31.18,-87.05,-204.08,-2211,-418.35,169.61,-597.44,Upgrade
14,Gain (Loss) on Sale of Assets,61.38,2.98,-0.04,-0.01,-0.01,0.36,-0.01,0.26,5.82,0.48,Upgrade
15,Asset Writedown,-1458,-273.56,-221.55,190.54,424.08,104.4,-1254,-122.71,-1123,-425.97,Upgrade
16,Other Unusual Items,-,-,-,-,3.56,1.14,-,-,13.74,-,Upgrade
17,Pretax Income,-1709,-415.34,-67.63,171.93,298.29,880.86,-3454,-26.64,-162.28,854.83,Upgrade
18,Income Tax Expense,-22.75,6.71,1.92,25.24,16.54,10.29,24.36,8.83,1.44,68.84,Upgrade
19,Earnings From Continuing Operations,-1686,-422.04,-69.55,146.69,281.75,870.57,-3478,-35.47,-163.72,785.98,Upgrade
20,Minority Interest in Earnings,-0.18,-0.23,-0.22,-0.09,-0.06,-0.03,0.06,-1.81,0.02,-0.05,Upgrade
21,Net Income,-1686,-422.28,-69.77,146.6,281.7,870.54,-3478,-37.28,-163.7,785.93,Upgrade
22,Net Income to Common,-1686,-422.28,-69.77,146.6,281.7,870.54,-3478,-37.28,-163.7,785.93,Upgrade
23,Net Income Growth,-,-,-,-83.16%,-,-,-,-,-,-6.98%,Upgrade
24,Basic Shares Outstanding,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,Upgrade
25,Diluted Shares Outstanding,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,Upgrade
26,EPS (Basic),-0.88,-0.22,-0.04,0.08,0.15,0.46,-1.82,-0.02,-0.09,0.41,Upgrade
27,EPS (Diluted),-0.88,-0.22,-0.04,0.08,0.15,0.46,-1.82,-0.02,-0.09,0.41,Upgrade
28,EPS Growth,-,-,-,-83.16%,-,-,-,-,-,-6.98%,Upgrade
29,Dividend Per Share,-,-,-,-,-,-,-,-,0.010,0.010,Upgrade
30,Operating Margin,-401.26%,-6.28%,59.72%,36.89%,14.26%,83.90%,4.75%,72.57%,80.22%,89.91%,Upgrade
31,Profit Margin,-4036.81%,-229.66%,-14.96%,47.38%,110.23%,71.07%,-787.03%,-4.96%,-15.48%,40.40%,Upgrade
32,Free Cash Flow Margin,-,30.55%,9.84%,65.85%,14.34%,-14.43%,476.49%,-93.08%,180.91%,304.63%,Upgrade
33,EBITDA,-142.57,22.21,311.53,139.99,62.8,1064,52.33,570.22,864.34,1759,Upgrade
34,D&A For Ebitda,25.02,33.77,32.96,25.83,26.37,36.62,31.33,25.02,15.72,9.9,Upgrade
35,EBIT,-167.6,-11.56,278.57,114.16,36.43,1028,21,545.19,848.62,1749,Upgrade
36,Revenue as Reported,-,-,-,-,-,-,-,-,-,1965,Upgrade
