,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,57.9,60.74,81.57,84.69,98.95,119.87,165.05,160.88,118.77,156.79
1,Short-Term Investments,-,-,-,-,-,-,-,-,7.8,7.8
2,Cash & Short-Term Investments,57.9,60.74,81.57,84.69,98.95,119.87,165.05,160.88,126.57,164.59
3,Cash Growth,-29.02%,-28.28%,-17.56%,-29.34%,-40.05%,-25.49%,30.40%,-2.25%,-24.06%,-11.10%
4,Accounts Receivable,31.57,13.4,20.33,18.32,36.98,41.5,51.39,28.49,29.19,32.77
5,Other Receivables,18.57,20.32,30.03,20.03,27.25,27.88,26.91,29.77,25.97,36.09
6,Receivables,50.14,33.72,50.35,38.35,64.23,69.38,78.29,58.26,55.15,68.86
7,Inventory,78.09,85.3,82.63,97.3,145.35,160.64,161.68,145.21,179.79,202.06
8,Other Current Assets,10.84,10.86,-,10.52,-,6.24,5,5.16,4.24,5.03
9,Total Current Assets,196.97,190.61,214.56,230.87,308.53,356.13,410.02,369.51,365.76,440.53
10,"Property, Plant & Equipment",104.78,112.79,119.58,126.58,125.87,131.77,136.91,137.57,135.02,142.61
11,Long-Term Investments,22.01,22.15,22.57,21.53,9.35,4.48,4.37,4.31,4.34,4.34
12,Goodwill,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
13,Other Intangible Assets,2.79,2.97,3.15,3.34,3.52,3.7,3.89,4.13,4.37,4.63
14,Long-Term Deferred Tax Assets,13.48,13.48,12.1,9.89,9.88,6.54,2.2,1.96,0.1,0.09
15,Other Long-Term Assets,-,-,0.95,1.03,0.25,0.21,-,-,-,-
16,Total Assets,341.21,343.18,374.1,394.42,458.59,504.01,558.58,518.67,510.77,593.38
17,Accounts Payable,30.04,12.02,21.38,13.53,40.32,55.61,71.35,41.8,22.96,62.18
18,Accrued Expenses,-,4.09,-,3.7,3.9,0.09,4.83,5.75,3.77,6.39
19,Short-Term Debt,28.66,29,27.5,31.36,48.64,47.98,64.01,66.55,71.9,64.98
20,Current Portion of Leases,0.79,3.43,5.34,5.6,1.98,4.42,6.44,4.46,4.69,7.63
21,Current Income Taxes Payable,1.71,1.62,3.43,4.31,5.86,6.52,8.94,7.16,1.9,8.42
22,Current Unearned Revenue,2.11,0.89,1.5,2.43,0.95,1.85,0.1,0.56,1.25,1.97
23,Other Current Liabilities,10.82,7.54,12.33,7.48,9.7,13.71,21.34,6.89,6.75,12.15
24,Total Current Liabilities,74.13,58.58,71.48,68.42,111.36,130.18,177.01,133.17,113.21,163.72
25,Long-Term Leases,-,-,0.79,3.43,0.5,0.54,1.75,3.23,0.47,1.08
26,Long-Term Deferred Tax Liabilities,7.6,7.71,6.57,7.93,8.04,8.16,6.82,6.93,7.01,7.08
27,Other Long-Term Liabilities,0.96,1.22,1.25,1.17,-,1.7,-,-,-,-
28,Total Liabilities,82.68,67.51,80.08,80.95,119.9,140.58,185.58,143.33,120.68,171.88
29,Common Stock,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
30,Additional Paid-In Capital,141.99,141.99,141.99,141.99,141.99,141.99,159.91,159.91,159.91,159.91
31,Retained Earnings,99.26,116.4,134.75,154.2,179.42,204.17,195.82,198.15,212.91,244.31
32,Comprehensive Income & Other,10.88,10.88,10.88,10.88,10.88,10.88,10.88,10.88,10.88,10.88
33,Shareholders' Equity,258.53,275.67,294.01,313.47,338.69,363.43,373.01,375.34,390.09,421.49
34,Total Liabilities & Equity,341.21,343.18,374.1,394.42,458.59,504.01,558.58,518.67,510.77,593.38
35,Total Debt,29.45,32.43,33.63,40.39,51.13,52.94,72.19,74.24,77.05,73.7
36,Net Cash (Debt),28.45,28.31,47.94,44.31,47.82,66.93,92.86,86.64,49.52,90.89
37,Net Cash Growth,-40.66%,-36.11%,0.25%,-33.80%,-48.50%,-22.75%,87.52%,-4.68%,-18.08%,27.43%
38,Net Cash Per Share,0.04,0.04,0.07,0.07,0.07,0.10,0.15,0.14,0.08,0.14
39,Filing Date Shares Outstanding,640,640,640,640,640,640,640,640,640,640
40,Total Common Shares Outstanding,640,640,640,640,640,640,640,640,640,640
41,Working Capital,122.85,132.03,143.08,162.45,197.18,225.95,233.01,236.34,252.55,276.81
42,Book Value Per Share,0.40,0.43,0.46,0.49,0.53,0.57,0.58,0.59,0.61,0.66
43,Tangible Book Value,254.56,271.52,289.68,308.95,333.98,358.55,367.94,370.02,384.54,415.68
44,Tangible Book Value Per Share,0.40,0.42,0.45,0.48,0.52,0.56,0.57,0.58,0.60,0.65
45,Machinery,-,108.79,-,113.35,-,113.27,-,104.29,-,102.48
46,Construction In Progress,-,42.98,-,42.24,-,42.21,-,40.01,-,36.81
