,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,110.14,70.33,92.55,102.33,142.84,188.07,174.93,142.45,112.99,234.3
1,Revenue Growth (YoY),19.00%,-31.27%,-35.21%,-45.59%,-18.34%,32.02%,54.82%,-39.20%,-58.45%,-9.03%
2,Cost of Revenue,93.9,61,80.19,95.67,130.62,158.11,139.53,127.64,104.01,200.03
3,Gross Profit,16.23,9.34,12.36,6.67,12.22,29.96,35.4,14.82,8.99,34.26
4,"Selling, General & Admin",28.72,28.28,31.02,33.05,32.49,41.97,33.64,40.14,37.21,52.03
5,Research & Development,4.45,3.83,4.24,4.03,5.23,5.7,4.89,-,-,-
6,Other Operating Expenses,-,-0.65,-,-1.09,-,-,-,-,-,-
7,Operating Expenses,33.18,31.42,35.26,35.51,37.67,47.82,38.47,40.17,37.27,51.61
8,Operating Income,-16.94,-22.08,-22.91,-28.84,-25.45,-17.87,-3.07,-25.35,-28.28,-17.35
9,Interest Expense,-1.03,-0.91,-1.08,-0.85,-0.53,-0.64,-0.75,-0.9,-1.38,-1.85
10,Interest & Investment Income,0.95,1.26,1.18,0.52,0.1,0.13,0.18,0.33,1.05,1.09
11,Earnings From Equity Investments,-0.04,-0.02,-0.01,-0.46,-1.41,0.1,0.06,-0.03,-,0.24
12,Currency Exchange Gain (Loss),-,-0.22,-,-2.25,-,2.22,-,2.1,-,2.62
13,Other Non Operating Income (Expenses),0.06,2.12,-1.12,2.53,-1.43,3.99,3.64,4.58,2.54,1.93
14,EBT Excluding Unusual Items,-16.99,-19.86,-23.93,-29.36,-28.72,-12.06,0.06,-19.27,-26.07,-13.31
15,Gain (Loss) on Sale of Investments,-0.1,-1.05,1.05,-,-,-,-,-,-,-
16,Gain (Loss) on Sale of Assets,-,0.09,-,1.29,-,-0.02,-,0.2,-,1.27
17,Other Unusual Items,-,0.43,-,1.1,0.62,-,-,2.07,0.41,-
18,Pretax Income,-17.1,-20.39,-22.88,-26.97,-28.1,-12.07,0.06,-17,-25.65,-12.04
19,Income Tax Expense,0.05,-2.05,-3.42,-1.76,-3.35,-2.5,2.4,-2.25,0.63,-3.77
20,Net Income,-17.14,-18.34,-19.46,-25.21,-24.75,-9.57,-2.33,-14.75,-26.28,-8.27
21,Net Income to Common,-17.14,-18.34,-19.46,-25.21,-24.75,-9.57,-2.33,-14.75,-26.28,-8.27
22,Shares Outstanding (Basic),640,640,640,640,640,640,640,640,640,640
23,Shares Outstanding (Diluted),640,640,640,640,640,640,640,640,640,640
24,Shares Change (YoY),-,-,-,-,-,-,-,-,-,1.88%
25,EPS (Basic),-0.03,-0.03,-0.03,-0.04,-0.04,-0.01,-0.00,-0.02,-0.04,-0.01
26,EPS (Diluted),-0.03,-0.03,-0.03,-0.04,-0.04,-0.01,-0.00,-0.02,-0.04,-0.01
27,Free Cash Flow,0.31,-21.74,3.78,15.82,-10.73,-24.36,10.29,42.55,-35.4,22.17
28,Free Cash Flow Per Share,0.00,-0.03,0.01,0.02,-0.02,-0.04,0.02,0.07,-0.06,0.03
29,Operating Margin,-15.38%,-31.39%,-24.75%,-28.18%,-17.82%,-9.50%,-1.75%,-17.80%,-25.03%,-7.40%
30,Profit Margin,-15.57%,-26.08%,-21.03%,-24.64%,-17.33%,-5.09%,-1.33%,-10.36%,-23.26%,-3.53%
31,Free Cash Flow Margin,0.28%,-30.90%,4.09%,15.46%,-7.51%,-12.95%,5.88%,29.87%,-31.33%,9.46%
32,EBITDA,-11.87,-17.25,-17.76,-23.25,-19.57,-12.04,2.38,-18.72,-22.39,-11.47
33,D&A For EBITDA,5.07,4.83,5.15,5.59,5.88,5.82,5.45,6.64,5.89,5.88
34,EBIT,-16.94,-22.08,-22.91,-28.84,-25.45,-17.87,-3.07,-25.35,-28.28,-17.35
