,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,516.39,534.52,512.47,682.8,600.77,608.04,520.5,521.55,799.09,777.96
1,Short-Term Investments,-,-,-,-,-,20,20,99.58,40,-
2,Trading Asset Securities,126.75,143.16,134.3,75.85,113.56,113.1,205.34,80.46,31,-
3,Cash & Short-Term Investments,643.13,677.67,646.77,758.65,714.32,741.14,745.83,701.59,870.09,777.96
4,Cash Growth,-0.56%,-10.67%,-9.46%,2.36%,-4.22%,5.64%,-14.28%,-9.82%,-24.27%,-26.09%
5,Accounts Receivable,68.93,80.68,89.75,67.24,111.62,76.5,254.35,261.21,283.89,299.05
6,Other Receivables,25.42,21.27,24.46,29.59,99.51,-288.85,23.3,21.08,204.7,19.98
7,Receivables,94.35,101.95,114.21,96.83,211.13,170.63,673.45,664.03,488.59,445.33
8,Prepaid Expenses,-,24.31,-,24.01,-,22.87,-,87.79,-,80.75
9,Other Current Assets,63.98,21.15,49.27,27.66,70.02,39.17,102.13,38.08,123.02,106.24
10,Total Current Assets,801.47,825.08,810.25,907.15,995.48,973.8,1521,1491,1482,1410
11,"Property, Plant & Equipment",26.29,28.36,32.87,35.24,38.52,41.56,46.79,11.67,14.71,18.42
12,Long-Term Investments,116.71,115.5,115.94,71.46,123.32,119.25,68.2,87.33,102.36,123.35
13,Other Intangible Assets,11.95,12.75,14.71,15.97,20.53,18.1,6.97,5.25,7.69,8.1
14,Long-Term Deferred Tax Assets,15.94,17.39,17.16,18.68,29.49,23.25,20.82,23.24,27.46,28.16
15,Other Long-Term Assets,12.88,12.83,7.31,7.76,16.22,12.16,24.37,21.61,26.4,27.07
16,Total Assets,985.24,1012,998.24,1056,1224,1188,1689,1641,1660,1615
17,Accounts Payable,41.92,44.77,52.22,61.41,84.22,50.97,30.19,39.08,42.75,69.04
18,Accrued Expenses,49.9,57.74,72.01,77.37,102.28,76.89,41.6,41.38,36.94,39.39
19,Current Portion of Leases,7.72,6.42,7.24,7.49,7.78,7.52,11.8,3.29,4.18,7.12
20,Current Income Taxes Payable,21.2,28.5,19.62,31.35,27.59,32.55,26.03,30.62,27.44,24.52
21,Current Unearned Revenue,65.22,66.77,64.97,69.64,134.8,90.27,82.34,88.86,98.61,126.62
22,Other Current Liabilities,-,8.2,-,12.11,-,10.67,-,6.33,-,6.84
23,Total Current Liabilities,185.96,212.39,216.06,259.37,356.66,268.87,191.97,209.55,209.92,273.53
24,Long-Term Leases,9.11,13.78,16.06,19.08,22.03,24.95,27.8,0.33,0.04,1.25
25,Total Liabilities,195.07,226.17,232.12,278.45,378.7,293.81,219.77,209.88,209.95,274.78
26,Common Stock,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
27,Additional Paid-In Capital,712.7,712.72,712.72,712.72,712.72,712.72,712.72,712.72,712.72,712.72
28,Retained Earnings,-58.8,-67.97,-95.79,-74.74,0.92,64.61,627.02,582.01,541.58,454.37
29,Comprehensive Income & Other,136.22,140.92,149.13,139.77,131.17,116.91,128.98,135.91,196.01,173.44
30,Shareholders' Equity,790.18,785.73,766.12,777.81,844.86,894.3,1469,1431,1450,1341
31,Total Liabilities & Equity,985.24,1012,998.24,1056,1224,1188,1689,1641,1660,1615
32,Total Debt,16.82,20.2,23.29,26.57,29.81,32.46,39.6,3.63,4.21,8.38
33,Net Cash (Debt),626.31,657.47,623.48,732.08,684.51,708.67,706.23,697.96,865.88,769.59
34,Net Cash Growth,0.45%,-10.19%,-8.92%,3.30%,-3.08%,1.53%,-18.44%,-9.31%,-24.06%,-26.88%
35,Net Cash Per Share,0.33,0.35,0.33,0.39,0.36,0.37,0.37,0.37,0.46,0.41
36,Filing Date Shares Outstanding,1918,1931,1900,1900,1900,1899,1896,1918,1918,1918
37,Total Common Shares Outstanding,1918,1931,1900,1900,1900,1899,1896,1918,1918,1918
38,Working Capital,615.51,612.7,594.19,647.78,638.81,704.93,1329,1282,1272,1137
39,Book Value Per Share,0.41,0.41,0.40,0.41,0.44,0.47,0.77,0.75,0.76,0.70
40,Tangible Book Value,778.23,772.99,751.42,761.84,824.33,876.2,1462,1425,1443,1332
41,Tangible Book Value Per Share,0.41,0.40,0.40,0.40,0.43,0.46,0.77,0.74,0.75,0.69
42,Machinery,-,25.03,-,24.02,-,20.02,-,20.4,-,18.24
43,Leasehold Improvements,-,16.91,-,14.33,-,10.27,-,5.31,-,5.01
