,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,821.19,966.04,1244,1304,1175,1429,1361,1382,1442,1274,Upgrade
1,Short-Term Investments,336,261.79,163.73,110,295,54,285,229.63,229.63,226.01,Upgrade
2,Cash & Short-Term Investments,1157,1228,1408,1414,1470,1483,1646,1612,1671,1500,Upgrade
3,Cash Growth,-17.80%,-13.15%,-4.21%,-4.68%,-10.69%,-7.97%,-1.54%,7.44%,9.07%,2.17%,Upgrade
4,Accounts Receivable,26.1,29.23,43.56,71.81,29.79,29.15,66.35,50.55,85.39,134.53,Upgrade
5,Other Receivables,-,26.06,-,21.19,-,13.72,-,12.82,-,11.61,Upgrade
6,Receivables,26.1,55.29,43.56,93,29.79,42.87,66.35,63.37,100.39,146.15,Upgrade
7,Inventory,0.08,0.11,0.17,0.21,-,-,-,-,-,-,Upgrade
8,Other Current Assets,74.74,51.63,87.4,72.64,62.75,45.86,62.31,50.88,55.57,65.97,Upgrade
9,Total Current Assets,1258,1335,1539,1580,1562,1572,1774,1726,1827,1712,Upgrade
10,"Property, Plant & Equipment",438.84,405.05,384.36,348.12,318.44,319.96,324.92,338.1,102.18,111.54,Upgrade
11,Long-Term Investments,167.21,156.7,50,100,35,70,7.82,4.23,59.38,65.98,Upgrade
12,Other Intangible Assets,3.82,4.11,4.56,2.82,2.28,2.54,2.07,1.92,2.4,2.8,Upgrade
13,Long-Term Deferred Tax Assets,14.95,14.82,20.37,21.68,16.36,11.67,11.32,4.71,1.66,13.49,Upgrade
14,Other Long-Term Assets,3.64,4.56,4.07,4.09,12.74,18.25,8.57,6.06,6.56,6.77,Upgrade
15,Total Assets,1887,1920,2002,2056,1947,1994,2129,2081,2004,1933,Upgrade
16,Accounts Payable,4.79,4.66,19.31,8.2,7.25,7.09,16.16,6.79,8.46,16.2,Upgrade
17,Accrued Expenses,42.28,53.55,7.59,67.42,40.38,60.47,42.02,54.62,41.92,50.71,Upgrade
18,Short-Term Debt,0.01,-,0,0.01,-,-,0.06,0.03,0.05,0.05,Upgrade
19,Current Portion of Leases,17.5,17.08,19.29,18.83,18.37,17.93,17.64,18.63,18.18,17.81,Upgrade
20,Current Income Taxes Payable,0,-,0.06,0.05,0.02,8.85,8.69,13.83,7.86,22.52,Upgrade
21,Current Unearned Revenue,134.99,139.14,159.68,185.03,145.11,150.01,172.24,165.63,150.68,177.11,Upgrade
22,Other Current Liabilities,55.25,24.79,95.85,26.08,48.95,4.08,133.4,5.97,61.82,2.5,Upgrade
23,Total Current Liabilities,254.81,239.22,301.79,305.61,260.08,248.43,390.22,265.48,288.97,286.88,Upgrade
24,Long-Term Leases,8.68,17.19,28.5,37.15,45.1,52.83,59.91,69.48,76.42,83.16,Upgrade
25,Long-Term Unearned Revenue,11.58,11.87,14.07,15.43,12.09,10.44,6.07,11.6,7.87,8.61,Upgrade
26,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,3.1,3.64,Upgrade
27,Other Long-Term Liabilities,-,0.79,-,-,-,-,-,-,-,-,Upgrade
28,Total Liabilities,275.07,269.06,344.35,358.18,317.27,311.7,456.19,346.56,376.37,382.29,Upgrade
29,Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Upgrade
30,Additional Paid-In Capital,1099,1109,1081,1100,1076,1107,1100,1223,1250,1327,Upgrade
31,Retained Earnings,476.27,491.18,502.67,522.65,472.56,512.49,532.34,486.05,363.3,211.86,Upgrade
32,Treasury Stock,-,-,-,-,-,-,-,-0.93,-0.9,-,Upgrade
33,Comprehensive Income & Other,28.76,43.66,67.38,68.37,73.6,56.43,33.63,20.01,8.03,4.08,Upgrade
34,Total Common Equity,1604,1644,1651,1691,1623,1676,1666,1728,1621,1543,Upgrade
35,Minority Interest,7.29,7.27,7.27,7.19,7.1,7.02,6.5,6.55,7.25,7.51,Upgrade
36,Shareholders' Equity,1611,1651,1658,1698,1630,1683,1673,1734,1628,1550,Upgrade
37,Total Liabilities & Equity,1887,1920,2002,2056,1947,1994,2129,2081,2004,1933,Upgrade
38,Total Debt,26.19,34.26,47.79,55.98,63.47,70.76,77.61,88.13,94.65,101.01,Upgrade
39,Net Cash (Debt),1131,1194,1360,1358,1406,1412,1568,1523,1577,1399,Upgrade
40,Net Cash Growth,-16.84%,-12.09%,-3.28%,-3.87%,-10.32%,-7.29%,-0.55%,8.90%,10.64%,-4.70%,Upgrade
41,Net Cash Per Share,0.42,0.44,0.51,0.49,0.54,0.53,0.59,0.57,0.59,0.53,Upgrade
42,Filing Date Shares Outstanding,2873,2873,2823,2823,2771,2771,2717,2717,2750,2771,Upgrade
43,Total Common Shares Outstanding,2873,2873,2823,2823,2771,2771,2717,2717,2750,2771,Upgrade
44,Working Capital,1003,1096,1237,1274,1302,1323,1384,1460,1538,1425,Upgrade
45,Book Value Per Share,0.56,0.57,0.58,0.60,0.59,0.60,0.61,0.64,0.59,0.56,Upgrade
46,Tangible Book Value,1600,1640,1646,1688,1620,1673,1664,1726,1618,1540,Upgrade
47,Tangible Book Value Per Share,0.56,0.57,0.58,0.60,0.58,0.60,0.61,0.64,0.59,0.56,Upgrade
48,Machinery,-,29.45,-,27.9,-,25.31,-,19.95,-,18.63,Upgrade
49,Construction In Progress,-,137.66,-,52.36,-,2.77,-,-,-,-,Upgrade
50,Leasehold Improvements,-,28.08,-,33,-,33.01,-,32.89,-,34.51,Upgrade
