,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,121800,71400,65100,69300,81900,79800,83181,87340,72783,89419,119700,123900,231000,182700,93456,86100,119700,42000,42000,44100,37800,Upgrade
1,Market Cap Growth,-10.53%,-10.53%,-21.74%,-20.65%,12.53%,-10.76%,-30.51%,-29.51%,-68.49%,-51.06%,28.08%,43.90%,92.98%,335.00%,122.51%,95.24%,216.67%,5.26%,11.11%,90.91%,63.64%,Upgrade
2,Enterprise Value,125871,78427,72127,76383,88608,79901,83282,84165,71359,87995,115524,123220,230568,182075,92831,85943,119650,41950,40898,43234,36934,Upgrade
3,Last Close Price,5800.00,3400.00,3100.00,3300.00,3900.00,3800.00,4000.00,4200.00,3500.00,4300.00,5700.00,5900.00,11000.00,8700.00,4800.00,4100.00,5700.00,2000.00,2000.00,2100.00,1800.00,Upgrade
4,PE Ratio,260.05,130.04,188.07,206.72,165.61,132.51,95.69,85.01,84.38,97.19,87.29,88.43,203.22,148.34,222.30,-,-530.52,-,319.79,-,141.03,Upgrade
5,PS Ratio,1.42,0.76,0.55,0.56,0.66,0.76,1.04,1.10,1.04,0.93,0.82,0.74,0.97,0.87,0.71,1.03,-,11.31,21.53,-,44.28,Upgrade
6,PB Ratio,0.54,0.32,0.29,0.31,0.37,0.36,0.37,0.39,-,0.40,0.54,0.56,1.04,0.82,0.42,0.39,0.54,0.19,0.19,0.20,0.17,Upgrade
7,P/TBV Ratio,0.32,0.32,0.29,0.31,0.37,0.36,0.37,0.39,-,0.40,0.54,0.56,1.04,0.82,0.42,0.39,0.54,0.19,0.19,0.20,0.17,Upgrade
8,P/FCF Ratio,-,-,-,-,-,3.35,-10.99,-,-1.96,-,-,-20.48,1.34,-,-,-2.82,-,-,-,-,0.27,Upgrade
9,P/OCF Ratio,-,-,-,-,-,3.35,-11.13,-,-1.97,-,-,-1.84,1.13,-,-,1.18,-,0.50,-,-,0.27,Upgrade
