,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,260,250,208,291,302,172,640,1352,156,140,109,Upgrade
1,Market Cap Growth,-14.29%,-14.29%,-31.03%,69.70%,-52.85%,-87.31%,310.00%,862.96%,42.86%,-88.89%,-91.60%,Upgrade
2,Enterprise Value,276,255,223,321,349,232,709,1429,248,226,192,Upgrade
3,Last Close Price,0.05,0.05,0.04,0.06,0.06,0.03,0.12,0.26,0.03,0.03,0.02,Upgrade
4,PS Ratio,1.11,1.06,0.96,0.91,0.63,0.34,1.53,4.25,0.71,0.56,0.40,Upgrade
5,PB Ratio,1.15,1.09,0.90,1.22,1.21,0.66,2.39,4.83,0.54,0.53,0.39,Upgrade
6,P/TBV Ratio,1.10,1.10,0.91,1.23,1.22,0.66,2.41,4.87,0.54,0.53,0.40,Upgrade
7,P/FCF Ratio,75.40,-,5.17,6.90,10.78,4.28,16.88,69.71,-11.45,-,6.15,Upgrade
8,P/OCF Ratio,33.43,-,4.99,6.82,10.16,3.98,16.14,66.82,-11.91,-,5.71,Upgrade
9,EV/Sales Ratio,1.17,1.08,1.03,1.00,0.73,0.46,1.69,4.49,1.12,0.90,0.70,Upgrade
10,EV/EBITDA Ratio,32.06,236.86,-,-,10.81,13.02,74.60,-,988.34,-,-21.23,Upgrade
11,EV/EBIT Ratio,-,-61.15,-,-,13.31,19.75,216.62,-,-,-,-,Upgrade
12,EV/FCF Ratio,79.94,-,5.53,7.60,12.45,5.79,18.70,73.68,-18.21,-,10.79,Upgrade
13,Debt / Equity Ratio,0.59,0.59,0.51,0.66,0.75,0.70,0.71,0.67,0.66,0.73,0.74,Upgrade
14,Debt / FCF Ratio,39.38,-,2.91,3.74,6.64,4.57,4.99,9.62,-14.14,-,11.59,Upgrade
15,Return on Capital Employed (ROCE),-,-1.43%,-,-,8.48%,3.67%,1.00%,-,-,-,-,Upgrade
16,Earnings Yield,-3.77%,-3.93%,-8.91%,-7.05%,-5.29%,-10.27%,-3.70%,-1.33%,-12.52%,-13.41%,-21.17%,Upgrade
17,FCF Yield,1.33%,1.38%,19.35%,14.50%,9.28%,23.38%,5.92%,1.43%,-8.73%,-7.24%,16.26%,Upgrade
