,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,53296,30811,14101,9917,13576,16340,16411,27912,30637,26417,49930,58577,68730,82368,113921,117832,135691,101358,95466,65618,58670,Upgrade
1,Market Cap Growth,88.57%,88.57%,-14.07%,-64.47%,-55.69%,-38.15%,-67.13%,-52.35%,-55.42%,-67.93%,-56.17%,-50.29%,-49.35%,-18.74%,19.33%,79.57%,131.28%,131.01%,134.10%,68.54%,159.08%,Upgrade
2,Enterprise Value,105983,78693,60875,55733,58026,60359,61456,70297,69749,65775,90280,94632,96395,104760,128567,129113,156973,117787,112014,79206,70516,Upgrade
3,Last Close Price,32.75,21.85,9.33,6.37,9.06,10.80,10.70,19.00,20.50,17.20,33.05,39.95,45.30,55.50,76.90,78.60,90.35,-,-,-,-,Upgrade
4,PS Ratio,2.53,2.53,1.25,0.90,1.24,1.55,1.57,2.57,2.91,2.63,4.84,5.67,7.16,9.39,14.08,16.01,19.91,16.80,18.02,13.41,12.72,Upgrade
5,PB Ratio,1.12,1.12,0.57,0.46,0.61,0.66,0.65,1.03,1.12,0.99,1.73,1.90,2.16,2.61,3.59,3.74,4.28,6.01,5.84,5.30,4.62,Upgrade
6,P/TBV Ratio,2.53,2.53,1.23,0.85,1.11,1.10,1.08,1.68,1.82,1.61,2.79,3.03,3.62,3.94,5.21,4.65,5.31,8.91,8.60,8.32,7.24,Upgrade
7,P/OCF Ratio,14.49,14.49,7.34,-,5.97,7.52,7.27,-,9.48,10.16,19.06,-,46.61,61.55,147.15,-,356.07,-,343.16,-,178.73,Upgrade
8,EV/Sales Ratio,8.71,6.47,5.38,5.05,5.29,5.74,5.89,6.48,6.62,6.54,8.76,9.17,10.04,11.94,15.89,17.54,23.03,19.52,21.15,16.19,15.29,Upgrade
9,EV/EBITDA Ratio,18.90,15.83,13.41,12.39,12.93,13.90,14.14,16.07,16.47,16.33,21.68,22.55,24.84,29.88,40.12,44.62,58.20,49.49,53.61,41.29,39.83,Upgrade
10,EV/EBIT Ratio,102.79,76.37,82.01,83.02,94.95,89.48,81.86,105.38,109.29,105.04,135.13,131.14,137.89,151.49,183.69,181.52,196.42,159.87,165.70,123.75,131.39,Upgrade
11,Debt / Equity Ratio,2.05,2.05,2.19,2.51,2.38,2.07,2.04,2.04,1.85,1.80,1.69,1.72,1.46,1.21,1.12,0.98,0.92,1.59,1.46,1.56,1.50,Upgrade
12,Debt / EBITDA Ratio,10.04,10.08,10.31,11.26,11.78,12.03,10.42,11.85,11.29,11.25,10.96,11.41,10.78,9.21,9.50,9.45,10.01,9.52,9.98,8.60,9.37,Upgrade
13,Asset Turnover,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.13,0.14,0.15,0.16,0.16,Upgrade,
14,Quick Ratio,1.12,1.12,1.31,1.03,1.26,1.43,1.16,1.21,1.05,1.06,1.02,1.05,0.89,1.36,1.71,2.20,2.34,1.15,1.43,1.23,1.71,Upgrade
15,Current Ratio,1.19,1.19,1.39,1.13,1.32,1.52,1.25,1.29,1.13,1.11,1.08,1.10,1.07,1.42,1.77,2.26,2.40,1.21,1.49,1.32,1.77,Upgrade
16,Return on Equity (ROE),-3.88%,-4.35%,-6.91%,-58.60%,-7.24%,-3.82%,-7.91%,-2.94%,-5.57%,-6.05%,-5.87%,-4.81%,-4.59%,-4.51%,-4.19%,-5.24%,-5.52%,-3.08%,-3.25%,-3.99%,Upgrade,
17,Return on Assets (ROA),0.99%,1.02%,0.73%,0.25%,0.26%,0.79%,0.51%,0.50%,0.49%,0.44%,0.46%,0.56%,0.59%,0.61%,0.52%,0.77%,0.93%,1.12%,1.53%,1.07%,Upgrade,
18,Return on Capital (ROIC),1.08%,1.11%,0.80%,0.27%,0.28%,0.85%,0.55%,0.54%,0.55%,0.50%,0.51%,0.63%,0.66%,0.68%,0.58%,0.86%,1.06%,1.25%,1.69%,1.19%,Upgrade,
19,Return on Capital Employed (ROCE),1.32%,1.32%,1.00%,0.95%,0.84%,0.91%,1.03%,0.87%,0.88%,0.89%,0.92%,0.94%,0.98%,1.03%,1.08%,1.18%,1.36%,1.75%,1.75%,2.10%,1.75%,Upgrade
20,Earnings Yield,-8.28%,-14.13%,-31.69%,-45.46%,-34.81%,-8.57%,-8.06%,-5.62%,-5.38%,-6.75%,-3.76%,-3.25%,-2.26%,-1.77%,-1.15%,-0.89%,-0.60%,-0.57%,-0.47%,-0.66%,-0.84%,Upgrade
