,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,14931,13179,11962,11636,12853,13283,13654,13921,12037,12289,14500,17157,22455,22945,19888,19739,21654,19828,19681,14483,17382,Upgrade
1,Market Cap Growth,-0.78%,-0.78%,-12.39%,-16.42%,6.78%,8.09%,-5.83%,-18.86%,-46.40%,-46.44%,-27.09%,-13.08%,3.70%,15.72%,1.05%,36.29%,24.58%,36.07%,31.48%,-26.98%,20.55%,Upgrade
2,Enterprise Value,11257,9506,8353,9024,10241,10880,11454,12620,10735,11038,13558,15675,22827,23724,22592,22280,24194,23224,23596,17063,19963,Upgrade
3,Last Close Price,10.06,8.52,7.74,7.23,7.99,8.26,8.49,8.56,7.40,7.56,8.92,10.39,13.59,13.89,12.04,11.84,12.99,11.90,13.72,9.98,11.98,Upgrade
4,PE Ratio,34.60,29.81,24.48,24.73,29.90,88.43,69.81,91.14,-,19.92,20.28,16.43,19.37,41.78,27.71,40.60,-,40.33,60.01,33.41,-,Upgrade
5,Forward PE,22.36,8.53,8.53,8.53,8.53,8.53,8.53,8.53,8.53,7.73,10.35,10.30,16.81,17.77,15.29,14.15,15.04,12.60,19.26,10.60,16.60,Upgrade
6,PS Ratio,0.90,0.78,0.69,0.67,0.73,0.78,0.82,0.84,0.73,0.71,0.82,0.95,1.21,1.20,1.03,1.09,1.25,1.21,1.18,0.80,0.92,Upgrade
7,PB Ratio,1.16,1.02,0.89,0.84,0.93,0.97,0.99,1.02,0.89,0.90,1.08,1.27,1.69,1.74,1.53,1.55,1.73,1.53,1.91,1.39,1.67,Upgrade
8,P/TBV Ratio,1.25,1.25,1.09,1.02,1.14,1.19,1.22,1.25,1.10,1.10,1.33,1.58,2.11,2.18,1.93,1.96,2.20,1.94,2.60,1.89,2.28,Upgrade
9,P/FCF Ratio,23.24,-,10.74,-,9.04,9.84,14.91,30.23,-33.87,-,-,-,7.18,12.03,24.69,50.26,-,-,209.74,62.71,-,Upgrade
10,P/OCF Ratio,8.60,8.60,6.22,6.06,6.48,6.83,8.50,17.56,73.49,7.74,-,-,5.60,9.28,8.74,10.51,14.77,12.94,16.86,11.77,22.48,Upgrade
11,PEG Ratio,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,Upgrade
12,EV/Sales Ratio,0.66,0.56,0.48,0.52,0.58,0.64,0.68,0.76,0.65,0.64,0.77,0.86,1.23,1.24,1.17,1.23,1.39,1.42,1.41,0.94,1.05,Upgrade
13,EV/EBITDA Ratio,6.66,5.77,4.80,5.30,5.86,10.08,9.16,10.42,-,5.35,6.31,6.01,8.14,22.19,14.63,15.57,-,10.87,12.53,8.61,-,Upgrade
14,EV/EBIT Ratio,14.46,11.66,9.42,10.59,11.73,59.91,36.80,51.16,-,10.88,12.15,9.99,12.80,370.49,41.42,52.24,-,20.30,29.99,19.34,-,Upgrade
