,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,81,75,71,76,99,121,107,91,112,157,147,232,255,290,274,228,183,193,183,193,189,Upgrade
1,Market Cap Growth,-38.21%,-38.21%,-33.92%,-17.29%,-11.45%,-22.92%,-27.11%,-60.56%,-56.15%,-46.07%,-46.43%,1.43%,39.29%,50.85%,50.00%,18.64%,-3.45%,-1.67%,-21.13%,-25.03%,-35.13%,Upgrade
2,Enterprise Value,157,132,101,50,73,212,198,217,238,345,335,302,324,211,195,229,183,221,211,275,272,Upgrade
3,Last Close Price,0.06,0.07,0.07,0.07,0.10,0.16,0.14,0.12,0.15,0.21,0.19,0.31,0.34,0.37,0.33,0.28,0.22,0.23,0.21,0.22,0.22,Upgrade
4,PE Ratio,-,-13.89,438.04,-,-2.40,-1.69,-1.54,-,-,-2.45,-2.65,-,6.03,5.90,6.68,7.11,9.99,12.82,12.38,-,-361.27,Upgrade
5,PS Ratio,0.05,0.07,0.06,0.06,0.07,0.09,0.07,0.05,0.06,0.07,0.06,0.08,0.09,0.10,0.11,0.10,0.09,0.10,0.10,0.11,0.12,Upgrade
6,PB Ratio,0.76,1.04,0.99,1.09,2.48,3.03,3.94,3.36,-,1.34,1.42,2.24,-,1.59,1.62,1.35,-,1.28,1.33,1.40,-,Upgrade
7,P/TBV Ratio,1.05,1.05,0.99,1.10,2.50,3.05,3.97,3.39,-,1.35,1.42,2.25,-,1.59,1.63,1.36,-,1.28,1.33,1.40,-,Upgrade
8,EV/Sales Ratio,0.15,0.13,0.09,0.04,0.05,0.16,0.13,0.13,0.12,0.15,0.13,0.11,0.12,0.07,0.08,0.10,0.09,0.12,0.12,0.15,0.17,Upgrade
9,EV/EBITDA Ratio,-,884.28,15.97,-,-2.23,-3.37,-3.29,-,-,-5.48,-6.29,-,6.20,3.54,3.87,5.60,6.92,9.08,8.15,-,24.91,Upgrade
10,EV/EBIT Ratio,-,-324.56,17.84,-,-2.17,-3.33,-3.24,-,-,-5.41,-6.20,-,6.29,3.58,3.93,5.71,7.16,9.40,8.43,-,26.58,Upgrade
11,Debt / Equity Ratio,2.16,2.16,2.16,1.70,2.74,2.74,8.20,8.20,-,2.14,2.98,2.98,-,1.04,0.37,0.37,-,0.81,1.10,1.10,-,Upgrade
12,Debt / EBITDA Ratio,-,16.79,16.79,-,9.62,3.21,8.38,-,-,5.67,12.38,-,-,2.30,0.97,1.44,-,2.72,5.54,-,-,Upgrade
13,Asset Turnover,2.89,2.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,8.56,9.45,8.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.89,0.89,0.89,0.71,-,0.73,-,0.66,-,0.46,-,0.41,-,0.61,-,0.80,-,0.67,-,0.73,-,Upgrade
16,Current Ratio,1.27,1.27,1.27,1.28,-,1.10,-,1.06,-,1.17,-,1.15,-,1.26,-,1.42,-,1.36,-,1.32,-,Upgrade
17,Return on Equity (ROE),2.25%,2.28%,-52.77%,10.26%,70.85%,61.49%,-,-,29.27%,19.47%,-,-,37.90%,32.01%,-,-,23.47%,13.29%,-,-,Upgrade,
18,Return on Assets (ROA),1.64%,1.69%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
