,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,5359,6052,5142,6438,7648,8631,8748,10810,10548,12420,15477,20021,21935,15275,15362,14145,13446,13154,13043,13491,16714,Upgrade
1,Market Cap Growth,-29.88%,-29.88%,-41.23%,-40.45%,-27.49%,-30.51%,-43.48%,-46.01%,-51.91%,-18.69%,0.75%,41.55%,63.14%,16.12%,17.78%,4.84%,-19.56%,-6.56%,-28.25%,-35.10%,43.17%,Upgrade
2,Enterprise Value,4831,5225,4515,5852,7063,7249,7493,9635,9373,10912,13717,18598,20512,13172,13488,12474,11775,11689,11606,12805,16028,Upgrade
3,Last Close Price,3.79,4.28,3.34,4.18,4.97,5.60,5.22,6.43,6.27,7.36,9.30,11.56,12.67,8.86,8.91,7.88,7.49,7.33,7.23,7.35,9.10,Upgrade
4,PE Ratio,68785.12,77678.18,260.53,81.32,-,-266.17,-386.68,204.10,-,15.75,15.28,18.67,21.51,15.61,16.79,16.44,16.33,15.20,15.77,16.21,19.06,Upgrade
5,Forward PE,27.59,31.16,11.74,11.34,12.82,14.33,12.63,16.47,9.31,9.53,12.58,15.84,18.45,13.86,13.76,13.77,12.41,12.63,12.53,12.80,16.10,Upgrade
6,PS Ratio,1.77,1.90,1.51,1.74,1.94,2.05,1.91,2.23,2.03,2.32,2.94,3.81,4.33,3.16,3.25,3.16,3.21,3.20,3.23,3.47,4.19,Upgrade
7,PB Ratio,0.81,0.88,0.75,0.89,1.08,1.19,1.21,1.41,1.37,1.53,1.92,2.38,2.71,1.94,2.03,1.81,1.76,1.76,1.80,1.81,2.31,Upgrade
8,P/TBV Ratio,1.05,1.05,0.90,1.05,1.28,1.42,1.45,1.66,1.62,1.92,2.42,2.98,3.42,2.46,2.54,2.24,2.18,2.19,2.27,2.31,2.97,Upgrade
9,P/FCF Ratio,-,-,-14.41,-,-,-,29.12,22.88,44.57,-,451.07,40.29,-,-,11.14,16.49,15.42,13.11,13.52,14.73,19.79,Upgrade
