,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,238.81,153.69,200.27,258.18,212.78,328.58,251.67,371.53,529.04,442.37,Upgrade
1,Short-Term Investments,237.22,234.37,248.38,185.3,145,120,285,276.59,293.36,276.92,Upgrade
2,Cash & Short-Term Investments,476.03,388.07,448.65,443.48,357.78,448.58,536.67,648.12,822.39,719.29,Upgrade
3,Cash Growth,6.10%,-12.50%,25.40%,-1.14%,-33.33%,-30.79%,-34.74%,-9.90%,44.22%,2.74%,Upgrade
4,Accounts Receivable,673.19,720.04,717.49,674.6,649,634.94,603.57,572.59,547.28,487.28,Upgrade
5,Receivables,673.19,720.04,717.49,674.6,649,634.94,603.57,572.59,547.28,487.28,Upgrade
6,Inventory,286.28,245.72,293.78,296.26,381.58,402.45,530.96,363.92,388.29,400.14,Upgrade
7,Other Current Assets,110.95,133.16,157.24,157.27,150.08,185.46,221.64,180.85,158.47,162.95,Upgrade
8,Total Current Assets,1546,1487,1617,1572,1538,1671,1893,1765,1916,1770,Upgrade
9,"Property, Plant & Equipment",261.78,261.91,284.26,293.79,302.73,284.84,266.44,242.21,205.12,189,Upgrade
10,Long-Term Investments,95.71,101.04,104.83,112.99,119.59,46.74,117.15,49.04,49.15,49.26,Upgrade
11,Other Intangible Assets,24.52,26.37,29.1,38.07,40.73,41.44,43.32,38.43,38.3,31.02,Upgrade
12,Long-Term Deferred Tax Assets,102.07,92.14,89.94,90.01,83.28,50.09,45.6,43.88,40.56,40.06,Upgrade
13,Other Long-Term Assets,63.12,93.53,100.99,110,113.24,96.86,103.36,112.7,143.23,161.93,Upgrade
14,Total Assets,2094,2062,2226,2216,2198,2266,2469,2252,2393,2241,Upgrade
15,Accounts Payable,210.87,233.86,281.85,314.63,298.9,282.03,546.84,363.15,471.62,266.56,Upgrade
16,Short-Term Debt,218.6,220.35,336.64,303.13,270.22,362.44,-,-,93.61,-,Upgrade
17,Current Portion of Long-Term Debt,-,-,-,-,-,-,251.17,49.78,-,78.2,Upgrade
