,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,883,816,542,642,582,682,1197,1879,2253,2280,1270,Upgrade
1,Market Cap Growth,27.08%,27.08%,-6.90%,-5.88%,-51.40%,-63.70%,-46.88%,-17.60%,77.37%,127.33%,-5.00%,Upgrade
2,Enterprise Value,642,673,471,559,562,646,914,1448,1716,1948,1073,Upgrade
3,Last Close Price,1.32,1.22,0.80,0.95,0.85,1.00,1.73,2.69,3.15,3.12,1.67,Upgrade
4,PE Ratio,30.25,27.96,20.46,27.99,-6.10,-,17.08,9.32,9.54,9.89,7.09,Upgrade
5,Forward PE,-,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,12.73,Upgrade
6,PS Ratio,0.80,0.74,0.46,0.49,0.46,0.51,0.77,1.09,1.15,1.06,0.73,Upgrade
7,PB Ratio,0.62,0.57,0.38,0.44,0.40,0.45,0.72,1.07,1.32,1.44,0.86,Upgrade
8,P/TBV Ratio,0.58,0.58,0.39,0.45,0.42,0.48,0.75,1.12,1.37,1.50,0.91,Upgrade
9,P/FCF Ratio,5.63,5.21,6.34,8.73,17.70,-,-,-,-,5.77,6.71,Upgrade
10,P/OCF Ratio,4.96,4.96,6.06,6.08,3.77,-6.71,-,-412.66,-,5.29,6.71,Upgrade
11,PEG Ratio,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,Upgrade
12,EV/Sales Ratio,0.58,0.61,0.40,0.43,0.44,0.48,0.59,0.84,0.88,0.90,0.62,Upgrade
13,EV/EBITDA Ratio,4.44,4.89,3.31,4.15,-40.19,-,5.03,4.48,4.82,5.50,3.68,Upgrade
14,EV/EBIT Ratio,8.55,7.86,5.34,6.65,-9.40,-,6.39,5.04,5.39,6.08,4.12,Upgrade
15,EV/FCF Ratio,4.10,4.29,5.51,7.60,17.10,-,-,-,-,4.93,5.67,Upgrade
16,Debt / Equity Ratio,0.18,0.18,0.18,0.28,0.26,0.24,0.28,0.21,0.20,0.27,0.29,Upgrade
17,Debt / FCF Ratio,1.64,1.64,3.07,5.54,11.32,-,-,-,-,1.09,2.23,Upgrade
18,Return on Capital Employed (ROCE),5.93%,5.93%,6.10%,5.65%,-4.07%,-,8.43%,16.12%,16.08%,16.90%,14.46%,Upgrade
19,Earnings Yield,3.31%,3.58%,4.89%,3.57%,-16.40%,-14.11%,5.85%,10.73%,10.48%,10.12%,14.11%,Upgrade
20,FCF Yield,17.76%,19.21%,15.78%,11.45%,5.65%,-28.85%,-16.06%,-4.64%,8.19%,17.32%,14.90%,Upgrade
21,Dividend Yield,1.36%,1.47%,1.99%,1.48%,0.86%,1.00%,2.35%,4.43%,4.20%,4.14%,6.38%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,0.18%,0.11%,-0.18%,-0.11%,-,0.01%,Upgrade,
23,Total Shareholder Return,1.36%,1.47%,1.99%,1.48%,0.86%,1.18%,2.46%,4.25%,4.10%,4.14%,6.39%,Upgrade
