,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,106,34,23,48,81,172,116,405,456,227,461,Upgrade
1,Market Cap Growth,-28.79%,-28.79%,-72.04%,-72.15%,-30.06%,-57.50%,-74.69%,78.28%,-1.01%,110.34%,146.76%,Upgrade
2,Enterprise Value,2032,1870,1742,1688,1575,1718,1585,1743,1848,1328,1227,Upgrade
3,Last Close Price,0.10,0.10,0.22,0.47,1.52,3.24,4.96,17.40,19.60,9.76,19.80,Upgrade
4,PE Ratio,-,-,-,-,1.27,2.72,-,-11.76,-,-,-,Upgrade
5,PS Ratio,0.68,1.06,0.73,1.63,2.96,12.93,-,5.38,5.69,2.77,5.71,Upgrade
6,PB Ratio,0.01,0.01,0.01,0.02,0.02,0.05,0.04,0.14,0.16,0.08,0.16,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-,-,-4.63,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-,-,-4.63,-,-,Upgrade
9,EV/Sales Ratio,62.77,57.78,56.51,57.39,57.70,128.91,-,23.14,23.03,16.18,15.21,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,158.93,-,36.87,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,164.50,-,39.19,-,-,-,Upgrade
12,EV/FCF Ratio,-,-,-,-,-,-,-,-,-18.76,-,-,Upgrade
13,Debt / Equity Ratio,0.72,0.72,0.74,0.71,0.63,0.56,0.57,0.55,0.55,0.56,0.52,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-16.03,-,-,Upgrade
15,Earnings Yield,-282.70%,-873.29%,-943.58%,-329.63%,78.69%,36.82%,-,-8.50%,-39.61%,-113.68%,-44.72%,Upgrade
16,FCF Yield,-758.30%,-758.30%,-1721.98%,-643.06%,-142.54%,-13.84%,-,-17.46%,-21.59%,-207.63%,-81.89%,Upgrade
17,Buyback Yield / Dilution,-243.79%,-358.51%,-78.92%,-82.79%,-,-14.78%,-,-41.78%,-121.68%,-470.35%,-151.46%,Upgrade
18,Total Shareholder Return,-243.79%,-358.51%,-78.92%,-82.79%,-,-14.78%,-,-41.78%,-121.68%,-470.35%,-151.46%,Upgrade
