,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,7761,6634,7097,6538,7963,7819,6749,5446,8984,12281,Upgrade
1,Short-Term Investments,-,-,14.73,14.55,-,-,-,36.43,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,1244,-,-,-,Upgrade
3,Cash & Short-Term Investments,7761,6634,7112,6553,7963,7819,7993,5483,8984,12281,Upgrade
4,Cash Growth,9.12%,1.24%,-10.69%,-16.19%,-0.38%,42.61%,-11.03%,-55.36%,-47.49%,-14.23%,Upgrade
5,Accounts Receivable,1773,1229,704.41,491.95,306.13,98.58,197.41,111.81,69.05,122.54,Upgrade
6,Other Receivables,798.08,192.89,825.07,168.14,774.86,154.05,817.74,354.26,870.91,419.87,Upgrade
7,Receivables,2571,1422,1529,660.14,1081,252.76,1015,466.43,939.96,542.74,Upgrade
8,Inventory,9249,10303,11443,12040,12252,13209,14361,17481,16947,18334,Upgrade
9,Other Current Assets,-,572.54,-,619.16,-,581.59,-,507.7,1708,560.35,Upgrade
10,Total Current Assets,19581,18931,20084,19872,21296,21862,23369,23937,28580,31718,Upgrade
11,"Property, Plant & Equipment",4399,4526,4402,4328,4097,4143,4035,4012,4185,4508,Upgrade
12,Long-Term Investments,17204,17574,18126,20155,21312,22094,22825,22166,21124,19463,Upgrade
13,Other Intangible Assets,2.1,2.13,2.17,2.61,2.72,2.83,2.94,3.06,2.24,2.32,Upgrade
14,Long-Term Deferred Tax Assets,71.06,89.27,81.28,96.01,90.26,100.5,72.35,66.98,26.92,46.5,Upgrade
15,Other Long-Term Assets,10474,10548,10423,10417,11011,11220,11006,10618,9328,9590,Upgrade
16,Total Assets,51731,51822,53118,55022,57809,59555,61310,60937,63245,65329,Upgrade
17,Accounts Payable,194.57,261.89,448.82,273.24,233.44,293.11,331.68,480.04,534.72,811.08,Upgrade
18,Accrued Expenses,7.31,7.32,7.96,7.08,6.44,7.75,5.89,5.89,6.77,14.73,Upgrade
19,Short-Term Debt,-,-,-,-,-,23.59,-,-,-,-,Upgrade
20,Current Portion of Long-Term Debt,7706,4025,4170,4327,2892,1605,2886,2989,3694,11362,Upgrade
21,Current Portion of Leases,38.26,36.52,21.61,31.04,38.09,34.76,41.44,47.14,30.28,47.28,Upgrade
22,Current Income Taxes Payable,302.29,157.98,186.27,176.44,348.82,357.62,349.62,226.47,1103,1021,Upgrade
23,Current Unearned Revenue,186.4,81.9,113.44,149.51,303.9,283.68,1316,927.21,392.63,666.08,Upgrade
24,Other Current Liabilities,725.12,641.09,625.15,1619,666.56,1567,1442,1423,2047,1919,Upgrade
25,Total Current Liabilities,9160,5211,5573,6583,4489,4172,6373,6098,7809,15842,Upgrade
26,Long-Term Debt,8626,11567,12437,11706,15508,16184,15445,15011,15281,8019,Upgrade
27,Long-Term Leases,53.31,64.38,42.14,27.99,26.73,30.24,45.91,49.26,38.11,69.83,Upgrade
28,Long-Term Unearned Revenue,44.42,44.76,40.29,39.41,39.1,39.22,35.69,32.03,29.23,24.16,Upgrade
29,Long-Term Deferred Tax Liabilities,712.16,864.75,834.85,886.67,874.4,911.83,999.51,973.12,847.08,912.95,Upgrade
30,Other Long-Term Liabilities,3.4,3.4,-,-,-,-,-,857.64,805.21,-,Upgrade
31,Total Liabilities,18599,17756,18927,19243,20938,21338,22899,23021,24810,24868,Upgrade
32,Common Stock,9858,9858,9858,9858,9858,9858,9858,9858,9858,9858,Upgrade
33,Retained Earnings,21817,22245,22499,22924,23711,23482,22990,22520,23170,23997,Upgrade
34,Comprehensive Income & Other,-792.75,-388,-480.12,609.85,707.38,2024,2803,2707,1404,1905,Upgrade
35,Total Common Equity,30882,31715,31878,33392,34277,35365,35652,35085,34432,35760,Upgrade
36,Minority Interest,2250,2351,2314,2387,2594,2853,2760,2831,4004,4700,Upgrade
37,Shareholders' Equity,33132,34066,34191,35779,36871,38218,38412,37916,38436,40461,Upgrade
38,Total Liabilities & Equity,51731,51822,53118,55022,57809,59555,61310,60937,63245,65329,Upgrade
39,Total Debt,16423,15692,16671,16092,18465,17877,18418,18096,19044,19499,Upgrade
