,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1811,2233,3048,3715,5074,4742,6494,7551,7161,8702,11240,Upgrade
1,Market Cap Growth,-39.89%,-39.89%,-39.94%,-21.66%,-21.86%,-37.20%,-9.32%,-13.23%,-36.29%,4.72%,51.02%,Upgrade
2,Enterprise Value,12723,13642,14920,15641,18171,17654,19678,22995,21224,20620,20203,Upgrade
3,Last Close Price,0.60,0.74,1.01,1.23,1.68,1.57,2.15,2.50,2.37,2.88,3.50,Upgrade
4,PE Ratio,-,-,-,-,-,6.58,6.75,7.46,27.29,-,3.25,Upgrade
5,Forward PE,-,4.73,2.19,2.35,3.95,3.22,5.03,6.82,7.62,7.61,4.75,Upgrade
6,PS Ratio,0.36,0.44,0.70,1.13,1.39,0.95,1.31,1.87,1.64,1.62,0.75,Upgrade
7,PB Ratio,0.06,0.07,0.09,0.11,0.14,0.13,0.17,0.20,0.19,0.23,0.28,Upgrade
8,P/TBV Ratio,0.07,0.07,0.10,0.12,0.15,0.14,0.18,0.21,0.20,0.25,0.31,Upgrade
9,P/FCF Ratio,1.01,1.25,2.11,7.00,7.79,3.79,3.34,4.19,7.73,28.06,2.24,Upgrade
10,P/OCF Ratio,1.14,1.14,1.77,4.16,5.15,3.25,3.13,4.01,6.97,20.52,1.93,Upgrade
11,PEG Ratio,-,-,-,-,-,-,-,1.84,-,-,0.93,Upgrade
12,EV/Sales Ratio,2.50,2.72,3.44,4.77,4.99,3.55,3.96,5.71,4.85,3.83,1.34,Upgrade
13,EV/EBITDA Ratio,17.84,12.51,15.55,20.30,17.29,12.02,10.97,15.84,16.67,15.28,3.04,Upgrade
14,EV/EBIT Ratio,22.61,13.60,17.07,22.94,18.96,12.86,11.63,17.00,18.33,17.30,3.13,Upgrade
15,EV/FCF Ratio,7.13,7.64,10.32,29.47,27.89,14.11,10.13,12.77,22.92,66.49,4.03,Upgrade
16,Debt / Equity Ratio,0.50,0.50,0.46,0.49,0.45,0.50,0.47,0.48,0.48,0.50,0.48,Upgrade
17,Debt / FCF Ratio,9.20,9.20,10.86,31.41,24.70,14.76,9.20,10.23,19.54,61.41,3.89,Upgrade
18,Return on Capital Employed (ROCE),2.53%,2.36%,1.87%,1.43%,1.98%,2.57%,3.06%,2.46%,2.11%,2.15%,13.05%,Upgrade
19,Earnings Yield,-37.56%,-30.46%,-22.20%,-32.61%,-11.00%,15.20%,14.82%,13.40%,3.66%,-2.67%,30.75%,Upgrade
20,FCF Yield,98.59%,79.94%,47.42%,14.29%,12.84%,26.38%,29.93%,23.84%,12.93%,3.56%,44.62%,Upgrade
21,Buyback Yield / Dilution,0.05%,0.09%,0.01%,-,-0.00%,0.03%,0.04%,0.00%,0.01%,0.12%,0.13%,Upgrade
22,Total Shareholder Return,0.05%,0.09%,0.01%,-,-0.00%,0.03%,0.04%,0.00%,0.01%,0.12%,0.13%,Upgrade
