,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,149,141,129,156,180,402,581,550,491,574,610,Upgrade
1,Market Cap Growth,-19.32%,-9.33%,-28.10%,-61.24%,-69.11%,-26.99%,18.47%,-4.17%,-19.61%,-13.55%,-44.69%,Upgrade
2,Enterprise Value,-33,1,-19,23,163,645,968,997,894,961,815,Upgrade
3,Last Close Price,0.68,0.68,0.87,1.05,1.21,3.25,4.70,4.60,4.10,4.80,5.10,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-10.26,-,Upgrade
5,PS Ratio,1.23,1.48,1.00,2.21,-,7.55,-,1.29,0.64,1.29,0.67,Upgrade
6,PB Ratio,0.36,0.78,0.57,0.54,0.53,0.71,0.74,0.55,0.40,0.51,0.55,Upgrade
7,P/TBV Ratio,0.36,0.36,0.31,0.31,0.34,0.68,0.90,0.83,0.59,0.73,0.79,Upgrade
8,P/FCF Ratio,-,-,-,-,-,2.76,-,-,-,-3.19,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,2.72,-,-,-,-4.05,-,Upgrade
10,EV/Sales Ratio,0.01,0.01,-,0.33,-,12.12,-,2.34,1.17,2.17,0.89,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,4.69,30.46,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,7.07,-39.43,-,Upgrade
13,EV/FCF Ratio,0.83,-,-,-,-,4.43,-,-,-,-5.35,-,Upgrade
14,Debt / Equity Ratio,0.19,0.19,0.23,0.21,0.18,0.23,0.29,0.26,0.22,0.29,0.30,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,0.91,-,-,-,-1.82,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,9.45%,-1.86%,-,Upgrade
17,Earnings Yield,-97.62%,-103.26%,-69.52%,-17.73%,-,-11.66%,-,-48.33%,-5.14%,-9.75%,-17.10%,Upgrade
18,FCF Yield,-27.09%,-28.65%,-5.29%,-2.29%,-,36.24%,-,-16.31%,2.44%,-31.30%,-47.53%,Upgrade
19,Buyback Yield / Dilution,-30.59%,-32.97%,-,-19.98%,-,-3.34%,-,-,-0.22%,-0.86%,-,Upgrade
20,Total Shareholder Return,-30.59%,-32.97%,-,-19.98%,-,-3.34%,-,-,-0.22%,-0.86%,-,Upgrade
