,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,140995,144274,159079,191312,217098,225342,204100,176045,270370,261697,228679,Upgrade
1,Market Cap Growth,-24.59%,-24.59%,-26.72%,-15.10%,6.37%,28.00%,-24.51%,-32.73%,18.23%,5.25%,0.31%,Upgrade
2,Enterprise Value,123869,128877,144559,180320,209666,215837,190573,164785,262742,249727,213718,Upgrade
3,Last Close Price,32.25,33.00,35.81,42.72,48.35,50.19,45.53,39.05,60.07,58.23,50.98,Upgrade
4,PE Ratio,16.11,16.47,19.11,28.02,707.24,-,-,132.74,-1592.62,-,-,Upgrade
5,Forward PE,14.17,13.32,14.71,16.57,22.64,43.12,43.75,33.42,43.61,42.33,41.30,Upgrade
6,PS Ratio,3.25,3.32,3.84,5.36,10.46,19.50,13.09,8.91,15.60,20.32,7.17,Upgrade
7,PB Ratio,1.86,1.89,2.14,2.69,3.17,3.50,3.10,2.55,3.87,3.85,3.42,Upgrade
8,P/TBV Ratio,1.96,1.96,2.23,2.80,3.32,3.53,3.13,2.58,3.92,3.90,3.47,Upgrade
9,P/FCF Ratio,-,-,24.62,32.87,-176.51,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,13.56,16.24,53.81,-,-,-,-,-,-,Upgrade
11,PEG Ratio,10.26,10.26,10.26,10.26,10.26,10.26,10.26,4.19,5.45,10.58,4.17,Upgrade
12,EV/Sales Ratio,2.85,2.97,3.49,5.05,10.11,18.68,12.22,8.34,15.16,19.39,6.70,Upgrade
13,EV/EBITDA Ratio,11.79,12.32,13.46,20.05,77.26,-,-,69.46,432.02,-,-,Upgrade
14,EV/EBIT Ratio,15.75,16.48,19.22,28.41,326.84,-,-,-,-164.02,-,-,Upgrade
15,EV/FCF Ratio,-,-,22.37,30.98,-170.46,-,-,-,-,-,-,Upgrade
16,Debt / Equity Ratio,0.06,0.06,0.06,0.03,0.04,0.13,0.14,0.10,0.17,0.14,0.10,Upgrade
17,Debt / FCF Ratio,-,-,0.70,0.37,-2.50,-,-,-,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),9.80%,9.80%,9.68%,8.50%,0.89%,-,-,-,-2.25%,-,-,Upgrade
19,Earnings Yield,6.21%,6.07%,5.23%,3.57%,0.14%,-1.52%,-0.23%,0.75%,-0.06%,-1.52%,1.53%,Upgrade
20,FCF Yield,-,4.06%,3.04%,-0.57%,-3.57%,-4.28%,-5.90%,-5.71%,-5.12%,1.81%,Upgrade,
21,Dividend Yield,3.10%,3.03%,1.40%,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-0.08%,-0.07%,0.00%,-0.16%,-0.36%,-0.13%,0.09%,-0.43%,-0.66%,0.17%,0.24%,Upgrade
23,Total Shareholder Return,3.02%,2.96%,1.40%,-0.16%,-0.36%,-0.13%,0.09%,-0.43%,-0.66%,0.17%,0.24%,Upgrade
