,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,20394,7578,7195,9595,13724,16578,13607,14344,14907,12436,Upgrade
1,Short-Term Investments,2027,12806,9940,5010,2325,2844,7539,9363,2996,6750,Upgrade
2,Cash & Short-Term Investments,22420,20384,17135,14605,16048,19422,21146,23707,17904,19186,Upgrade
3,Cash Growth,30.85%,39.57%,6.77%,-24.80%,-24.11%,-18.08%,18.11%,23.56%,8.10%,35.95%,Upgrade
4,Accounts Receivable,708.42,726.12,772.82,746.76,647.39,641.18,682.32,668.83,615.16,469.63,Upgrade
5,Other Receivables,1605,1180,899.9,699.33,544.95,650.4,1041,1006,1134,1384,Upgrade
6,Receivables,2313,1906,1708,1446,1228,1292,1776,1675,1812,1854,Upgrade
7,Inventory,211.84,215.71,221.89,217.51,209,236.32,203.92,196.21,201.72,190.84,Upgrade
8,Prepaid Expenses,152.57,177.44,132.28,170.81,128.01,183.15,146.31,199.98,132.8,218.76,Upgrade
9,Other Current Assets,-,-,10.46,-,298.92,335.66,291.26,352,410.08,428,Upgrade
10,Total Current Assets,25098,22684,19207,16439,17912,21469,23563,26130,20460,21878,Upgrade
11,"Property, Plant & Equipment",54912,54446,54130,52110,50330,49295,46667,43304,41049,38509,Upgrade
12,Long-Term Investments,12097,11847,11170,12312,12579,12466,14717,22006,30531,32536,Upgrade
13,Other Intangible Assets,2232,2364,2500,2623,32.95,35.75,152.86,259.38,357.2,461.9,Upgrade
14,Long-Term Accounts Receivable,-,-,-,-,-,-,14.65,19.88,34.89,32.6,Upgrade
15,Long-Term Deferred Charges,-,24.99,26,25.99,27.68,11.37,11.18,12.75,13.39,-,Upgrade
16,Other Long-Term Assets,239.73,228.78,181.77,122.93,78.99,124.25,118.31,74.42,281.46,242.71,Upgrade
17,Total Assets,94578,91594,87215,83634,80961,83401,85243,91806,92727,93660,Upgrade
18,Accounts Payable,3121,2755,2794,2810,2269,2536,2800,2623,3049,3690,Upgrade
19,Accrued Expenses,2136,1802,1989,1453,1285,1138,1572,1896,2305,2010,Upgrade
20,Short-Term Debt,4260,3913,1529,2429,7582,8794,6484,11497,9317,6262,Upgrade
21,Current Portion of Leases,69.34,73.87,79.3,62.67,49.92,52.68,49.24,34.77,48.12,46.8,Upgrade
22,Current Income Taxes Payable,75.59,142.24,94.83,75.89,48.01,72.29,50.07,67.84,63.31,67.81,Upgrade
23,Other Current Liabilities,5137,5210,6047,4515,4065,3843,3911,4572,9105,13787,Upgrade
24,Total Current Liabilities,14798,13896,12533,11345,15299,16435,14866,20691,23887,25862,Upgrade
25,Long-Term Leases,519.3,524.96,548.8,583.94,433.06,445.22,433.64,292.27,296.77,295.55,Upgrade
26,Long-Term Deferred Tax Liabilities,95,95.55,110.38,159.47,167.31,193.01,205.41,217.43,207.95,203.54,Upgrade
27,Other Long-Term Liabilities,2774,2768,2806,2974,596.61,457.89,662.14,679.58,297.52,404.84,Upgrade
28,Total Liabilities,18186,17284,15998,15062,16496,17531,16168,21880,24690,26766,Upgrade
29,Common Stock,24254,24127,24104,24012,23968,23666,23598,23301,22808,22515,Upgrade
30,Retained Earnings,-,-,48798,-,42698,-,47431,-,45948,-,Upgrade
31,Comprehensive Income & Other,51692,49708,-2143,44022,-2752,41579,-2604,46001,-1332,43766,Upgrade
32,Total Common Equity,75946,73835,70759,68034,63914,65245,68425,69302,67424,66281,Upgrade
33,Minority Interest,445.84,475.23,457.92,537.26,551.43,624.71,651.06,623.49,613.4,612.13,Upgrade
34,Shareholders' Equity,76391,74310,71217,68572,64465,65870,69076,69926,68037,66894,Upgrade
35,Total Liabilities & Equity,94578,91594,87215,83634,80961,83401,85243,91806,92727,93660,Upgrade
36,Total Debt,4849,4512,2157,3075,8065,9292,6967,11824,9662,6604,Upgrade
37,Net Cash (Debt),17572,15872,14977,11529,7983,10130,14179,11883,8242,12582,Upgrade
38,Net Cash Growth,17.32%,37.67%,87.61%,13.81%,-43.69%,-14.75%,72.04%,-5.56%,-46.93%,75.82%,Upgrade
39,Net Cash Per Share,4.02,3.63,3.43,2.63,1.83,2.32,3.25,2.72,1.90,2.90,Upgrade
40,Filing Date Shares Outstanding,4374,4371,4370,4369,4368,4360,4359,4350,4342,4335,Upgrade
41,Total Common Shares Outstanding,4374,4371,4370,4369,4368,4360,4359,4350,4342,4335,Upgrade
42,Working Capital,10299,8788,6674,5094,2613,5034,8696,5439,-3427,-3985,Upgrade
43,Book Value Per Share,17.36,16.89,16.19,15.57,14.63,14.96,15.70,15.93,15.53,15.29,Upgrade
44,Tangible Book Value,73714,71471,68259,65411,63881,65209,68272,69043,67067,65820,Upgrade
45,Tangible Book Value Per Share,16.85,16.35,15.62,14.97,14.63,14.96,15.66,15.87,15.45,15.18,Upgrade
46,Buildings,-,-,33365,-,22899,-,22850,-,22779,-,Upgrade
47,Machinery,-,-,27535,-,21331,-,21898,-,22196,-,Upgrade
48,Construction In Progress,-,-,14449,-,25566,-,20361,-,13216,-,Upgrade
49,Leasehold Improvements,-,-,880.04,-,847.45,-,668.39,-,681.95,-,Upgrade
