,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,364,185,299,260,176,224,238,285,515,375,309,Upgrade
1,Market Cap Growth,-28.78%,-28.78%,70.21%,15.83%,-26.05%,-21.33%,-53.85%,-24.05%,66.67%,-28.90%,-49.86%,Upgrade
2,Enterprise Value,427,211,441,391,324,324,408,356,692,535,450,Upgrade
3,Last Close Price,0.20,0.10,0.16,0.14,0.09,0.12,0.15,0.18,0.32,0.23,0.19,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,24.64,19.04,Upgrade
5,PS Ratio,0.56,0.28,0.46,0.43,0.28,0.51,0.46,0.51,0.96,0.60,0.51,Upgrade
6,PB Ratio,2.57,1.75,2.24,0.97,0.52,0.58,0.56,0.61,0.99,0.70,0.60,Upgrade
7,P/TBV Ratio,1.31,1.31,1.76,0.97,0.51,0.58,0.56,0.61,0.99,0.69,0.60,Upgrade
8,P/FCF Ratio,4.50,2.29,9.75,-,-3.36,-,-20.55,-,4.95,-,-,Upgrade
9,P/OCF Ratio,2.27,2.27,9.55,-,-3.58,-,-25.13,-,4.49,-,-,Upgrade
10,EV/Sales Ratio,0.65,0.32,0.67,0.65,0.52,0.74,0.79,0.63,1.28,0.86,0.75,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,25.84,18.66,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,23.40,Upgrade
13,EV/FCF Ratio,5.28,2.60,14.36,-,-6.19,-,-35.30,-,6.66,-,-,Upgrade
14,Debt / Equity Ratio,1.27,1.27,0.66,0.66,0.53,0.49,0.59,0.45,0.47,0.42,0.52,Upgrade
15,Debt / FCF Ratio,1.67,1.67,2.88,-,-3.46,-,-21.66,-,2.34,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,3.21%,Upgrade
17,Earnings Yield,-34.93%,-68.79%,-51.96%,-46.10%,-63.58%,-33.38%,-28.60%,-22.73%,-4.74%,4.06%,5.25%,Upgrade
18,FCF Yield,22.20%,43.73%,10.26%,-0.63%,-29.78%,-7.47%,-4.87%,9.15%,20.19%,-23.55%,-89.56%,Upgrade
19,Buyback Yield / Dilution,-0.06%,-,-0.12%,-16.74%,-17.86%,-1.08%,-,-,-19.87%,-30.97%,-20.13%,Upgrade
20,Total Shareholder Return,-0.06%,-,-0.12%,-16.74%,-17.86%,-1.08%,-,-,-19.87%,-30.97%,-20.13%,Upgrade
