,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,189.4,466.72,187.74,413.83,210.35,227.72,287.64,274.16,264.57,356.88,Upgrade
1,Revenue Growth (YoY),0.88%,12.78%,-10.75%,81.73%,-26.87%,-16.94%,8.72%,-23.18%,8.86%,-31.97%,Upgrade
2,Cost of Revenue,190.58,565.71,206.99,415.74,240.05,240.16,310.92,281.65,245.02,315.49,Upgrade
3,Gross Profit,-1.18,-99,-19.26,-1.9,-29.69,-12.44,-23.28,-7.49,19.55,41.39,Upgrade
4,"Selling, General & Admin",19.84,27.22,27.58,23.66,17.64,20.71,17.21,22.09,21.92,24.23,Upgrade
5,Other Operating Expenses,-,3.42,-,35.06,-,-0.77,-,-,-,-,Upgrade
6,Operating Expenses,19.84,30.64,27.58,58.72,17.64,19.94,17.21,22.09,21.92,24.23,Upgrade
7,Operating Income,-21.02,-129.64,-46.84,-60.62,-47.33,-32.38,-40.49,-29.57,-2.37,17.16,Upgrade
8,Interest Expense,-4.15,-11.54,-5.84,-5.03,-4.2,-3.39,-2.92,-2.77,-4.21,-5.2,Upgrade
9,Interest & Investment Income,-,0.64,-,1.75,-,3.47,-,5.57,-,6.16,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,0.05,-,-0.04,-,0.01,Upgrade
11,Currency Exchange Gain (Loss),-,-0.58,-,-1.89,-,1.11,-,4.05,-,-,Upgrade
12,Other Non Operating Income (Expenses),1.57,4.35,2.93,-8.82,7.98,-3.74,6.25,-3.94,10.31,-5.98,Upgrade
13,EBT Excluding Unusual Items,-23.61,-136.76,-49.76,-74.6,-43.55,-34.87,-37.16,-26.7,3.73,12.16,Upgrade
14,Gain (Loss) on Sale of Assets,0.39,0.62,-,0.41,-,1.01,-,0.57,-,-0.02,Upgrade
15,Asset Writedown,-,-4.82,-,-,-,-,-,-,-,-,Upgrade
16,Legal Settlements,-,-7.2,-,-,-,-,-,-,-,-,Upgrade
17,Other Unusual Items,-,0.02,-,4.72,-,0.02,-,-,-,-,Upgrade
18,Pretax Income,-23.21,-147.06,-49.76,-68.8,-43.55,-33.84,-37.16,-26.13,3.73,12.14,Upgrade
19,Income Tax Expense,0.08,-8.66,2.05,-0.35,0.22,-2.14,-,2,0.18,2.61,Upgrade
20,Earnings From Continuing Operations,-23.29,-138.39,-51.81,-68.45,-43.77,-31.7,-37.16,-28.13,3.55,9.54,Upgrade
21,Minority Interest in Earnings,-0.14,34.53,0.27,0.2,0.3,0.3,0.59,-0.11,0.28,1.87,Upgrade
22,Net Income,-23.43,-103.87,-51.54,-68.25,-43.47,-31.4,-36.57,-28.24,3.83,11.4,Upgrade
23,Net Income to Common,-23.43,-103.87,-51.54,-68.25,-43.47,-31.4,-36.57,-28.24,3.83,11.4,Upgrade
24,Net Income Growth,-,-,-,-,-,-,-,-,-20.51%,-38.70%,Upgrade
25,Shares Outstanding (Basic),1869,1869,1869,1867,1601,1584,1584,1584,1584,1321,Upgrade
26,Shares Outstanding (Diluted),1869,1869,1869,1867,1601,1584,1584,1584,1584,1321,Upgrade
27,Shares Change (YoY),-,0.12%,16.74%,17.86%,1.08%,-,-,19.87%,30.97%,20.13%,Upgrade
28,EPS (Basic),-0.01,-0.06,-0.03,-0.04,-0.03,-0.02,-0.02,-0.02,0.00,0.01,Upgrade
29,EPS (Diluted),-0.01,-0.06,-0.03,-0.04,-0.03,-0.02,-0.02,-0.02,0.00,0.01,Upgrade
30,EPS Growth,-,-,-,-,-,-,-,-,-39.31%,-48.97%,Upgrade
31,Free Cash Flow,10.54,70.37,-39.69,38.07,-90.39,73.65,-85.21,111.29,-7.33,-81.09,Upgrade
32,Free Cash Flow Per Share,0.01,0.04,-0.02,0.02,-0.06,0.05,-0.05,0.07,-0.00,-0.06,Upgrade
33,Operating Margin,-11.10%,-27.78%,-24.95%,-14.65%,-22.50%,-14.22%,-14.08%,-10.79%,-0.89%,4.81%,Upgrade
34,Profit Margin,-12.37%,-22.26%,-27.45%,-16.49%,-20.67%,-13.79%,-12.71%,-10.30%,1.45%,3.19%,Upgrade
35,Free Cash Flow Margin,5.57%,15.08%,-21.14%,9.20%,-42.97%,32.34%,-29.62%,40.59%,-2.77%,-22.72%,Upgrade
36,EBITDA,-19.07,-126.66,-43.69,-57.26,-43.96,-28.83,-36.57,-25.85,1.08,19.63,Upgrade
37,D&A For EBITDA,1.96,2.98,3.15,3.36,3.37,3.55,3.92,3.72,3.45,2.46,Upgrade
38,EBIT,-21.02,-129.64,-46.84,-60.62,-47.33,-32.38,-40.49,-29.57,-2.37,17.16,Upgrade
