,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,138.09,241.79,141.31,166.24,166.11,111.18,351.07,126.04,252.74,205.31,Upgrade
1,Revenue Growth (YoY),-2.28%,45.45%,-14.93%,49.52%,-52.68%,-11.79%,38.90%,-38.61%,34.02%,34.06%,Upgrade
2,Cost of Revenue,147.47,213.29,162.8,159.78,167.33,122.84,247.71,107.04,215.16,193.89,Upgrade
3,Gross Profit,-9.38,28.51,-21.49,6.46,-1.22,-11.66,103.36,19.01,37.58,11.41,Upgrade
4,"Selling, General & Admin",9.25,9.37,11.28,8.96,13.35,8.09,10.69,12.2,15.55,10.08,Upgrade
5,Other Operating Expenses,-1.14,-0.19,-0.15,-0.11,-0.06,-,-0.9,-0.58,-1.28,-0.17,Upgrade
6,Operating Expenses,8.11,9.17,11.13,8.85,13.29,8.09,9.79,11.62,14.27,9.91,Upgrade
7,Operating Income,-17.49,19.33,-32.62,-2.39,-14.51,-19.76,93.58,7.39,23.31,1.5,Upgrade
8,Interest Expense,-,-0.04,-0.11,-0.15,-0.2,-0.25,-0.31,-0.38,-0.53,-0.66,Upgrade
9,Interest & Investment Income,0.31,0.34,0.38,0.38,0.49,0.52,0.56,0.79,0.67,0.65,Upgrade
10,EBT Excluding Unusual Items,-17.18,19.63,-32.34,-2.17,-14.22,-19.48,93.83,7.8,23.45,1.49,Upgrade
11,Other Unusual Items,-,-,-,0.34,0.73,-,-,0.84,1.63,-,Upgrade
12,Pretax Income,-17.18,19.63,-32.34,-1.83,-13.5,-19.48,93.83,8.64,25.08,1.49,Upgrade
13,Income Tax Expense,0.07,0.09,0.05,0.05,-0.04,-3.08,15.24,1.29,3.73,0.26,Upgrade
14,Net Income,-17.25,19.54,-32.39,-1.88,-13.45,-16.4,78.59,7.35,21.35,1.23,Upgrade
15,Net Income to Common,-17.25,19.54,-32.39,-1.88,-13.45,-16.4,78.59,7.35,21.35,1.23,Upgrade
16,Net Income Growth,-,-,-,-,-,-,268.08%,498.70%,744.25%,-85.83%,Upgrade
17,Shares Outstanding (Basic),830,830,830,830,830,830,830,830,830,830,Upgrade
18,Shares Outstanding (Diluted),830,830,830,830,830,830,830,830,830,830,Upgrade
19,EPS (Basic),-0.02,0.02,-0.04,-0.00,-0.02,-0.02,0.09,0.01,0.03,0.00,Upgrade
20,EPS (Diluted),-0.02,0.02,-0.04,-0.00,-0.02,-0.02,0.09,0.01,0.03,0.00,Upgrade
21,EPS Growth,-,-,-,-,-,-,268.08%,498.85%,744.52%,-85.84%,Upgrade
22,Free Cash Flow,-20.24,1.53,-35.59,9.95,-21.26,29.95,86.19,4.03,17.42,3.74,Upgrade
23,Free Cash Flow Per Share,-0.02,0.00,-0.04,0.01,-0.03,0.04,0.10,0.00,0.02,0.00,Upgrade
24,Dividend Per Share,-,-,-,-,-,0.030,0.030,-,-,-,Upgrade
25,Operating Margin,-12.66%,8.00%,-23.08%,-1.44%,-8.74%,-17.77%,26.65%,5.86%,9.22%,0.73%,Upgrade
26,Profit Margin,-12.49%,8.08%,-22.92%,-1.13%,-8.10%,-14.75%,22.39%,5.83%,8.45%,0.60%,Upgrade
27,Free Cash Flow Margin,-14.66%,0.63%,-25.19%,5.98%,-12.80%,26.94%,24.55%,3.20%,6.89%,1.82%,Upgrade
28,EBITDA,-17.45,19.38,-32.56,-2.33,-14.46,-19.67,93.64,7.42,23.38,1.63,Upgrade
29,D&A For EBITDA,0.03,0.05,0.05,0.06,0.06,0.09,0.07,0.03,0.07,0.13,Upgrade
30,EBIT,-17.49,19.33,-32.62,-2.39,-14.51,-19.76,93.58,7.39,23.31,1.5,Upgrade
