,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,58.64,78.57,76.74,112.05,126.78,147.75,141.69,56,51.87,46.13,Upgrade
1,Short-Term Investments,1.23,1.94,3.31,6.7,2.52,2.03,2.04,2.31,2.32,7.79,Upgrade
2,Cash & Short-Term Investments,59.86,80.51,80.05,118.75,129.29,149.78,143.73,58.31,54.19,53.91,Upgrade
3,Cash Growth,-25.21%,-32.20%,-38.09%,-20.72%,-10.05%,156.88%,165.22%,8.15%,-32.00%,3.06%,Upgrade
4,Accounts Receivable,312.38,290.91,244.32,237.25,287.53,253.35,393.09,269.99,303.8,285.18,Upgrade
5,Other Receivables,-,0.01,13.25,13.31,0.01,0.03,0.01,0.01,0.61,4.2,Upgrade
6,Receivables,312.38,290.92,257.57,250.56,287.54,253.38,393.1,270,304.41,289.37,Upgrade
7,Inventory,16.76,18.4,21.22,2.31,5.95,4.87,0.89,1.1,0.71,0.87,Upgrade
8,Other Current Assets,3.83,5.16,5.16,1.33,1.07,2.42,2.19,22.41,31.84,30.31,Upgrade
9,Total Current Assets,392.83,394.99,363.99,372.95,423.85,410.45,539.91,351.81,391.14,374.47,Upgrade
10,"Property, Plant & Equipment",0.01,0.03,0.08,0.13,0.19,0.25,0.33,0.09,0.11,0.18,Upgrade
11,Long-Term Accounts Receivable,-,-,-,0.07,2.73,5.32,7.86,10.35,12.78,15.16,Upgrade
12,Long-Term Deferred Tax Assets,0.24,0.24,0.23,0.23,0.25,0.23,0.35,0.27,0.07,0.07,Upgrade
13,Total Assets,393.08,395.26,364.31,373.37,427.01,416.24,548.45,362.52,404.11,389.88,Upgrade
14,Accounts Payable,63.67,59.88,65.61,52.24,82.36,56.03,137.47,43.87,86.07,86.04,Upgrade
15,Short-Term Debt,13,13,13,13,13,13,13,13,13,23,Upgrade
16,Current Portion of Leases,-,0.07,2.72,5.25,5.13,5.02,4.92,4.82,4.72,4.62,Upgrade
17,Current Income Taxes Payable,0.06,-,-,-,5.34,6.62,16.04,0.72,0.17,0.09,Upgrade
18,Current Unearned Revenue,13.27,6.73,2.22,-,-,-,0.68,1.24,1.56,4.03,Upgrade
19,Other Current Liabilities,58.75,54.01,38.71,28.39,17.26,15.61,12.54,11.17,15.81,8.29,Upgrade
20,Total Current Liabilities,148.75,133.68,122.26,98.87,123.09,96.27,184.64,74.81,121.33,126.07,Upgrade
21,Long-Term Leases,-,-,-,0.07,2.71,5.31,7.85,10.33,12.77,15.15,Upgrade
22,Total Liabilities,148.75,133.68,122.26,98.94,125.8,101.58,192.49,85.14,134.09,141.21,Upgrade
23,Common Stock,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,Upgrade
24,Additional Paid-In Capital,75.45,75.45,75.45,75.45,75.45,75.45,75.45,75.45,75.45,75.45,Upgrade
25,Retained Earnings,196.53,213.78,194.24,226.63,253.41,266.86,308.16,229.57,222.22,200.87,Upgrade
26,Comprehensive Income & Other,-35.95,-35.95,-35.95,-35.95,-35.95,-35.95,-35.95,-35.95,-35.95,-35.95,Upgrade
27,Shareholders' Equity,244.33,261.58,242.04,274.44,301.21,314.66,355.96,277.37,270.02,248.67,Upgrade
28,Total Liabilities & Equity,393.08,395.26,364.31,373.37,427.01,416.24,548.45,362.52,404.11,389.88,Upgrade
29,Total Debt,13,13.07,15.72,18.31,20.85,23.33,25.77,28.15,30.48,42.76,Upgrade
30,Net Cash (Debt),46.86,67.44,64.32,100.44,108.44,126.45,117.96,30.16,23.71,11.15,Upgrade
31,Net Cash Growth,-27.14%,-32.85%,-40.68%,-20.57%,-8.07%,319.24%,397.48%,170.41%,-27.37%,-64.75%,Upgrade
32,Net Cash Per Share,0.06,0.08,0.08,0.12,0.13,0.15,0.14,0.04,0.03,0.01,Upgrade
33,Filing Date Shares Outstanding,830,830,830,830,830,830,830,830,830,830,Upgrade
34,Total Common Shares Outstanding,830,830,830,830,830,830,830,830,830,830,Upgrade
35,Working Capital,244.08,261.31,241.73,274.08,300.77,314.17,355.26,277,269.82,248.4,Upgrade
36,Book Value Per Share,0.29,0.32,0.29,0.33,0.36,0.38,0.43,0.33,0.33,0.30,Upgrade
37,Tangible Book Value,244.33,261.58,242.04,274.44,301.21,314.66,355.96,277.37,270.02,248.67,Upgrade
38,Tangible Book Value Per Share,0.29,0.32,0.29,0.33,0.36,0.38,0.43,0.33,0.33,0.30,Upgrade
39,Machinery,-,5.13,-,5.13,-,5.13,-,5.04,-,5.03,Upgrade
40,Leasehold Improvements,-,1,-,1,-,1,-,1,-,1,Upgrade
41,Order Backlog,523.1,-,-,-,-,-,-,-,-,-,Upgrade
