,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Cash & Equivalents,45.22,45.22,30.32,-,33.25,-,25.19,-,27.42,-,29.97,-,25.72,-,35.79,-,60.41,-,59.98,-,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,2.61,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,45.22,45.22,30.32,33.25,33.25,25.19,25.19,-,27.42,29.97,29.97,-,28.33,35.79,35.79,-,60.41,59.98,59.98,-,Upgrade
3,Cash Growth,36.01%,79.50%,20.37%,-,21.25%,-15.93%,-15.93%,-,-3.20%,-16.28%,-16.28%,-,-53.11%,-40.32%,-40.32%,-,-20.82%,-10.22%,-10.22%,-,Upgrade
4,Accounts Receivable,129.23,129.23,154.84,-,116.46,-,136.42,-,106.29,-,107.87,-,91.37,-,109.51,-,114.82,-,90.62,-,Upgrade
5,Other Receivables,0.66,0.66,0.58,-,0.52,-,1.27,-,2.64,-,1.07,-,0.29,-,0.26,-,12.38,-,0.27,-,Upgrade
6,Receivables,129.89,129.89,155.43,-,116.98,-,137.68,-,108.93,-,108.94,-,91.66,-,109.77,-,127.2,-,90.89,-,Upgrade
7,Inventory,-,-,3.37,-,3.37,-,6.75,-,10.97,-,11.86,-,16.51,-,15.3,-,6.08,-,3.19,-,Upgrade
8,Prepaid Expenses,-,-,0.16,-,0.16,-,0.16,-,0.16,-,0.16,-,9.36,-,0.16,-,-,-,-,-,Upgrade
9,Other Current Assets,-,-,-,-,6.76,-,-,-,6.01,-,9.27,-,-,-,5.83,-,-,-,13.51,-,Upgrade
10,Total Current Assets,175.11,175.11,189.28,-,160.52,-,169.78,-,153.5,-,160.19,-,145.86,-,166.86,-,193.69,-,167.57,-,Upgrade
11,"Property, Plant & Equipment",3.27,3.27,4.94,-,17.6,-,21.92,-,28.83,-,26.59,-,28.45,-,2.96,-,4.14,-,5.46,-,Upgrade
12,Other Intangible Assets,-,-,-,-,-,-,-,-,43.47,-,45.07,-,46.67,-,-,-,-,-,-,-,Upgrade
13,Long-Term Accounts Receivable,1.41,1.41,-,-,-,-,-,-,0.65,-,2.39,-,4.84,-,7.24,-,-,-,-,-,Upgrade
14,Long-Term Deferred Tax Assets,0.01,0.01,-,-,-,-,-,-,-,-,-,-,0.02,-,0.1,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,6.64,6.64,7.39,-,8.08,-,8.15,-,7.43,-,7.46,-,6.73,-,9.68,-,22.41,-,2.1,-,Upgrade
16,Total Assets,186.43,186.43,201.62,-,186.19,-,199.85,-,233.87,-,241.7,-,232.56,-,186.83,-,220.24,-,175.13,-,Upgrade
17,Accounts Payable,32.52,32.52,56.61,-,27.82,-,44.61,-,27.5,-,39.03,-,23.57,-,22.56,-,38.99,-,17.97,-,Upgrade
18,Accrued Expenses,53.29,53.29,39.8,-,25.93,-,35.58,-,26.37,-,23.03,-,23.18,-,36.2,-,49.18,-,54.26,-,Upgrade
19,Short-Term Debt,0.82,0.82,1.38,-,1.92,-,2.45,-,6.98,-,11.72,-,4.06,-,6.78,-,21.99,-,-,-,Upgrade
20,Current Portion of Leases,1.82,1.82,2.23,-,6.93,-,8,-,8.3,-,6.09,-,6.24,-,4.47,-,2.29,-,2.39,-,Upgrade
21,Current Income Taxes Payable,0.05,0.05,0.02,-,0.18,-,-,-,-,-,-,-,1.6,-,1.55,-,0.67,-,1.57,-,Upgrade
22,Current Unearned Revenue,10.57,10.57,10.65,-,15.44,-,19.57,-,17.41,-,7.35,-,12.8,-,8.29,-,12.12,-,6.64,-,Upgrade
23,Other Current Liabilities,16.35,16.35,18.33,-,15.84,-,17.53,-,16.17,-,9.32,-,7.19,-,4.75,-,4.3,-,1.98,-,Upgrade
24,Total Current Liabilities,115.43,115.43,129.01,-,94.06,-,127.74,-,102.72,-,96.55,-,78.62,-,84.6,-,129.54,-,84.8,-,Upgrade
25,Long-Term Leases,0.33,0.33,1.17,-,8.74,-,12.3,-,16.15,-,15.49,-,18.04,-,4.33,-,1.01,-,2.03,-,Upgrade
26,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,-,Upgrade
27,Long-Term Deferred Tax Liabilities,-,-,0.05,-,0.06,-,0.15,-,0.19,-,0.06,-,-,-,-,-,-,-,-,-,Upgrade
28,Total Liabilities,115.75,115.75,130.23,-,102.87,-,140.18,-,119.05,-,112.1,-,96.67,-,88.93,-,130.54,-,86.86,-,Upgrade
29,Common Stock,14.46,14.46,14.46,-,14.46,-,9.64,-,9.64,-,9.64,-,9.6,-,8,-,8,-,8,-,Upgrade
30,Additional Paid-In Capital,115.95,115.95,90.87,-,115.95,-,90.87,-,90.87,-,90.87,-,89.6,-,43.2,-,43.2,-,43.2,-,Upgrade
31,Retained Earnings,-53.76,-53.76,-28.01,-,-44.68,-,-39.01,-,14.41,-,28.05,-,38.55,-,47.91,-,40,-,37.59,-,Upgrade
32,Comprehensive Income & Other,2.33,2.33,2.43,-,3.02,-,3.34,-,3.34,-,3.36,-,0.01,-,0.01,-,0.01,-,0.01,-,Upgrade
33,Total Common Equity,78.98,78.98,79.74,88.74,88.74,64.83,64.83,-,118.25,131.92,131.92,-,137.76,99.12,99.12,-,91.21,88.8,88.8,-,Upgrade
34,Minority Interest,-8.3,-8.3,-8.35,-,-5.41,-,-5.16,-,-3.42,-,-2.32,-,-1.86,-,-1.22,-,-1.52,-,-0.54,-,Upgrade
35,Shareholders' Equity,70.68,70.68,71.39,83.33,83.33,59.67,59.67,-,114.82,129.6,129.6,-,135.9,97.9,97.9,-,89.69,88.26,88.26,-,Upgrade
36,Total Liabilities & Equity,186.43,186.43,201.62,-,186.19,-,199.85,-,233.87,-,241.7,-,232.56,-,186.83,-,220.24,-,175.13,-,Upgrade
37,Total Debt,2.97,2.97,4.77,17.59,17.59,22.75,22.75,-,31.42,33.3,33.3,-,28.34,15.58,15.58,-,25.28,4.42,4.42,-,Upgrade
38,Net Cash (Debt),42.25,42.25,25.55,15.65,15.65,2.45,2.45,-,-4,-3.33,-3.33,-,-0.02,20.21,20.21,-,35.13,55.56,55.56,-,Upgrade
39,Net Cash Growth,169.90%,1627.93%,945.03%,-,-,-,-,-,-,-,-,-,-,-63.62%,-63.62%,-,-50.72%,-16.83%,-16.83%,-,Upgrade
40,Net Cash Per Share,0.03,0.03,0.02,0.01,0.01,0.00,0.00,-,-0.00,-0.00,-0.00,-,-0.00,0.02,0.03,-,0.04,0.07,0.07,-,Upgrade
41,Filing Date Shares Outstanding,1446,1446,1446,1446,1446,1446,1446,963.9,963.9,963.9,963.9,960,960,800,800,800,800,800,800,800,Upgrade
42,Total Common Shares Outstanding,1446,1446,1446,1446,1446,1446,963.9,963.9,963.9,963.9,963.9,960,960,800,800,800,800,800,800,800,Upgrade
43,Working Capital,59.68,59.68,60.27,-,66.45,-,42.04,-,50.78,-,63.64,-,67.23,-,82.26,-,64.16,-,82.77,-,Upgrade
44,Book Value Per Share,0.05,0.05,0.06,0.06,0.06,0.07,0.07,-,0.12,0.14,0.14,-,0.14,0.12,0.12,-,0.11,0.11,0.11,-,Upgrade
45,Tangible Book Value,78.98,78.98,79.74,88.74,88.74,64.83,64.83,-,74.78,86.85,86.85,-,91.09,99.12,99.12,-,91.21,88.8,88.8,-,Upgrade
46,Tangible Book Value Per Share,0.05,0.05,0.06,0.06,0.06,0.07,0.07,-,0.08,0.09,0.09,-,0.09,0.12,0.12,-,0.11,0.11,0.11,-,Upgrade
47,Machinery,-,-,8.5,-,-,-,7.44,-,-,-,8.6,-,-,-,2.65,-,-,-,2.2,-,Upgrade
48,Leasehold Improvements,-,-,5.79,-,-,-,5.89,-,-,-,7.58,-,-,-,1.51,-,-,-,1.46,-,Upgrade
