,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Revenue,16.54,33.63,23.81,51.41,33.56,51.83,41.91,60.06,32.21,43.44,Upgrade
1,Revenue Growth (YoY),-30.55%,-34.58%,-29.04%,-0.82%,-19.93%,-13.70%,30.13%,38.27%,-36.67%,-31.48%,Upgrade
2,Cost of Revenue,14.94,35.94,19,41,25.58,56.9,31.65,36.22,25.93,27.45,Upgrade
3,Gross Profit,1.6,-2.31,4.81,10.41,7.98,-5.06,10.26,23.84,6.28,15.99,Upgrade
4,"Selling, General & Admin",13.67,17.77,9.87,15.63,9.26,26.06,13.75,39.66,28.11,21.39,Upgrade
5,Research & Development,2.06,5.8,2.81,3.58,4.11,7.3,8,14.04,5.46,5.54,Upgrade
6,Operating Expenses,15.7,24.01,13.34,22.96,13.37,33.24,21.75,53.49,33.57,27.41,Upgrade
7,Operating Income,-14.1,-26.32,-8.53,-12.55,-5.38,-38.3,-11.5,-29.66,-27.29,-11.42,Upgrade
8,Interest Expense,-2.85,-2.89,-1.91,-1.98,-2.04,-1.84,-1.23,-0.51,-0.4,-0.45,Upgrade
9,Interest & Investment Income,0.6,0.71,0.61,0.56,0.73,0.74,1.07,1.08,2.33,1.71,Upgrade
10,Currency Exchange Gain (Loss),-,-0,-0.04,-0.06,0,1.2,-,-0.02,0.02,-0.35,Upgrade
11,Other Non Operating Income (Expenses),0.87,0.58,0.8,1.45,1.03,1.55,1.52,1.1,4.31,1.59,Upgrade
12,EBT Excluding Unusual Items,-15.48,-27.92,-9.07,-12.57,-5.66,-36.67,-10.13,-28,-21.03,-8.91,Upgrade
13,Merger & Restructuring Charges,-,-,-,-,-,-0.24,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,0.36,-11.7,0.71,-23.21,-1.34,-9.57,0.79,-47.14,-11.9,27.17,Upgrade
15,Gain (Loss) on Sale of Assets,4.86,-0.05,-,-,-,-,-,-,-,0.02,Upgrade
16,Asset Writedown,-,-0.08,-,-,-,-,-,-,-,-,Upgrade
17,Other Unusual Items,-,-0.35,-,-,0.8,-,-,0.02,-,-,Upgrade
18,Pretax Income,-10.26,-40.09,-8.36,-35.78,-6.2,-46.47,-9.34,-75.13,-32.93,18.28,Upgrade
19,Income Tax Expense,-,-0.27,-,-,0.02,-0.74,0.07,-11.7,0.17,7.53,Upgrade
20,Earnings From Continuing Operations,-10.26,-39.82,-8.36,-35.78,-6.22,-45.73,-9.41,-63.42,-33.1,10.75,Upgrade
21,Minority Interest in Earnings,-,-,-,-0.6,0.37,3.34,0.34,-4.03,4.37,-3.84,Upgrade
22,Net Income,-10.26,-39.82,-8.36,-36.38,-5.86,-42.39,-9.07,-67.45,-28.73,6.91,Upgrade
23,Net Income to Common,-10.26,-39.82,-8.36,-36.38,-5.86,-42.39,-9.07,-67.45,-28.73,6.91,Upgrade
24,Net Income Growth,-,-,-,-,-,-,-,-,-,-42.44%,Upgrade
25,Shares Outstanding (Basic),302,282,207,205,205,205,205,205,205,205,Upgrade
26,Shares Outstanding (Diluted),302,282,207,205,205,205,205,205,205,205,Upgrade
27,Shares Change (YoY),46.42%,37.32%,0.67%,-0.00%,-0.00%,-,-,-,-,-,Upgrade
28,EPS (Basic),-0.03,-0.14,-0.04,-0.18,-0.03,-0.21,-0.04,-0.33,-0.14,0.03,Upgrade
29,EPS (Diluted),-0.03,-0.14,-0.04,-0.18,-0.03,-0.21,-0.04,-0.33,-0.14,0.03,Upgrade
30,EPS Growth,-,-,-,-,-,-,-,-,-,-42.44%,Upgrade
31,Free Cash Flow,-10.19,-7.55,-8.51,6.34,-7.1,-18.41,-26.41,4.69,-17.04,-5.33,Upgrade
32,Free Cash Flow Per Share,-0.03,-0.03,-0.04,0.03,-0.03,-0.09,-0.13,0.02,-0.08,-0.03,Upgrade
33,Operating Margin,-85.26%,-78.25%,-35.81%,-24.41%,-16.04%,-73.90%,-27.43%,-49.37%,-84.73%,-26.29%,Upgrade
34,Profit Margin,-62.05%,-118.41%,-35.10%,-70.77%,-17.46%,-81.78%,-21.64%,-112.30%,-89.20%,15.90%,Upgrade
35,Free Cash Flow Margin,-61.62%,-22.46%,-35.72%,12.33%,-21.16%,-35.51%,-63.00%,7.80%,-52.92%,-12.28%,Upgrade
36,EBITDA,-14.08,-26.29,-8.5,-12.52,-5.37,-38.26,-11.42,-29.64,-27,-11.27,Upgrade
37,D&A For EBITDA,0.02,0.02,0.03,0.03,0.01,0.04,0.08,0.01,0.29,0.15,Upgrade
38,EBIT,-14.1,-26.32,-8.53,-12.55,-5.38,-38.3,-11.5,-29.66,-27.29,-11.42,Upgrade
