,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Cash & Equivalents,7.82,9.28,5.38,8.56,6.36,27.85,44.41,44.09,38.9,57.68,Upgrade
1,Short-Term Investments,0.97,-,0.16,-,-,-,-,4.96,0.4,30.04,Upgrade
2,Trading Asset Securities,5.27,5.55,15.21,14.99,40.17,39.82,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,14.06,14.83,20.74,23.54,46.53,67.67,44.41,49.05,39.3,87.73,Upgrade
4,Cash Growth,-32.21%,-37.02%,-55.42%,-65.21%,4.76%,37.97%,13.01%,-44.09%,-66.09%,1.67%,Upgrade
5,Accounts Receivable,1.33,8.99,8.54,16.11,19.75,22.89,26.64,32.55,45.01,48.16,Upgrade
6,Other Receivables,0.63,3,0.82,2.87,2.08,4.77,0.7,0.49,0.52,0.33,Upgrade
7,Receivables,2.33,24.85,10.24,20.15,23.53,29.9,29.92,36.94,48.6,51.28,Upgrade
8,Inventory,0.03,0.23,3.15,1.19,0.02,1.47,2.41,2.81,9.55,9.55,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,2.5,-,8.7,0.84,Upgrade
10,Other Current Assets,0.92,30.05,10.83,6.56,19.28,13.1,22.63,1.03,7.05,17.41,Upgrade
11,Total Current Assets,17.33,69.95,44.95,51.44,89.36,112.13,101.87,89.83,113.2,166.8,Upgrade
12,"Property, Plant & Equipment",2.54,0.74,23.3,22.24,15.52,16.48,14.67,15.73,2.34,4.04,Upgrade
13,Long-Term Investments,31.47,44.13,93.05,88.08,174.24,211.15,254.13,259.22,310.27,338.31,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,0.03,0.08,Upgrade
15,Other Long-Term Assets,0.17,-,0.91,3.59,3.66,3.55,2.77,2.77,6.31,6.28,Upgrade
16,Total Assets,51.58,115.05,163.27,166.93,284.55,345.39,376.54,371.73,457.81,522.97,Upgrade
17,Accounts Payable,0.27,5.17,1.96,3.21,0.44,1.75,0.5,2.2,-,-,Upgrade
18,Accrued Expenses,2.65,3.17,4.02,8.66,9.07,13.23,6.86,9.75,7.4,9.04,Upgrade
19,Short-Term Debt,24.37,37.75,36.94,32.23,35.75,48.88,44.3,19,19,49,Upgrade
20,Current Portion of Leases,1.01,0.7,1.07,1.12,1.47,1.76,0.74,1.45,1.54,1.9,Upgrade
21,Current Income Taxes Payable,5.6,5.6,5.87,5.87,5.87,5.87,5.87,5.87,6.93,6.94,Upgrade
22,Current Unearned Revenue,3.54,3.57,0.25,0.33,0.64,0.6,0.42,0.34,0.69,0.04,Upgrade
23,Other Current Liabilities,11.46,23.02,16.09,13.58,4.23,3.46,7.86,3.94,1.31,1.19,Upgrade
24,Total Current Liabilities,48.88,78.97,66.2,64.98,57.47,75.54,66.54,42.54,36.86,68.1,Upgrade
25,Long-Term Leases,1.45,-,0.18,0.69,1.16,1.62,0.68,0.66,0.13,1.07,Upgrade
26,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,2.37,2.72,8.79,9.1,Upgrade
27,Total Liabilities,50.33,78.97,66.38,65.67,58.64,77.16,69.59,45.92,45.78,78.27,Upgrade
28,Common Stock,14.51,11.89,8.28,8.09,8.09,8.09,8.09,8.09,8.09,8.09,Upgrade
29,Additional Paid-In Capital,231.31,231.31,225.05,224.69,224.69,224.69,224.69,224.69,224.69,224.69,Upgrade
30,Retained Earnings,-72.35,-62.75,-19.55,-9.92,26.47,31.05,73.43,82.5,127.72,144.13,Upgrade
31,Comprehensive Income & Other,-172.22,-144.37,-116.89,-121.61,-32.73,4.65,-2.36,7.08,52.11,64.01,Upgrade
32,Total Common Equity,1.25,36.08,96.89,101.25,226.51,268.47,303.85,322.36,412.61,440.92,Upgrade
33,Minority Interest,-,-,-,-,-0.6,-0.24,3.1,3.45,-0.58,3.79,Upgrade
34,Shareholders' Equity,1.25,36.08,96.89,101.25,225.91,268.24,306.95,325.8,412.03,444.71,Upgrade
35,Total Liabilities & Equity,51.58,115.05,163.27,166.93,284.55,345.39,376.54,371.73,457.81,522.97,Upgrade
36,Total Debt,26.82,38.45,38.19,34.04,38.38,52.25,45.72,21.11,20.67,51.97,Upgrade
37,Net Cash (Debt),-12.76,-23.62,-17.46,-10.5,8.14,15.42,-1.31,27.94,18.63,35.76,Upgrade
38,Net Cash Growth,-,-,-,-,-,-44.80%,-,-21.86%,-72.90%,-52.50%,Upgrade
39,Net Cash Per Share,-0.04,-0.08,-0.08,-0.05,0.04,0.08,-0.01,0.14,0.09,0.17,Upgrade
40,Filing Date Shares Outstanding,345.66,288.05,288.05,206.6,205.13,205.13,205.13,205.13,205.13,205.13,Upgrade
41,Total Common Shares Outstanding,345.66,288.05,209.47,205.13,205.13,205.13,205.13,205.13,205.13,205.13,Upgrade
42,Working Capital,-31.55,-9.02,-21.25,-13.54,31.89,36.59,35.32,47.29,76.34,98.69,Upgrade
43,Book Value Per Share,0.00,0.13,0.46,0.49,1.10,1.31,1.48,1.57,2.01,2.15,Upgrade
44,Tangible Book Value,1.25,36.08,96.89,101.25,226.51,268.47,303.85,322.36,412.61,440.92,Upgrade
45,Tangible Book Value Per Share,0.00,0.13,0.46,0.49,1.10,1.31,1.48,1.57,2.01,2.15,Upgrade
46,Machinery,-,2.21,-,2.81,-,2.69,-,2.66,-,4.25,Upgrade
47,Construction In Progress,-,-,-,14.73,-,7.72,-,7.72,-,-,Upgrade
