,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+5 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+5 Quarters
0,Cash & Equivalents,-,2135,2320,1989,2110,1926,1576,741.02,797.05,784.34,1091,1165,1137,1185,1387,1388,1150,1158,1134,1100,Upgrade
1,Trading Asset Securities,-,69.07,56.23,425.77,137.02,299.44,647.57,304.18,248.93,268.92,4.01,15.06,65.26,165.31,110.45,140.23,449.85,509.35,615.59,742,Upgrade
2,Cash & Short-Term Investments,2204,2204,2377,2415,2247,2225,2224,1045,1046,1053,1095,1180,1202,1350,1497,1529,1600,1667,1750,1842,Upgrade
3,Cash Growth,-1.92%,-0.96%,6.86%,131.05%,114.79%,111.25%,103.06%,-11.46%,-12.97%,-21.98%,-26.86%,-22.78%,-24.86%,-19.01%,-14.42%,-16.99%,2093.61%,1715.80%,1187.64%,770.59%,Upgrade
4,Accounts Receivable,-,132.64,130.88,112.02,101.14,89.89,109.85,94.38,88.99,67.33,36.75,8.77,62.37,31.97,44.24,-,-,-,-,-,Upgrade
5,Other Receivables,-,9.53,9.36,10.23,10.89,11.01,11,13.14,12.51,12.21,12.74,12.05,12.45,11.96,38.41,3.17,2.62,24.93,16.02,8.06,Upgrade
6,Receivables,-,142.17,140.24,122.25,112.03,100.9,120.84,107.52,101.5,79.54,49.49,20.81,74.82,43.93,82.65,3.17,2.62,24.93,16.02,8.06,Upgrade
7,Inventory,-,160.29,141.12,130.43,110.85,114.79,111.05,99.38,98.98,78.29,70.45,64.18,51.91,48.8,38.76,28.9,23.14,19.78,12.87,9.9,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,1.01,-,-,32.03,0.39,0.39,0.39,-,-,-,Upgrade
9,Other Current Assets,-,59.17,47.87,55.42,50.79,59.03,54.6,47.88,45.3,50.4,57.63,82.42,77.33,52.41,54.93,41.33,43.83,25.18,22.8,23.76,Upgrade
10,Total Current Assets,-,2565,2706,2723,2520,2500,2510,1300,1292,1261,1274,1348,1406,1527,1674,1602,1670,1737,1801,1883,Upgrade
11,"Property, Plant & Equipment",-,307.56,293.85,292.11,271.21,244.63,246.14,244.81,247.09,231.03,210.23,186.86,188.91,174.12,105.17,101.94,91.03,69.66,64.69,57.64,Upgrade
12,Long-Term Investments,-,5.99,5.99,5.99,5.99,10,10,10,10,10,10,10,10,10,10,10,10,10,-,-,Upgrade
13,Other Intangible Assets,-,54.14,59.52,64.38,69.27,73.11,78.6,83.08,91.03,99.33,104.12,108.73,116.29,108.38,114.93,123.13,129.51,115.54,124.78,133.41,Upgrade
14,Long-Term Deferred Charges,-,27.04,28.75,15.22,16.39,17.4,18.8,19.87,20.96,12.66,12.67,13.57,13.03,7.02,7.41,5.15,4.35,2.48,0.78,1,Upgrade
15,Other Long-Term Assets,-,7.17,5.82,4.06,4.02,14.17,6.96,7.23,7.48,18.47,14.48,22.36,11.78,24.91,13.8,73.1,65.82,67.84,47.41,37.87,Upgrade
16,Total Assets,-,2967,3100,3105,2887,2859,2871,1665,1668,1633,1625,1689,1746,1852,1925,1916,1970,2002,2039,2113,Upgrade
17,Accounts Payable,-,152.64,128.86,122.21,137.73,117.62,119.22,114.56,151.72,147.99,146.04,112.44,118.19,93.5,78.85,69,64.96,63.93,47.16,47.59,Upgrade
18,Accrued Expenses,-,56.08,67.74,53.8,74.96,55.72,57.55,42.3,67.5,49.42,46.07,28.46,48.22,37.02,37.49,13.12,30.92,12.38,16.86,6.81,Upgrade
19,Short-Term Debt,-,882.22,914.21,953.39,795.16,759.01,658.98,557.99,390.79,348.18,185.58,158.38,131.81,112.2,128.19,48.11,17.67,12,-,-,Upgrade
20,Current Portion of Long-Term Debt,-,11.31,-,13.92,50.56,63.68,50.3,63.72,50.04,13.04,30.02,43.01,30.03,-,-,-,-,-,-,-,Upgrade
21,Current Portion of Leases,-,-,13.17,-,13.17,-,13.22,-,13.69,-,13.06,-,13.55,-,-,-,-,-,-,-,Upgrade
22,Current Income Taxes Payable,-,34.37,20.77,29.95,20.64,26.35,21.05,31.43,20.29,27.93,15.32,24.18,18.58,24.76,18.83,23.33,16.94,29.18,8.31,18.58,Upgrade
23,Current Unearned Revenue,-,-,-,-,-,0.2,0.15,0.48,0.28,0.28,0.31,11.08,0.36,0.28,0.28,0.64,-,-,-,-,Upgrade
24,Other Current Liabilities,-,177.06,24.39,34.94,42.95,28.32,27.71,29.36,34.88,25.13,48.3,40.41,20.16,13.38,10.86,9.55,10.38,10.84,9.43,17.51,Upgrade
25,Total Current Liabilities,-,1314,1169,1208,1135,1051,948.19,839.84,729.19,611.97,484.7,417.96,380.89,281.14,274.5,163.75,140.88,128.33,81.76,90.47,Upgrade
26,Long-Term Debt,-,-,-,-,-,-,-,-,50.09,50.05,50.06,50.06,-,30.1,30.12,30.03,30.03,-,-,-,Upgrade
27,Long-Term Leases,-,29.54,29.18,31.53,29.46,29.15,30.95,36.32,43.18,43.58,46.1,48.79,48.18,66.02,10.69,8.82,4.32,4.26,4.18,4.91,Upgrade
28,Long-Term Unearned Revenue,-,12.7,14.02,10.43,11.55,18.86,39.44,42.23,45.04,36.6,40.42,44.23,48.05,51.86,75.93,78.75,83.66,61.74,64.42,66.22,Upgrade
29,Long-Term Deferred Tax Liabilities,-,6.54,7.65,8.61,9.58,10.72,11.8,12.18,13.32,14.57,14.72,14.81,15.77,16.94,17.78,19.02,19.81,21.64,23.51,24.59,Upgrade
30,Other Long-Term Liabilities,-,301.89,311.32,245.28,56.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Total Liabilities,-,1664,1531,1504,1242,1110,1030,930.57,880.82,756.77,635.99,575.85,492.88,446.06,409.03,300.37,278.69,215.97,173.87,186.19,Upgrade
32,Common Stock,-,264.71,264.71,264.71,264.71,264.71,264.69,240,240,240,240,240,240,240,240,240,240,240,240,240,Upgrade
33,Additional Paid-In Capital,-,3097,3353,3353,3353,3371,3369,2230,2222,2214,2205,2197,2205,2197,2186,2180,2174,2167,2159,2151,Upgrade
34,Retained Earnings,-,-2077,-2045,-2018,-1979,-1902,-1815,-1758,-1700,-1606,-1490,-1362,-1243,-1084,-968.53,-871.27,-791.56,-700.7,-600.94,-534.59,Upgrade
35,Comprehensive Income & Other,-,18.22,-5.66,-5.87,-5.95,-1.44,-1.17,-3.47,-2.84,-4.13,-4.44,-6.55,-6.32,-5.54,-5.79,-4.52,-5.04,-1.32,1.81,1.87,Upgrade
36,Total Common Equity,1303,1303,1567,1594,1633,1732,1818,708.99,759.12,843.3,950.92,1069,1196,1348,1452,1544,1618,1705,1800,1859,Upgrade
37,Minority Interest,-,-0.58,1.32,7.02,11.98,17.29,22.96,25.4,28.37,32.91,38.41,44.7,56.76,57.9,64.49,70.94,73.86,81.3,65.02,68.25,Upgrade
38,Shareholders' Equity,1303,1303,1568,1601,1645,1749,1841,734.39,787.49,876.21,989.33,1114,1253,1406,1516,1615,1692,1786,1865,1927,Upgrade
39,Total Liabilities & Equity,-,2967,3100,3105,2887,2859,2871,1665,1668,1633,1625,1689,1746,1852,1925,1916,1970,2002,2039,2113,Upgrade
40,Total Debt,923.07,923.07,956.56,998.83,888.35,851.84,753.45,658.03,547.8,454.85,324.81,300.23,223.57,208.32,169,86.96,52.02,16.26,4.18,4.91,Upgrade
41,Net Cash (Debt),1281,1281,1420,1416,1358,1373,1471,387.17,498.18,598.41,770.42,880.21,978.32,1142,1328,1442,1548,1651,1746,1837,Upgrade
42,Net Cash Growth,-5.72%,-6.75%,-3.44%,265.74%,172.65%,129.47%,90.87%,-56.01%,-49.08%,-47.59%,-42.01%,-38.95%,-36.78%,-30.83%,-23.90%,-21.50%,19021.89%,2361.88%,1469.57%,787.25%,Upgrade
43,Net Cash Per Share,4.66,4.90,5.28,5.38,5.14,5.26,5.70,1.62,2.08,2.51,3.20,3.68,4.08,4.73,5.61,5.97,6.45,6.88,7.37,8.26,Upgrade
44,Filing Date Shares Outstanding,274.55,264.71,264.71,264.71,264.71,264.71,264.69,240,264.49,240,240,240,240,240,240,240,240,240,240,240,Upgrade
45,Total Common Shares Outstanding,274.55,264.71,264.71,264.71,264.71,264.71,264.69,240,240,240,240,240,240,240,240,240,240,240,240,240,Upgrade
46,Working Capital,-,1252,1537,1515,1385,1449,1562,460.14,562.57,649.52,789.11,929.89,1025,1246,1400,1439,1529,1608,1720,1793,Upgrade
47,Book Value Per Share,4.92,4.92,5.92,6.02,6.17,6.54,6.87,2.95,3.16,3.51,3.96,4.45,4.98,5.62,6.05,6.44,6.74,7.10,7.50,7.74,Upgrade
