,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,-,1201,977.93,1241,1318,1405,1749,1899,1982,1925,2229,3057,2179,1801,1972,2035,285.64,-,124.94,-
1,Trading Asset Securities,-,1462,1704,1468,1471,1339,1179,1643,1833,1632,1429,770.7,780.2,731,416,431.51,415,-,316,-
2,Cash & Short-Term Investments,2663,2663,2682,2709,2789,2744,2928,3542,3815,3558,3658,3828,2960,2532,2388,2467,700.64,-,440.94,125.25
3,Cash Growth,-4.51%,-2.96%,-8.39%,-23.52%,-26.89%,-22.86%,-19.96%,-7.48%,28.90%,40.48%,53.17%,55.18%,322.40%,-,441.61%,1869.44%,-,-,-,-
4,Accounts Receivable,-,109.8,111.18,87.79,100.87,123.49,102.28,144.93,138.66,174.41,240.47,257.1,208.2,215.06,280.85,227.18,163.44,-,123.76,-
5,Other Receivables,-,6.02,7.71,9.31,8.18,9.68,10.82,15.47,10.35,24.05,12.28,11.12,67.4,3.29,2.19,3.44,2.29,-,0.95,-
6,Receivables,-,115.82,118.89,97.09,109.05,133.17,113.11,160.39,149.02,198.47,252.75,268.22,275.6,218.35,283.04,230.62,165.72,-,124.7,-
7,Inventory,-,152.69,160.29,161.88,188.59,187.63,197.89,196.61,193.66,418.24,440,464.32,383.84,205.54,147.8,128.88,123.73,-,76.29,-
8,Prepaid Expenses,-,-,10.26,-,11.65,-,1.74,-,2.15,-,7.26,-,8.19,-,1.23,-,-,-,0.67,-
