,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,15975,15711,13676,14736,15151,17450,17978,17006,15493,15309,20031,21728,17707,20632,13757,14355,14449,-,-,-,-,Upgrade
1,Market Cap Growth,-9.97%,-9.97%,-23.93%,-13.35%,-2.21%,13.99%,-10.25%,-21.73%,-12.50%,-25.80%,45.61%,51.36%,22.54%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,52670,58106,46689,38704,39118,43400,41130,32457,30945,29034,30189,27056,23036,25361,17768,19124,19219,-,-,-,-,Upgrade
3,Last Close Price,4.24,4.12,3.44,3.70,3.81,4.38,4.52,4.27,3.89,3.85,5.03,5.35,4.36,5.00,3.92,4.09,4.11,-,-,-,-,Upgrade
4,PE Ratio,4.35,4.03,4.02,3.98,3.82,5.00,4.92,4.72,4.32,4.76,5.63,5.93,4.92,4.31,3.19,4.08,5.11,-,-,-,-,Upgrade
5,Forward PE,4.08,2.90,2.71,3.21,3.44,4.21,2.68,2.68,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,0.11,0.10,0.08,0.09,0.08,0.09,0.10,0.09,0.08,0.09,0.12,0.13,0.11,0.13,0.09,0.10,0.11,-,-,-,-,Upgrade
7,PB Ratio,0.65,0.38,0.35,0.38,0.40,0.50,0.52,0.48,0.45,0.50,0.70,0.90,0.75,0.88,0.62,0.79,0.84,-,-,-,-,Upgrade
8,P/TBV Ratio,0.66,0.66,0.65,0.71,0.77,0.91,0.98,0.89,0.86,0.71,1.00,1.21,1.01,1.01,0.72,0.94,1.01,-,-,-,-,Upgrade
9,P/FCF Ratio,-,-,-1.14,-,-,-,-,-,-,-,-,-5.76,-3.58,-,-,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-1.35,-,-2.03,-,-,-,21.17,-,-,-7.43,-4.95,-,-,-,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,0.33,0.37,0.29,0.22,0.22,0.23,0.22,0.17,0.16,0.17,0.17,0.16,0.14,0.16,0.11,0.13,0.15,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,6.18,6.93,5.87,4.66,4.56,6.23,5.72,4.55,4.45,4.11,4.33,4.03,3.59,3.71,2.85,3.72,4.26,-,-,-,-,Upgrade
13,EV/EBIT Ratio,6.75,7.44,6.32,5.00,4.86,6.74,6.15,4.87,4.75,4.37,4.59,4.30,3.83,3.92,3.05,4.01,4.67,-,-,-,-,Upgrade
14,EV/FCF Ratio,-5.15,-,-3.90,-,-,-,-,-,-,-,-,-7.17,-4.66,-,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,1.09,1.09,1.32,1.16,1.21,1.06,1.21,1.03,1.01,1.04,1.08,1.18,1.16,0.95,1.02,1.19,1.20,1.29,1.44,1.63,1.25,Upgrade
16,Debt / EBITDA Ratio,5.31,5.10,6.50,8.28,3.85,5.22,4.43,5.70,6.71,3.95,3.42,4.92,4.76,2.91,2.75,4.76,2.90,3.84,5.80,11.56,7.07,Upgrade
17,Debt / FCF Ratio,-,-,-4.31,-,-,-,-,-,-,-,-,-7.53,-5.54,-,-,-,-,5.19,-,-,-6.29,Upgrade
18,Asset Turnover,0.40,0.46,0.33,0.66,0.49,0.62,0.46,0.83,0.59,0.83,0.60,0.76,0.79,1.04,0.66,0.88,1.12,1.04,0.37,0.78,Upgrade,
19,Inventory Turnover,43.01,36.89,42.22,33.59,65.64,46.97,55.52,42.60,72.17,50.57,64.77,42.03,52.43,58.05,72.89,46.25,67.04,85.23,14.27,2.80,3.19,Upgrade
20,Quick Ratio,1.06,1.06,1.06,1.05,1.04,1.04,1.04,1.03,1.03,1.04,1.04,1.05,1.04,1.04,1.05,1.03,1.03,0.71,0.99,0.95,0.94,Upgrade
21,Current Ratio,1.09,1.09,1.09,1.08,1.07,1.07,1.07,1.07,1.06,1.07,1.07,1.08,1.07,1.09,1.09,1.08,1.07,1.09,1.13,1.16,1.14,Upgrade
22,Return on Equity (ROE),14.18%,13.49%,6.66%,12.55%,12.01%,18.07%,11.15%,9.67%,19.02%,22.03%,15.56%,2.01%,25.40%,28.49%,16.89%,31.27%,27.16%,16.76%,1.13%,13.34%,Upgrade,
23,Return on Assets (ROA),1.50%,1.34%,0.87%,2.01%,1.26%,1.71%,1.21%,0.95%,1.72%,2.12%,1.43%,1.36%,2.15%,2.37%,1.42%,2.53%,2.03%,1.44%,0.72%,1.24%,Upgrade,
24,Return on Capital (ROIC),5.85%,5.23%,3.60%,8.77%,5.59%,7.29%,5.25%,4.26%,7.84%,9.53%,6.48%,6.50%,10.18%,11.02%,6.78%,11.58%,8.48%,5.44%,2.63%,4.35%,Upgrade,
25,Return on Capital Employed (ROCE),11.35%,11.36%,11.04%,11.93%,12.72%,10.67%,11.52%,11.89%,12.07%,13.52%,13.89%,14.76%,14.66%,15.96%,15.12%,14.12%,13.04%,10.04%,9.07%,7.37%,8.18%,Upgrade
26,Earnings Yield,24.39%,24.83%,24.89%,25.12%,26.19%,19.98%,20.33%,21.20%,23.17%,21.00%,17.77%,16.86%,20.34%,23.22%,31.36%,24.51%,19.58%,-,-,-,-,Upgrade
27,FCF Yield,-64.05%,-65.15%,-87.46%,-95.57%,-61.94%,-49.38%,-42.87%,-49.15%,-25.89%,-14.54%,-15.45%,-17.37%,-27.91%,-67.83%,-42.07%,-31.05%,-39.63%,-,-,-,-,Upgrade
28,Dividend Yield,2.37%,-,5.82%,-,3.94%,-,-,-,2.57%,-,-,-,2.54%,-,-,-,1.51%,-,-,-,-,Upgrade
29,Payout Ratio,84.53%,82.28%,53.52%,122.88%,99.02%,75.31%,46.73%,82.41%,197.73%,17.13%,65.90%,53.97%,511.73%,56.20%,19.50%,55.99%,70.53%,27.33%,53.78%,777.16%,112.69%,Upgrade
30,Buyback Yield / Dilution,-3.01%,-2.18%,-2.13%,-2.19%,-5.07%,0.01%,-0.00%,0.01%,-17.49%,0.27%,-4.41%,-16.54%,-20.82%,-84.91%,-76.67%,-58.26%,-57.33%,-,-,-,-32.01%,Upgrade
31,Total Shareholder Return,-0.64%,-2.18%,3.69%,-2.19%,-1.13%,0.01%,-0.00%,0.01%,-14.93%,0.27%,-4.41%,-16.54%,-18.27%,-84.91%,-76.67%,-58.26%,-55.83%,-,-,-,-32.01%,Upgrade
