,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2426,1998,1517,2156,2421,2458,2190,2474,2640,2496,2866,3617,2404,2340,2823,2216,2012,2801,2554,2634,3450,Upgrade
1,Market Cap Growth,-18.71%,-18.71%,-30.73%,-12.84%,-8.30%,-1.50%,-23.59%,-31.59%,9.84%,6.67%,1.53%,63.21%,19.48%,-16.46%,10.52%,-15.88%,-41.67%,-39.01%,-69.87%,-70.58%,-61.29%,Upgrade
2,Enterprise Value,2344,1957,1490,2126,2578,2708,2401,2711,2878,2694,3043,3779,2567,2529,2904,2328,2249,2692,2436,2501,3298,Upgrade
3,Last Close Price,3.33,3.28,2.49,3.54,4.29,4.58,4.08,4.61,4.92,4.65,5.34,6.74,4.48,4.36,5.26,4.13,3.75,5.22,4.76,4.91,6.43,Upgrade
4,PE Ratio,-,-,-57.97,-,-,-,-35.90,-,-,-,-,-,-,-,-,-,73.77,-,-,-,-,Upgrade
5,PS Ratio,5.06,4.69,3.60,5.26,5.76,5.57,5.06,5.77,7.07,7.54,8.84,11.88,7.63,6.28,6.90,4.98,3.91,7.77,6.24,5.19,-,Upgrade
6,PB Ratio,4.20,3.19,2.58,3.73,4.17,5.95,6.82,8.29,8.76,7.08,7.50,8.93,5.55,4.13,4.57,3.48,3.05,5.32,4.41,4.33,5.45,Upgrade
7,P/TBV Ratio,3.50,3.50,2.86,4.15,4.64,6.95,8.42,10.29,10.82,8.24,8.64,10.22,6.30,4.54,4.97,3.77,3.30,5.96,4.89,4.78,6.00,Upgrade
8,P/FCF Ratio,37.27,30.70,26.94,137.77,336.67,-,-,-,-291.56,-,-,-,-,-,30.12,-,-,-192.83,-,-,-,Upgrade
9,P/OCF Ratio,26.52,26.52,22.71,86.84,165.27,-,-,-,219.30,-,-,-,-,97.94,22.88,-,112.99,258.40,-,-66.18,-,Upgrade
10,EV/Sales Ratio,5.51,4.60,3.54,5.19,6.13,6.14,5.54,6.32,7.71,8.14,9.39,12.41,8.14,6.79,7.10,5.23,4.37,7.46,5.95,4.93,-,Upgrade
11,EV/EBITDA Ratio,138.40,79.84,64.27,651.15,303.87,240.04,-,117.44,535.25,-61.43,-,-,-,-,-,-,-74.59,-,-,-1226.28,-,Upgrade
12,EV/EBIT Ratio,-,-,-120.22,-63.58,-,-,-,-152.82,-,-,-,-,-,-,-,-,-27.99,-,-,-,-,Upgrade
13,EV/FCF Ratio,36.01,30.07,26.47,135.80,358.37,-,-,-,-317.75,-,-,-,-,-,31.00,-,-,-185.34,-,-,-,Upgrade
14,Debt / Equity Ratio,0.97,0.97,1.10,1.10,1.19,2.09,2.99,3.18,3.16,2.75,2.38,2.41,2.25,1.79,1.62,1.61,1.41,1.98,1.79,1.74,1.65,Upgrade
15,Debt / EBITDA Ratio,35.82,59.50,18.55,12.83,162.88,176.23,-,13.47,49.05,119.62,610.16,-,-,-,-,-,17.85,-,-,217.08,-,Upgrade
16,Debt / FCF Ratio,9.32,9.32,11.47,40.67,95.87,-,-,-,-105.10,-,-,-,-,-,10.69,-,-,-71.96,-,-,-,Upgrade
17,Asset Turnover,0.25,0.32,0.32,0.33,0.23,0.27,0.33,0.37,0.19,0.25,0.17,0.23,0.15,0.16,0.16,0.33,0.21,0.20,0.26,-,Upgrade,
18,Inventory Turnover,4.17,3.09,3.57,3.35,4.33,2.73,3.20,3.28,4.25,2.56,4.03,2.58,5.58,2.31,2.87,2.14,3.90,2.58,1.30,2.23,-,Upgrade
19,Quick Ratio,1.20,1.20,1.11,7.79,5.24,5.80,5.49,4.46,3.99,4.50,7.11,4.50,4.24,4.00,4.12,3.85,4.05,6.31,8.33,7.37,7.37,Upgrade
20,Current Ratio,1.32,1.32,1.24,8.84,5.90,6.45,6.13,5.04,4.52,5.20,7.84,4.99,4.65,4.34,4.51,4.30,4.37,7.12,9.35,8.42,8.55,Upgrade
21,Return on Equity (ROE),-5.90%,5.82%,-2.07%,-10.57%,-20.17%,28.90%,-3.49%,-62.78%,-32.08%,-23.44%,-27.57%,-106.64%,-34.61%,-12.74%,-14.76%,90.45%,-38.09%,-19.86%,-15.99%,-,Upgrade,
22,Return on Assets (ROA),-1.10%,0.06%,0.69%,-1.35%,-1.56%,-3.54%,1.25%,-1.06%,-1.44%,-1.68%,-1.69%,-8.39%,-2.20%,-5.52%,-2.35%,0.09%,-7.18%,-1.35%,-1.31%,-,Upgrade,
23,Return on Capital (ROIC),-1.22%,0.06%,0.78%,-1.51%,-1.74%,-4.10%,1.50%,-1.25%,-1.65%,-1.91%,-1.92%,-9.41%,-2.42%,-6.26%,-2.82%,0.11%,-8.97%,-1.83%,-1.78%,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-1.96%,-2.65%,-,-,-,-1.37%,-,-,-,-,-,-,-,-,-4.83%,-,-,-,-,Upgrade
25,Earnings Yield,-0.68%,-0.83%,-1.73%,-0.57%,-0.49%,-2.04%,-2.79%,-4.30%,-5.03%,-8.60%,-8.25%,-6.45%,-9.50%,1.67%,1.33%,1.27%,1.36%,-3.82%,-3.43%,-2.84%,-,Upgrade
26,FCF Yield,2.68%,3.26%,3.71%,0.73%,0.30%,0.50%,-0.34%,-0.05%,-0.34%,-2.81%,-1.58%,-0.65%,-0.82%,-0.29%,3.32%,-1.05%,-1.06%,-0.52%,-5.32%,-7.47%,-,Upgrade
27,Payout Ratio,0.00%,-,-,-,-,-,2.35%,-,-,-,-,-,-,-,-,-,6.74%,-,-,-,-,Upgrade
