,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,6436,5835,5161,6172,5806,5952,6333,7053,6948,5177,5207,Upgrade
1,Market Cap Growth,-5.46%,-5.46%,-11.11%,3.69%,-8.33%,-15.61%,-8.85%,36.23%,33.43%,-10.98%,-16.73%,Upgrade
2,Enterprise Value,10004,8446,6858,8012,10372,10491,11388,11284,13237,10205,10781,Upgrade
3,Last Close Price,4.39,3.98,3.34,3.99,3.55,3.63,3.67,3.99,3.77,2.81,2.64,Upgrade
4,PE Ratio,8.96,8.12,4.24,3.66,3.80,4.01,4.43,9.00,11.24,7.47,3.87,Upgrade
5,PS Ratio,2.01,1.82,1.85,1.16,1.14,2.01,2.46,3.45,2.94,2.52,2.34,Upgrade
6,PB Ratio,0.24,0.20,0.18,0.23,0.21,0.22,0.22,0.26,0.26,0.21,0.20,Upgrade
7,P/TBV Ratio,0.22,0.22,0.19,0.23,0.22,0.22,0.23,0.27,0.27,0.22,0.21,Upgrade
8,P/FCF Ratio,9.05,-,2.98,1.27,1.37,4.68,8.28,-,-8.95,-,-,Upgrade
9,P/OCF Ratio,6.19,-,2.64,1.24,1.37,4.47,7.73,-,-9.69,-,-,Upgrade
10,EV/Sales Ratio,3.12,2.64,2.47,1.51,2.04,3.54,4.42,5.52,5.61,4.97,4.85,Upgrade
11,EV/EBITDA Ratio,13.08,15.04,14.84,5.01,5.86,8.58,11.81,27.77,24.66,18.16,17.78,Upgrade
12,EV/EBIT Ratio,15.54,18.78,17.52,5.13,5.98,8.85,12.32,30.68,27.35,21.34,20.14,Upgrade
13,EV/FCF Ratio,14.07,-,3.96,1.65,2.45,8.24,14.89,-,-17.05,-,-,Upgrade
14,Debt / Equity Ratio,0.31,0.31,0.32,0.30,0.24,0.27,0.30,0.33,0.30,0.27,0.26,Upgrade
15,Debt / FCF Ratio,12.59,-,5.29,1.66,1.56,5.78,10.95,-,-10.46,-,-,Upgrade
16,Return on Capital Employed (ROCE),1.21%,1.21%,1.03%,4.51%,4.91%,3.39%,2.55%,1.05%,1.41%,1.52%,1.65%,Upgrade
17,Earnings Yield,11.16%,12.31%,23.59%,27.31%,26.33%,24.94%,22.58%,11.11%,8.90%,13.38%,25.85%,Upgrade
18,FCF Yield,11.05%,12.18%,33.53%,78.82%,73.00%,21.39%,12.07%,-0.13%,-11.17%,-27.08%,-10.51%,Upgrade
19,Buyback Yield / Dilution,-,-,-,0.60%,2.30%,1.71%,-,0.36%,0.41%,0.05%,Upgrade,
20,Total Shareholder Return,4.56%,-,-,-,0.60%,2.30%,1.71%,-,0.36%,0.41%,0.05%,Upgrade
