,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest and Dividend Income,1099214,1109462,1228166,1036727,1108671,986907,930073,824741,695451,715897,772569,874841,827688,752443,630363,539527,449098,418528,440247,462212,Upgrade
1,Total Interest Expense,405753,365511,349191,385309,406740,356812,417002,403179,260904,251251,291881,292919,305215,298309,240067,232198,228550,195578,217844,239471,Upgrade
2,Net Interest Income,693462,743951,878974,651418,701931,630095,513071,421562,434547,464646,480688,581922,522473,454134,390296,307329,220548,222949,222403,222741,Upgrade
3,Brokerage Commission,319081,339707,559352,449290,374414,535246,335603,256927,318757,339022,449430,599449,792058,667142,623266,436544,307320,176857,190214,122942,Upgrade
4,Trading & Principal Transactions,-40974,-34750,-44096,-23213,-15261,-12231,-3767,-791.86,-13717,-9512,-7901,-19525,-34838,-6121,-7599,-6630,-7128,-5217,-6152,-5068,Upgrade
5,Asset Management Fee,9797,9096,9122,9057,9353,9468,10588,10281,10820,10401,9415,9113,10081,9300,8187,8842,8297,7411,9023,12114,Upgrade
6,Underwriting & Investment Banking Fee,9645,258.9,264.66,-,4158,16088,1290,-,-,1989,9522,20147,8285,4640,2960,12142,3075,11416,4386,13872,Upgrade
7,Gain on Sale of Investments (Rev),568303,457988,357495,418125,405840,284473,267949,312569,246671,212998,227699,419916,494181,211987,406571,459652,373596,284294,654663,288235,Upgrade
8,Other Revenue,215234,111625,152644,59623,144619,109057,82482,84897,79511,67660,160451,84094,291031,102576,94843,48873,33343,21046,28910,45704,Upgrade
9,Revenue Before Loan Losses,1774548,1627875,1913757,1564302,1625055,1572195,1207217,1085445,1076589,1087204,1329304,1695116,2083272,1443657,1518524,1266751,939051,718756,1103447,700539,Upgrade
10,Revenue,1774548,1627875,1913757,1564302,1625055,1572195,1207217,1085445,1076589,1087204,1329304,1695116,2083272,1443657,1518524,1266751,939051,718756,1103447,700539,Upgrade
11,Revenue Growth (YoY),9.20%,3.54%,58.53%,44.12%,50.94%,44.61%,-9.18%,-35.97%,-48.32%,-24.69%,-12.46%,33.82%,121.85%,100.86%,37.62%,80.83%,41.04%,16.64%,102.82%,33.79%,Upgrade
12,Cost of Services Provided,438310,375162,442066,454275,513204,502973,427402,345596,455694,397585,426770,477193,610148,461279,461844,332158,286908,217560,219347,185130,Upgrade
13,Other Operating Expenses,203418,87324,86928,98141,137437,63978,70025,73770,260053,135739,55708,214546,103844,88967,36392,63716,69150,33537,88000,45542,Upgrade
14,Total Operating Expenses,641727,462485,528994,552416,650641,566950,497427,419367,715748,533324,482478,691739,713992,550246,498236,395873,356058,251097,307348,230671,Upgrade
15,Operating Income,1132821,1165390,1384763,1011885,974414,1005245,709790,666078,360841,553880,846827,1003377,1369280,893411,1020288,870878,582993,467659,796100,469867,Upgrade
16,Currency Exchange Gains,7058,-14531,4509,4832,-1955,5715,-14814,-6269,11145,-56503,-58626,8290,-3361,-14596,1924,-10807,3545,787.71,21844,-9976,Upgrade
17,Other Non-Operating Income (Expenses),5253,14716,9485,6873,96408,5542,4570,9872,143615,4834,6945,5573,76788,116420,4908,5249,157278,3831,4343,5681,Upgrade
18,EBT Excluding Unusual Items,1172310,1187207,1440140,1045914,1019140,1034949,721918,678587,482501,513257,797541,1036898,1414705,1008967,1036836,869875,612896,534706,859021,497329,Upgrade
19,Gain (Loss) on Sale of Investments,-617565,-200591,-380167,-103262,-375317,-154601,-35802,-60939,-193861,-98053,-275026,-153663,-161609,-160552,-303858,-339839,-135737,-113679,-207508,-489829,Upgrade
20,Pretax Income,554770,986617,1059489,942652,644083,880315,706517,617652,288640,415261,522515,883288,1253079,848414,733478,530068,477187,420873,651528,7965,Upgrade
21,Income Tax Expense,116406,192621,211040,178352,129751,170191,139297,114855,54717,78921,101340,177033,255129,165843,142670,106329,96239,77261,129135,-1014,Upgrade
22,Earnings From Continuing Ops.,438364,793996,848449,764300,514332,710124,567220,502797,233924,336340,421175,706255,997950,682572,590808,423739,380949,343612,522393,8979,Upgrade
23,Minority Interest in Earnings,-10626,519.41,69.25,-48.95,1177,981.83,-4231,380.7,329.68,84.68,931.13,281.24,-406.2,502.76,361.82,387.86,-119.28,426.15,497.68,636.1,Upgrade
24,Net Income,427738,794516,848518,764251,515509,711106,562989,503177,234253,336425,422106,706536,997544,683074,591169,424127,380829,344038,522891,9615,Upgrade
25,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,182965,-,-,-,83436,-,-,-,Upgrade
26,Net Income to Common,427738,794516,848518,764251,515509,711106,562989,503177,234253,336425,422106,706536,814578,683074,591169,424127,297393,344038,522891,9615,Upgrade
27,Net Income Growth,-17.03%,11.73%,50.72%,51.89%,120.06%,111.37%,33.38%,-28.78%,-76.52%,-50.75%,-28.60%,66.59%,161.94%,98.55%,13.06%,4311.14%,72.32%,27.69%,137.72%,-95.16%,Upgrade
28,Shares Outstanding (Basic),1811,1811,1811,1799,1799,1799,1799,1799,1787,1787,1191,1191,1179,1048,1048,1033,958,961,961,962,Upgrade
29,Shares Outstanding (Diluted),1811,1811,1811,1799,1799,1799,1799,1799,1787,1787,1191,1191,1179,1048,1048,1033,958,961,961,962,Upgrade
30,Shares Change (YoY),0.67%,0.67%,0.67%,-,0.67%,0.67%,51.01%,51.01%,51.59%,70.54%,13.69%,15.28%,22.99%,8.98%,8.98%,7.48%,1.64%,1.97%,1.74%,1.74%,Upgrade
31,EPS (Basic),236.19,438.73,468.54,424.83,286.56,395.29,312.95,279.70,131.09,188.27,354.32,593.07,691.02,651.88,564.17,410.42,310.29,357.81,543.83,10.00,Upgrade
32,EPS (Diluted),236.19,438.73,468.54,424.83,286.38,395.29,312.95,279.70,102.30,188.27,354.32,593.07,691.02,651.88,564.17,410.42,310.29,357.81,543.83,10.00,Upgrade
33,EPS Growth,-17.52%,10.99%,49.72%,51.89%,179.95%,109.96%,-11.68%,-52.84%,-85.20%,-71.12%,-37.20%,44.50%,122.70%,82.18%,3.74%,4004.32%,85.43%,25.23%,133.65%,-95.25%,Upgrade
34,Free Cash Flow,-,2646265,-3215894,2528633,-12674324,-4189126,3558611,-1487172,-5980160,-2199100,5383123,-4532792,291451,-5678157,-4402665,-795080,-7158068,-3082013,-1419223,-673330,Upgrade
35,Free Cash Flow Per Share,-,1461.25,-1775.79,1405.60,-7045.34,-2328.63,1978.14,-826.68,-3346.54,-1230.63,4518.65,-3804.86,247.24,-5418.87,-4201.56,-769.39,-7468.58,-3205.43,-1476.05,-700.28,Upgrade
36,Dividend Per Share,-,-,-,-,833.333,-,-,-,833.333,-,-,-,833.333,-,-,-,625.000,-,-,-,Upgrade
