,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,239000,661287,2131567,155035,493906,410966,155383,142514,1417807,615639,238480,804919,1114235,289835,243326,279288,363252.0,212325.0,202434.0,282438.0,Upgrade
1,Trading Asset Securities,17701409,7447474,16708322,7117203,14081960,8251641,6426015,6157943,14056210,8300010,4163772,6235445,5191304,3598258,1820925,3941339,4388505.0,2327941.0,1883814.0,6478018.0,Upgrade
2,Accounts Receivable,29635,18841,19724,23871,20453,39633,27578,19326,19741,28276,35709,37812,24994,14298,13633,15411,17438.0,12944.0,11186.0,17369.0,Upgrade
3,Other Receivables,22777791,19992607,20989893,18156808,15684001,15667136,13866955,11598206,11421525,15916572,14996565,21347314,23973021,18314157,16237937,11196695,9297390.0,4751723.0,4036580.0,4034115.0,Upgrade
4,"Property, Plant & Equipment",506130,155646,191822,197178,204499,218103,184825,193752,207551,194376,176164,179080,170916,161183,142509,136169,141512.0,131740.0,134348.0,131298.0,Upgrade
5,Other Intangible Assets,112844,104638,84294,90863,97091,90439,94369,93508,100280,67272,72357,46411,52976,43638,45185,45462,49853.0,46561.0,49504.0,46999.0,Upgrade
6,Investments in Debt & Equity Securities,845460,567389,2807738,650306,2289257,2930524,2919115,2565786,2505922,2352907,439459,371049,3326181,817284,788236,290731,3631858.0,4774782.0,496901.0,3802977.0,Upgrade
7,Other Current Assets,29676617,35600586,27148252,35963043,35090018,26670936,25449845,30886363,21462720,16925563,19140954,16843239,15993402,18864690,19126660,17263405,14805157.0,13565261.0,13603637.0,10573754.0,Upgrade
8,Long-Term Deferred Tax Assets,24001,16729,18932,24670,19049,17128,17128,32169,22684,36719,29685,29685,14951,14480,14480,11658,13417.0,28969.0,29114.0,29183.0,Upgrade
9,Other Long-Term Assets,1593819,1615349,1006160,3108185,1259642,983693,991920,1015444,1007484,994598,3973718,4183360,927762,5484365,3476057,4442495,3060390.0,1079828.0,5477960.0,2102231.0,Upgrade
10,Total Assets,73507303,66181217,71107553,65488320,69241327,55282454,50136083,52708905,52226383,45436360,43271692,50081418,50793057,47603600,41909854,37623299,35769528.0,26932953.0,25926470.0,27499507.0,Upgrade
11,Accounts Payable,330959,423798,323730,631012,1003744,458385,66125,215789,368533,53491,51520,91980,202305,427653,189558,482140,248768.0,61430.0,32565.0,21467.0,Upgrade
12,Accrued Expenses,528490,498337,507905,375227,490651,439714,445548,382904,502576,489369,501934,338441,493698,385673,335528,249455,342934.0,308401.0,337492.0,317613.0,Upgrade
13,Short-Term Debt,45501970,39286186,45072986,40099838,43168931,30410314,24770970,28207392,27892290,21404967,25754561,33131491,31120908,34213353,27578087,24227120,23351486.0,15304910.0,13984289.0,15801159.0,Upgrade
14,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1146531.0,1136125.0,1125848.0,1115831.0,Upgrade
15,Other Current Liabilities,75385,1565501,79654,84379,962490,814867,2459803,759675,987249,1171970,2411120,1168839,4432349,265580,2180393,976793,673921.0,458052.0,426670.0,892484.0,Upgrade
16,Long-Term Unearned Revenue,54563,52237,52287,52337,52387,52437,52487,52537,52587,52637,52687,52737,52787,52837,52887,52937,52987.0,53037.0,53087.0,53137.0,Upgrade
17,Long-Term Deferred Tax Liabilities,26651,33486,14090,1793,8931,5566,2663,3317,1203,456.13,7440,14561,41002,12316,5281,16735,20365.0,2769.0,16365.0,13213.0,Upgrade
18,Total Liabilities,46680652,42066410,46267811,41467415,46000435,32574699,28142516,29736152,29842501,23274554,28904944,35013404,36572974,35525663,30510003,26176083,25896731.0,17436463.0,16122927.0,18219391.0,Upgrade
19,Common Stock,19638639,18129501,15111301,15011301,15011301,15011301,15011301,15011301,14911301,14911301,9947500,9947500,9847500,8755976,6573051,6498051,6029456.0,6029456.0,6029456.0,5200637.0,Upgrade
20,Additional Paid-In Capital,1093541,339091,3299047,3299208,3299208,3299208,3299208,3299220,3299220,3299220,817393,817393,817169,796896,826367,824655,29471.0,29471.0,29471.0,29471.0,Upgrade
21,Retained Earnings,5856098,5439873,6154929,5459506,4696262,4181332,3468544,4456105,3953892,3719817,3378793,4130579,3423745,2392870,3344724,3539260,3114496.0,2733572.0,2988558.0,3347467.0,Upgrade
22,Comprehensive Income & Other,106868,85464,153066,129421,112703,93317,90937,86780,99741,106611,98084,91991,91084,91345,614338,557114,670621.0,659826.0,711466.0,657452.0,Upgrade
23,Total Common Equity,26676031,23974814,24699229,23880322,23100359,22566044,21850875,22834292,22245040,22017835,14222692,14968527,14157514,12015774,11337186,11384188,9809382.0,9433195.0,9739821.0,9215897.0,Upgrade
24,Minority Interest,150619,139994,140513,140582,140533,141710,142692,138461,138842,143971,144056,99487,62569,62162,62665,63027,63415.0,63295.0,63722.0,64219.0,Upgrade
25,Shareholders' Equity,26826651,24114807,24839742,24020905,23240892,22707754,21993567,22972753,22383882,22161806,14366748,15068014,14220083,12077937,11399851,11447215,9872797.0,9496490.0,9803542.0,9280116.0,Upgrade
26,Total Liabilities & Equity,73507303,66181217,71107553,65488320,69241327,55282454,50136083,52708905,52226383,45436360,43271692,50081418,50793057,47603600,41909854,37623299,35769528.0,26932953.0,25926470.0,27499507.0,Upgrade
27,Total Debt,45501970,39286186,45072986,40099838,43168931,30410314,24770970,28207392,27892290,21404967,25754561,33131491,31120908,34213353,27578087,24227120,24498018.0,16441035.0,15110137.0,16916990.0,Upgrade
28,Net Cash (Debt),-27561560,-31177425,-26233097,-32827600,-28593065,-21747707,-18189572,-21906935,-12418273,-12489318,-21352308,-26091128,-24815370,-30325260,-25513836,-20006493,-19746260.0,-13900769.0,-13023889.0,-10156535.0,Upgrade
29,Net Cash Per Share,-15219.32,-17215.98,-14485.69,-18248.03,-15894.16,-12089.00,-10111.12,-12177.51,-6949.36,-6989.12,-17923.35,-21901.07,-21051.17,-28940.51,-24348.44,-19360.10,-20602.85,-14457.41,-13545.41,-10563.12,Upgrade
30,Filing Date Shares Outstanding,1811,1811,1811,1799,1799,1799,1799,1799,1787,1787,1191,1191,1179,1048,1048,1033,958.42,961.5,961.5,961.51,Upgrade
31,Total Common Shares Outstanding,1811,1811,1811,1799,1799,1799,1799,1799,1787,1787,1191,1191,1179,1048,1048,1033,958.42,961.5,961.5,961.51,Upgrade
32,Working Capital,23825609,21740779,20797174,20003832,19432672,18525870,17841360,19127950,18593750,18569028,9735492,10325727,9821085,5622140,6991554,6590374,3049120.0,3490415.0,3685169.0,3233778.0,Upgrade
33,Book Value Per Share,14730.34,13238.74,13638.70,13274.47,12840.91,12543.89,12146.35,12693.01,12448.49,12321.35,11938.68,12564.69,12009.98,11467.09,10819.34,11016.37,10234.91,9810.93,10129.84,9584.83,Upgrade
34,Tangible Book Value,26563188,23870175,24614935,23789459,23003268,22475605,21756506,22740785,22144760,21950563,14150335,14922116,14104538,11972136,11292002,11338727,9759530.0,9386633.0,9690317.0,9168898.0,Upgrade
35,Tangible Book Value Per Share,14668.03,13180.96,13592.15,13223.96,12786.94,12493.62,12093.89,12641.03,12392.38,12283.70,11877.94,12525.73,11965.04,11425.45,10776.22,10972.38,10182.9,9762.51,10078.35,9535.95,Upgrade
