,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,516.11,323.79,389.49,285.91,427.94,313.94,344.85,333.6,388.88,347.03,407.5,352.06,413.42,360.43,302.02,332.69,332.69,244.05,244.05
1,Other Revenue,-76.59,76.59,-,97.2,-46.28,46.28,-,86.42,-34.67,34.67,-,72.3,-21.62,21.62,-,10.93,10.93,-,-
2,Revenue,439.52,400.38,389.49,383.11,381.65,360.23,344.85,420.02,354.2,381.7,407.5,424.37,391.8,382.05,302.02,343.62,343.62,244.05,244.05
3,Revenue Growth (YoY),15.16%,11.15%,12.95%,-8.79%,7.75%,-5.63%,-15.37%,-1.02%,-9.60%,-0.09%,34.93%,23.50%,14.02%,56.54%,23.75%,-,-,-,-
4,Cost of Revenue,369.72,353,317.08,365.85,308.95,316.69,278.44,358.75,274.19,313.26,297.48,309.11,275.54,284.6,219.43,233.5,233.5,173.28,173.28
5,Gross Profit,69.8,47.39,72.41,17.27,72.71,43.54,66.42,61.27,80.02,68.45,110.02,115.26,116.26,97.44,82.59,110.12,110.12,70.77,70.77
6,"Selling, General & Admin",45.99,36.52,32.25,15.56,50.77,43.06,27.81,16.61,37.3,30.26,29.97,18.13,25.2,19.55,18.57,19.08,19.08,17.34,17.34
7,Research & Development,31.91,31.6,20.99,20.58,28.45,30.09,25.31,20.52,28.24,27.68,30.56,30.55,30.92,17.18,24.7,18.42,18.42,18.74,18.74
8,Other Operating Expenses,-6.72,-5.94,2.06,1.21,0.4,-0.75,-1.45,9.06,-0.04,-1.08,0.05,11.48,-2.61,0.74,-0.13,3.09,3.09,1.52,1.52
9,Operating Expenses,71.57,58.29,57.24,45.78,79.57,75.16,49.82,47.19,62.86,55.52,63.48,63.73,54.19,37.02,38.86,38.8,38.8,38.76,38.76
10,Operating Income,-1.77,-10.9,15.16,-28.52,-6.86,-31.62,16.59,14.08,17.16,12.92,46.53,51.53,62.07,60.42,43.73,71.31,71.31,32.01,32.01
11,Interest Expense,-,-0.57,-,-0.71,-0.14,-0.41,-0.17,-,-0.89,-0.11,-2.02,-0.71,-2.35,-2,-2.14,-1.91,-1.91,-3.04,-3.04
