,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,710.15,781.6,953.55,1044,1079,1139,1312,1411,1314,1659,1820,83.51,121.94,-,-,149.87,149.87,86.69,86.69
1,Trading Asset Securities,184.34,185.24,90.15,62.29,32.97,52.29,33.64,78.03,286.1,7.1,8.94,14.83,28.65,-,-,12.33,12.33,155.74,155.74
2,Cash & Short-Term Investments,894.5,966.85,1044,1106,1112,1191,1346,1489,1600,1666,1829,98.34,150.59,-,162.2,162.2,162.2,242.44,242.44
3,Cash Growth,-19.59%,-18.85%,-22.44%,-25.71%,-30.46%,-28.47%,-26.44%,1414.05%,962.31%,-,1027.87%,-39.37%,-7.15%,-,-33.10%,-,-,-,-
4,Accounts Receivable,802.25,739.91,831.92,783,772.95,754.19,758.18,760.85,724.13,771,841.21,751.04,686.05,-,-,634.64,634.64,492.96,492.96
5,Other Receivables,42.28,72.04,46.5,31.74,29.63,19.49,22.96,21.38,20.01,19.16,4.64,6.15,3.9,-,-,5.62,5.62,1.62,1.62
6,Receivables,844.53,811.95,878.42,814.74,802.58,773.69,781.14,782.24,744.14,790.17,845.85,757.2,689.94,-,-,640.26,640.26,494.58,494.58
7,Inventory,236.55,222.77,236.74,208.08,206.08,197.28,218.28,242.39,245.53,256.91,262.84,204.36,202.31,-,-,131.83,131.83,124.95,124.95
8,Other Current Assets,60.04,64.66,62.76,56.04,64.87,61.27,53.28,43.37,38.1,30.14,25.01,20.29,18.41,-,-,11.02,11.02,17.57,17.57
9,Total Current Assets,2036,2066,2222,2185,2186,2224,2398,2557,2628,2743,2963,1080,1061,-,-,945.3,945.3,879.54,879.54
10,"Property, Plant & Equipment",1456,1410,1424,1353,1223,1074,997,901.53,626.31,526.36,457.2,401.74,358.87,-,-,333.14,333.14,313.68,313.68
11,Long-Term Investments,43.25,43.74,43.57,49.4,46.69,22,21.63,21.48,19.45,19.57,20,-,-,-,-,-,-,-,-
12,Goodwill,6.64,6.64,5.97,4.72,5.82,5.82,5.82,5.82,5.94,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,79.26,79.87,80.06,80.73,79.66,78.54,79.07,78.83,79.01,79.51,78.95,79.4,79.47,-,-,51.94,51.94,24.83,24.83
14,Long-Term Accounts Receivable,4.95,4.95,0.14,4.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,Long-Term Deferred Tax Assets,47.75,39.02,36.91,33.57,27.35,22.4,15.07,15.84,12.67,11.43,12.25,11.33,10.05,-,-,10.76,10.76,13.93,13.93
16,Long-Term Deferred Charges,26.15,20.73,17.64,16.72,9.68,9.87,9.78,8.49,7.43,6.08,6.34,6.1,2.11,-,-,0.96,0.96,1.06,1.06
17,Other Long-Term Assets,59.34,57.27,84.94,41.4,94.19,137.23,135.38,118.05,154.5,146.15,75.7,62.89,36.01,-,-,6.82,6.82,3.49,3.49
18,Total Assets,3759,3729,3915,3769,3672,3574,3662,3707,3533,3532,3614,1642,1548,-,-,1349,1349,1237,1237
19,Accounts Payable,505.85,431.57,532.85,388.42,344.28,305.04,282.61,319.7,288.56,317.02,341.97,247.44,226.16,-,-,189.32,189.32,172.24,172.24
20,Accrued Expenses,37.62,69.85,31.36,48.4,27.4,45.51,26.59,64.28,26.99,52.17,32.22,58.3,50.78,-,-,54.61,54.61,40.5,40.5
21,Short-Term Debt,4.33,5.4,5.84,39.69,3.47,2.42,24.24,23.99,33.11,34.59,59.46,201.51,200.66,-,-,183.16,183.16,213.5,213.5
22,Current Portion of Leases,5.07,5.38,5.65,5.68,1.88,1.76,1.73,1.98,1.49,1.69,1.87,2.8,4.31,-,-,6.59,6.59,-,-
23,Current Income Taxes Payable,23.86,1.28,27.7,0.99,22.02,0.08,9.59,1.2,23.35,1.89,18.37,5.25,0.45,-,-,7.05,7.05,5.27,5.27
24,Current Unearned Revenue,2,0.79,3.14,1.38,1.43,0.99,3.45,8.31,2.82,1.33,0.99,0.46,0.49,-,-,0.43,0.43,1.45,1.45
25,Other Current Liabilities,172.49,167.59,233.03,232.15,226.2,179.74,163.48,153.73,54.5,58.05,55.47,39.79,62.44,-,-,51.01,51.01,64.62,64.62
26,Total Current Liabilities,751.23,681.86,839.57,716.71,626.69,535.55,511.69,573.19,430.82,466.74,510.36,555.55,545.3,-,-,492.17,492.17,497.57,497.57
27,Long-Term Leases,21.01,21.87,22.53,22.52,1.93,2.33,2.63,2.86,1.97,2.06,2.48,2.81,3.32,-,-,0.93,0.93,-,-
28,Long-Term Unearned Revenue,41.65,41.97,40.86,41.77,41.93,42.33,43.38,45.24,47.17,46.62,48.16,48.16,19.27,-,-,21.32,21.32,20.46,20.46
29,Long-Term Deferred Tax Liabilities,1.32,1.32,1.3,1.3,1.36,1.36,1.36,1.36,-,-,-,-,-,-,-,-,-,0.06,0.06
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.64,3.64
31,Total Liabilities,815.2,747.02,904.26,782.3,671.9,581.57,559.07,622.64,479.97,515.43,561,606.52,567.9,-,-,514.42,514.42,521.73,521.73
32,Common Stock,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,175.2,175.2,-,-,175.2,175.2,175.2,175.2
33,Additional Paid-In Capital,2382,2379,2378,2374,2377,2371,2360,2360,2374,2364,2362,444.48,444.48,-,-,444.48,444.48,444.48,444.48
34,Retained Earnings,366.27,395.85,392.01,372.3,381.28,380.37,507.84,486.95,440.09,421.29,460.18,419.99,361.23,-,-,217.74,217.74,94.3,94.3
35,Treasury Stock,-49.99,-37.89,-3.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,0.04,1.21,1.7,0.24,1.13,-0.54,-3.74,-1.51,0.74,-2.61,-3.64,-4.79,-1.46,-,-,-3.54,-3.54,-0.03,-0.03
37,Total Common Equity,2932,2972,3002,2980,2993,2985,3098,3079,3048,3016,3052,1035,979.45,-,833.88,833.88,833.88,713.95,713.95
38,Minority Interest,11.53,9.53,8.42,6.87,7.82,7.6,5.16,5.11,4.78,0.42,0.27,0.27,0.42,-,-,0.62,0.62,0.84,0.84
39,Shareholders' Equity,2943,2982,3010,2987,3001,2992,3103,3084,3053,3017,3053,1035,979.87,-,834.5,834.5,834.5,714.79,714.79
40,Total Liabilities & Equity,3759,3729,3915,3769,3672,3574,3662,3707,3533,3532,3614,1642,1548,-,-,1349,1349,1237,1237
41,Total Debt,30.41,32.65,34.01,67.89,7.28,6.51,28.6,28.83,36.57,38.34,63.81,207.12,208.29,-,190.68,190.68,190.68,213.5,213.5
42,Net Cash (Debt),864.09,934.2,1010,1038,1105,1185,1317,1460,1563,1627,1766,-108.78,-57.7,-,-28.48,-28.48,-28.48,28.94,28.94
43,Net Cash Growth,-21.81%,-21.16%,-23.34%,-28.89%,-29.30%,-27.18%,-25.40%,-,-,-,-,-,-,-,-,-,-,-,-
44,Net Cash Per Share,3.76,4.16,4.10,6.64,5.88,4.23,5.67,6.20,7.08,7.26,7.47,-0.61,-0.34,-,-0.16,-0.16,-0.16,0.17,0.17
45,Filing Date Shares Outstanding,229.8,231.16,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,175.4,178.37,175.2,175.2,175.2,175.2
46,Total Common Shares Outstanding,229.8,231.34,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,233.6,175.2,175.2,175.4,178.37,175.2,175.2,175.2,175.2
