,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,75.98,63.33,67.46,105.27,40.92,59.87,38.67,60.93,54.26,91.17,Upgrade
1,Short-Term Investments,-,0.57,-,-,-,-,-,-,1.96,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,23.58,Upgrade
3,Cash & Short-Term Investments,75.98,63.9,67.46,105.27,40.92,59.87,38.67,60.93,56.22,114.76,Upgrade
4,Cash Growth,12.63%,-39.29%,64.84%,75.82%,5.82%,-1.74%,-31.21%,-46.91%,-63.27%,-36.52%,Upgrade
5,Accounts Receivable,124.86,98.83,78.71,36.99,72.22,48.91,72.79,43.54,53.06,41.69,Upgrade
6,Other Receivables,0.9,0.22,1.62,5.53,2.86,0.51,2.33,3.52,0.42,2.54,Upgrade
7,Receivables,125.77,99.05,80.33,42.52,75.08,49.42,75.11,47.05,53.48,44.23,Upgrade
8,Inventory,42.14,27.09,26.46,33.53,33.92,30.83,32.05,26.88,32.52,34.43,Upgrade
9,Prepaid Expenses,2.45,1.69,1.84,1.23,3.95,0.86,1.18,1.16,3.96,1.49,Upgrade
10,Other Current Assets,2.07,3.01,0.77,-,1.04,1.7,2.78,2.67,-,1.1,Upgrade
11,Total Current Assets,248.39,194.74,176.85,182.55,154.91,142.67,149.8,138.68,146.18,196,Upgrade
12,"Property, Plant & Equipment",80.27,72.8,95.72,110.82,125,125.18,129.6,143.02,132.38,131.29,Upgrade
13,Long-Term Investments,-,-,-,-,-,-,0.01,0.01,-,-,Upgrade
14,Other Intangible Assets,0.44,0.61,1.08,1.27,0.29,0.35,0.36,0.14,0.28,0.89,Upgrade
15,Long-Term Deferred Tax Assets,4.64,4.52,5.58,5.69,5.96,6.07,5.97,5.83,3.13,3.19,Upgrade
16,Other Long-Term Assets,12.38,5.42,5.76,5.38,6.77,1.52,3.2,3.02,7.48,6.99,Upgrade
17,Total Assets,346.12,278.1,284.99,305.71,292.92,275.78,288.94,290.7,289.43,338.35,Upgrade
18,Accounts Payable,17.03,11.99,12.56,7.63,18.11,10.86,18.39,9.6,10.27,9.98,Upgrade
19,Accrued Expenses,43.88,47.54,34.93,35.24,29.57,37.23,27.32,22.59,16.14,23.75,Upgrade
20,Short-Term Debt,10.96,-,-,7.39,14.29,2.24,-,-,-,-,Upgrade
21,Current Portion of Leases,14.59,15.56,18.13,22.43,22.04,16.43,16.87,18.88,17.7,16.33,Upgrade
22,Current Income Taxes Payable,21.47,8.19,0.11,0.12,0.12,-,0.12,0.12,1.85,-,Upgrade
23,Current Unearned Revenue,1.51,1.35,1.42,1.83,1.58,1,1.13,0.84,2.41,0.59,Upgrade
24,Other Current Liabilities,15.64,2.44,1.75,2.87,11.63,8.28,12.96,19.22,8.82,10.02,Upgrade
25,Total Current Liabilities,125.08,87.07,68.9,77.51,97.33,76.03,76.8,71.25,57.2,60.67,Upgrade
26,Long-Term Leases,52.45,56.45,13.02,20.66,33.34,33.86,38.21,45.29,39.9,37.26,Upgrade
27,Long-Term Deferred Tax Liabilities,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,Upgrade
28,Total Liabilities,178.66,144.64,83.04,99.3,131.79,111.01,116.13,117.66,98.23,99.05,Upgrade
29,Common Stock,5.75,5.58,5.58,5.58,4.65,4.65,4.65,4.65,4.65,4.65,Upgrade
30,Additional Paid-In Capital,233.3,213.58,213.58,213.58,145.83,145.83,145.83,145.83,145.83,180.69,Upgrade
31,Retained Earnings,-110.25,-121.09,-48.66,-52.05,-41.57,-50.16,-36.81,-32.66,5.32,14.25,Upgrade
32,Comprehensive Income & Other,29.14,25.32,8.99,17.81,28.92,41.35,36.72,34.05,13.19,17.07,Upgrade
33,Total Common Equity,157.94,123.38,179.49,184.91,137.82,141.67,150.39,151.87,168.99,216.66,Upgrade
34,Minority Interest,9.52,10.08,22.47,21.5,23.31,23.1,22.42,21.17,22.22,22.64,Upgrade
35,Shareholders' Equity,167.46,133.46,201.95,206.42,161.13,164.77,172.81,173.04,191.21,239.3,Upgrade
36,Total Liabilities & Equity,346.12,278.1,284.99,305.71,292.92,275.78,288.94,290.7,289.43,338.35,Upgrade
37,Total Debt,78,72.01,31.14,50.48,69.67,52.53,55.08,64.17,57.6,53.58,Upgrade
38,Net Cash (Debt),-2.03,-8.11,36.31,54.79,-28.75,7.34,-16.41,-3.24,-1.38,61.17,Upgrade
39,Net Cash Growth,-,-,-,646.69%,-,-,-,-,-,-66.16%,Upgrade
40,Net Cash Per Share,-0.00,-0.01,0.07,0.10,-0.06,0.02,-0.04,-0.01,-0.00,0.13,Upgrade
41,Filing Date Shares Outstanding,574.5,557.76,557.76,557.76,464.8,464.8,464.8,464.8,464.8,464.8,Upgrade
42,Total Common Shares Outstanding,574.5,557.76,557.76,557.76,464.8,464.8,464.8,464.8,464.8,464.8,Upgrade
43,Working Capital,123.31,107.68,107.96,105.03,57.58,66.64,73.01,67.44,88.98,135.33,Upgrade
44,Book Value Per Share,0.27,0.22,0.32,0.33,0.30,0.30,0.32,0.33,0.36,0.47,Upgrade
45,Tangible Book Value,157.5,122.76,178.41,183.64,137.53,141.32,150.03,151.73,168.72,215.77,Upgrade
46,Tangible Book Value Per Share,0.27,0.22,0.32,0.33,0.30,0.30,0.32,0.33,0.36,0.46,Upgrade
47,Machinery,-,146.79,-,173.33,-,181.18,-,173.89,-,143.7,Upgrade
48,Construction In Progress,-,0.81,-,5.31,-,4.34,-,4.22,-,6.54,Upgrade
49,Leasehold Improvements,-,24.53,-,24.87,-,23.93,-,21.58,-,15.38,Upgrade
