,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,2813,2120,1761,1948,2680,2301,2157,2078,1964,2206,2492,2608,2428,2093,2217,2257,2376,2727,2657,2572,2867,Upgrade
1,Market Cap Growth,-7.89%,-7.89%,-18.36%,-6.28%,36.43%,4.32%,-13.43%,-20.32%,-19.09%,5.43%,12.41%,15.55%,2.16%,-23.27%,-16.56%,-12.24%,-17.13%,5.00%,0.21%,-16.43%,-11.50%,Upgrade
2,Enterprise Value,2929,1676,1859,1934,2666,1976,2182,2169,2055,1965,2420,2527,2347,1941,2029,2177,2296,2710,2656,2769,3064,Upgrade
3,Last Close Price,10.59,8.03,6.46,6.75,9.28,7.97,7.47,7.20,6.80,7.64,8.14,8.59,7.99,6.89,7.30,7.09,7.46,8.57,8.35,7.94,8.85,Upgrade
4,PE Ratio,93.43,68.10,232.65,-141.84,-,-20.90,-12.11,-11.94,-,-,317.33,433.72,-,69.33,73.38,70.82,-,37.47,26.86,21.07,21.51,Upgrade
5,Forward PE,-,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,17.00,18.33,49.57,49.57,49.57,49.57,Upgrade
6,PS Ratio,2.67,1.95,1.62,1.81,2.45,2.01,2.08,2.01,1.79,1.78,1.57,1.42,1.27,1.03,1.14,1.20,1.26,1.26,1.15,1.07,1.14,Upgrade
7,PB Ratio,2.53,1.92,1.56,1.68,2.30,1.87,1.76,1.71,1.62,1.65,1.79,1.74,1.62,1.37,1.46,1.39,1.48,1.69,1.65,1.56,1.75,Upgrade
8,P/TBV Ratio,1.97,1.97,1.60,1.72,2.36,1.92,1.80,1.75,1.66,1.68,1.83,1.77,1.65,1.39,1.50,1.42,1.52,1.73,1.69,1.60,1.80,Upgrade
